"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9"
"communiquer";-0,262;-2,026;-3,389;-0,498;-0,233;22,998;0,817;1,3;-3,819
"collectivité";-0,262;-0,422;21,435;-0,498;-0,233;-2,522;-0,077;-0,061;-3,819
"coco";4,166;-1,317;-1,563;-0,324;-0,152;-0,16;7,526;-0,209;-0,002
"coach";-0,262;-2,026;-3,389;-0,498;-0,233;-0,772;10,67;6,387;-0,81
"chômeur";-0,236;-1,823;32,484;-0,448;-0,21;0;-3,779;-2,405;-1,544
"christian";-0,262;0,807;-0,582;-0,498;-0,233;-0,772;-2,127;-0,885;11,007
"chercheur";-0,249;0,04;-0,011;-0,473;-0,222;-0,009;-3,989;38,877;-5,849
"carence";-0,236;-1,823;0;214,458;-0,21;-2,269;-3,779;1,888;-5,541
"burlington";-0,262;-2,026;-5,666;-0,498;-0,233;-2,522;-4,199;-2,672;65
"bug";-0,223;-1,722;43,279;0,856;-0,198;-0,483;-3,569;-2,271;-5,233
"btc";-0,223;-1,722;51,316;-0,423;-0,198;-2,143;-1,559;-2,271;-5,233
"brun";-0,236;-1,823;-5,099;-0,448;3,065;-0,576;-1,746;-2,405;35,777
"bilan";-0,249;0,04;42,666;0,644;-0,222;-2,396;-3,989;-2,538;-5,849
"biaisé";-0,262;-0,422;-0,582;-0,498;-0,233;95,271;-4,199;-2,672;-6,157
"bern";-0,262;-0,422;61,862;-0,498;-0,233;-2,522;-4,199;-2,672;-6,157
"barrer";-0,249;-0,352;50,199;-0,473;-0,222;-0,672;-3,989;-2,538;-5,849
"banane";-0,262;-2,026;0,1;279,83;-0,233;-2,522;-2,127;-0,885;-3,819
"balayer";-0,236;1,203;-5,099;0,743;-0,21;0;18,333;-0,672;-3,234
"bagnole";-0,236;-1,823;26,328;-0,448;-0,21;-0,576;-0,488;-2,405;-1,544
"aventure";-0,262;-2,026;0,1;-0,498;-0,233;-2,522;0,098;-0,885;7,787
"avaler";-0,262;-0,422;-0,582;13,343;-0,233;22,998;-2,127;-0,885;-2,036
"autoritaire";-0,262;15,95;-3,389;-0,498;-0,233;-0,029;-0,077;10,375;-6,157
"aujourd";-0,052;1,196;1,814;-0,1;-0,047;-0,504;-0,84;-0,534;0,005
"attiser";-0,262;137,654;-3,389;-0,498;-0,233;-0,772;-2,127;-2,672;-6,157
"attacher";-0,249;0,04;0,199;-0,473;-0,222;-2,396;8,125;-0,029;-1,787
"arbitraire";-0,249;53,97;-1,473;-0,473;-0,222;-0,672;-1,935;1,571;-5,849
"activiste";-0,236;35,895;-5,099;-0,448;-0,21;-0,576;0,298;1,888;-5,541
"1ère";-0,262;-0,422;3,739;-0,498;-0,233;0,291;-0,077;-2,672;0,024
"électoral";-0,236;0,079;39,287;-0,448;-0,21;-2,269;-3,779;-0,672;-5,541
"égo";-0,249;-0,352;-3,121;-0,473;-0,222;-0,009;-1,935;58,653;-3,525
"ème";-0,223;-1,722;0,021;-0,423;-0,198;9,935;1,726;-0,569;-2,944
"tunisien";-0,223;0,134;-4,816;-0,423;984,293;-2,143;-3,569;-2,271;-2,944
"trauma";-0,249;-1,925;-3,121;0,644;-0,222;-2,396;27,818;1,571;-3,525
"transition";-0,236;-1,823;32,484;-0,448;-0,21;-0,576;-0,488;-2,405;-3,234
"transaction";-0,249;-0,352;58,345;-0,473;-0,222;-2,396;-3,989;-2,538;-5,849
"trans";-0,21;-1,621;-4,532;-0,398;-0,187;-2,017;4,533;39,603;-4,925
"trahir";-0,249;3,199;-0,011;-0,473;-0,222;12,576;-0,032;-0,777;-5,849
"sécuriser";-0,249;-0,352;29,435;-0,473;-0,222;-2,396;-1,935;-0,029;-3,525
"symbolique";-0,249;-0,352;10,32;-0,473;-0,222;-2,396;-1,935;11,482;-5,849
"swiss";-0,223;-0,224;29,256;-0,423;-0,198;-2,143;-3,569;-2,271;-0,327
"suède";-0,249;-0,352;23,738;-0,473;-0,222;-0,672;-0,617;-0,777;-3,525
"suggérer";-0,249;-1,925;-5,382;0,644;-0,222;18,267;0,182;7,165;-5,849
"stérilisation";-0,249;-1,925;-3,121;0,644;-0,222;-2,396;11,947;-0,029;0,683
"spécialiser";-0,236;-1,823;2,961;0,743;-0,21;-0,576;5,827;-0,672;-3,234
"spontané";-0,236;-0,286;-1,257;-0,448;-0,21;-0,576;5,827;-0,008;0,18
"souverain";-0,249;17,393;0,199;-0,473;-0,222;-0,672;-3,989;3,862;-3,525
"smartphones";2,343;-1,925;0,999;0,644;-0,222;-0,672;5,038;-0,029;-3,525
"slip";2,343;-1,925;-5,382;-0,473;-0,222;51,621;-3,989;-0,777;0,082
"seum";-0,236;-1,823;-1,257;0,743;-0,21;35,641;-0,488;-0,008;-3,234
"seuil";-0,249;-1,925;58,345;-0,473;-0,222;-2,396;-3,989;-0,777;-5,849
"serieux";-0,249;0,04;-1,473;68,153;2,82;12,576;-1,935;-2,538;-5,849
"sel";-0,223;-1,722;23,271;6,255;-0,198;-2,143;-0,37;-0,569;-5,233
"schnek";-0,236;-1,823;-5,099;-0,448;-0,21;-2,269;-3,779;-2,405;58,498
"sable";-0,249;-0,352;4,435;-0,473;-0,222;-0,009;-0,617;0,294;-0,633
"révolu";-0,249;-0,352;-3,121;-0,473;2,82;-0,672;0,182;-0,029;5,999
"résolution";-0,223;92,153;-4,816;-0,423;-0,198;-0,483;-3,569;-0,569;-1,309
"réforme";-0,249;-1,925;18,653;-0,473;-0,222;-0,009;-1,935;1,571;-5,849
"réflexe";-0,236;-1,823;-0,306;-0,448;-0,21;0;13,389;1,888;-5,541
"rn";-0,236;3,658;-2,855;-0,448;678,434;-2,269;-3,779;-2,405;-3,234
"revendication";-0,249;17,393;-5,382;-0,473;-0,222;-0,009;2,685;-0,029;-1,787
"restaurateur";-0,249;-0,352;29,435;0,644;-0,222;-2,396;-3,989;-2,538;-0,633
"rdv";-0,223;-1,722;1,729;-0,423;-0,198;-0,483;0,453;5,084;-2,944
"présentateur";-0,236;-1,823;-5,099;-0,448;-0,21;0;-3,779;-0,672;35,777
"protéine";-0,249;-1,925;7,071;27,819;-0,222;-0,009;-3,989;1,571;-5,849
"propreté";31,257;-1,925;-0,436;0,644;-0,222;18,267;-0,617;-0,029;-5,849
"progresser";-0,236;-0,286;0,341;-0,448;-0,21;0;3,209;1,888;-5,541
"procurer";-0,249;-1,925;0,199;0,644;2,82;-2,396;1,066;-0,029;0,082
"prestation";-0,249;-1,925;42,666;-0,473;-0,222;-0,672;-1,935;-0,777;-5,849
"postal";-0,249;-0,352;18,653;0,644;-0,222;-0,672;-3,989;-0,029;-1,787
"possession";2,343;-0,352;-0,436;0,644;-0,222;-0,009;-1,935;30,509;-5,849
"pharmacie";2,343;-1,925;29,435;-0,473;-0,222;-0,672;-1,935;-2,538;-1,787
"passionné";-0,249;-1,925;-0,436;-0,473;-0,222;-2,396;0,182;-0,029;8,941
"passif";-0,249;0,04;4,435;-0,473;-0,222;0,404;0,182;-0,029;-5,849
"participant";-0,236;12,56;8,165;-0,448;-0,21;-0,576;-1,746;-0,672;-5,541
"ouvertement";-0,249;11,401;-3,121;-0,473;2,82;1,858;-0,032;1,571;-5,849
"ouchy";-0,236;-1,823;-2,855;-0,448;-0,21;-2,269;-0,488;-0,672;29,438
"ordonner";-0,249;33,16;-3,121;-0,473;-0,222;-0,672;0,182;1,571;-5,849
"oooh";-0,249;0,04;-0,436;-0,473;-0,222;-2,396;-0,617;-0,029;8,941
"oms";-0,21;1,749;15,208;0,986;-0,187;-0,394;-1,374;-2,137;-4,925
"ofs";-0,236;-1,823;2,961;-0,448;-0,21;0;-1,746;18,478;-5,541
"netanyahou";-0,236;156,679;-5,099;-0,448;-0,21;-0,576;-3,779;-2,405;-5,541
"médaille";-0,249;-0,352;-0,436;0,644;-0,222;-0,672;5,038;-2,538;0,683
"mordre";-0,249;6,67;-1,473;-0,473;-0,222;-0,672;-0,617;11,482;-1,787
"monopole";-0,249;-0,352;0,999;-0,473;-0,222;-0,009;-1,935;23,154;-5,849
"modification";-0,249;-1,925;2,411;-0,473;-0,222;7,944;-1,935;-0,029;-0,633
"miss";-0,249;-1,925;-3,121;-0,473;-0,222;-2,396;-0,617;0,294;21,278
"lambda";-0,249;-0,352;2,411;-0,473;-0,222;-0,672;2,685;1,571;-5,849
"jeûne";-0,236;-1,823;-1,257;-0,448;3,065;20,023;0,298;-0,672;-1,544
"introduire";-0,249;-0,352;14,18;-0,473;-0,222;-0,009;0,182;-0,777;-5,849
"inspiration";-0,249;-1,925;-3,121;-0,473;2,82;-0,009;-3,989;0,294;16,581
"inexistant";-0,249;0,989;14,18;-0,473;-0,222;-0,009;-1,935;-0,029;-5,849
"inaction";-0,236;35,895;0;-0,448;-0,21;0;-0,488;-0,672;-5,541
"immonde";-0,236;35,895;0;-0,448;-0,21;-0,576;-0,488;-0,008;-5,541
"gâcher";-0,249;-0,352;-1,473;-0,473;-0,222;18,267;5,038;-2,538;-3,525
"guérir";-0,249;0,04;-3,121;-0,473;-0,222;-0,672;2,685;23,154;-5,849
"guitare";2,343;-0,352;0,199;-0,473;-0,222;-0,672;-0,617;-2,538;5,999
"grippe";2,559;-1,823;20,818;-0,448;-0,21;-2,269;-0,006;-0,008;-5,541
"gonfler";-0,249;-0,352;2,411;-0,473;-0,222;0,404;0,182;1,571;-5,849
"gay";-0,223;0,134;-4,816;-0,423;-0,198;-0,483;20,402;2,257;-5,233
"frérot";-0,131;-1,013;0,366;-0,249;6,873;0,78;-2,099;-1,336;1,507
"fast";-0,249;-1,925;18,653;-0,473;-0,222;0,404;-1,935;-0,777;-1,787
"faiblesse";-0,249;-0,352;0,199;-0,473;-0,222;-0,672;-1,935;38,877;-5,849
"expulser";-0,236;35,895;-0,306;-0,448;3,065;0,542;-0,488;-2,405;-5,541
"exigeant";-0,236;-1,823;-0,306;-0,448;3,065;0,542;-1,746;-0,672;7,008
"enregistrer";-0,249;-0,352;0,199;-0,473;-0,222;-2,396;-0,032;1,571;0,683
"enfaite";-0,249;0,989;2,411;-0,473;-0,222;-2,396;0,182;1,571;-3,525
"empreinte";-0,249;-1,925;18,653;-0,473;-0,222;-0,672;-0,617;-0,777;-0,633
"emji_soleil_avec_visage";-0,223;-1,722;-4,816;-0,423;-0,198;-2,143;-3,569;-0,569;47,074
"emji_femme_avec_la_paume_sur_le_visage_peau_claire";-0,249;0,04;0,999;94,985;-0,222;-2,396;-0,617;-2,538;-1,787
"emji_couronne";-0,236;-1,823;-1,257;-0,448;-0,21;-2,269;-1,746;-2,405;35,777
"emji_applaudissements_peau_légèrement_mate";-0,131;-1,013;-0,847;-0,249;-0,117;-1,261;19,339;-0,031;-1,018
"déverser";-0,249;-0,352;-0,436;0,644;-0,222;0,404;2,685;1,571;-3,525
"dériver";-0,249;3,199;0,199;0,644;-0,222;-2,396;-3,989;16,811;-3,525
"déplorable";-0,236;0,079;0,341;-0,448;-0,21;-0,576;5,827;-0,008;-3,234
"dépendance";-0,249;-1,925;4,435;5,259;-0,222;-2,396;-0,617;7,165;-3,525
"démonstration";2,343;-1,925;0,999;-0,473;-0,222;-0,009;-1,935;11,482;-1,787
"dédier";-0,249;3,199;7,071;-0,473;-0,222;-0,009;-1,935;-2,538;-0,633
"débloquer";-0,249;-0,352;0,999;-0,473;-0,222;-0,672;-3,989;-2,538;12,469
"doubler";-0,236;-0,286;11,737;-0,448;-0,21;-2,269;-0,006;0,413;-3,234
"dimension";-0,236;3,658;-1,257;-0,448;-0,21;-2,269;-3,779;52,176;-5,541
"descendant";-0,249;66,267;-1,473;-0,473;2,82;-2,396;-1,935;-0,777;-1,787
"cuisse";-0,249;-1,925;-3,121;0,644;-0,222;-2,396;5,038;-2,538;8,941
"cruellement";-0,249;-1,925;-3,121;0,644;-0,222;-0,672;42,071;-0,777;-3,525
"conséquent";-0,249;0,04;14,18;-0,473;-0,222;-0,009;-0,617;-0,029;-5,849
"conférence";-0,236;0,079;1,328;-0,448;-0,21;4,981;0,298;-0,672;-5,541
"condescendant";-0,249;-0,352;-5,382;-0,473;-0,222;7,944;-3,989;38,877;-3,525
"concentration";-0,249;0,04;29,435;0,644;-0,222;-2,396;-1,935;-2,538;-3,525
"comique";-0,236;-0,286;-5,099;0,743;-0,21;80,293;-1,746;-2,405;-3,234
"collaborateur";-0,249;0,04;42,666;-0,473;-0,222;-0,672;-3,989;-2,538;-5,849
"cm2";-0,092;-0,709;-1,983;-0,174;-0,082;-0,882;-0,046;-0,935;15,041
"circonstance";-0,249;-1,925;-3,121;-0,473;-0,222;-0,009;-0,617;30,509;-0,065
"château";-0,236;-1,823;0;-0,448;-0,21;0;-1,746;-0,672;10,259
"chaton";-0,249;-1,925;-3,121;0,644;-0,222;25,017;5,038;-2,538;-3,525
"charité";-0,249;-1,925;0,199;-0,473;-0,222;41,694;-1,935;-0,777;-3,525
"championnat";-0,249;-1,925;18,653;-0,473;-0,222;-0,009;0,182;-2,538;-3,525
"cendre";-0,236;-0,286;2,961;-0,448;-0,21;-2,269;13,389;-2,405;-3,234
"cauchemar";-0,249;-0,352;-3,121;5,259;-0,222;12,576;1,066;-0,777;-1,787
"cagoule";-0,236;35,895;-2,855;-0,448;-0,21;-0,576;-0,006;0,413;-3,234
"bretagne";-0,249;-1,925;35,744;-0,473;-0,222;-2,396;-1,935;-0,777;-1,787
"bourse";-0,236;-1,823;63,57;-0,448;-0,21;-2,269;-3,779;-2,405;-5,541
"bonbon";2,343;-1,925;-0,011;0,644;-0,222;-2,396;-0,032;-0,777;5,999
"auprès_des";-0,249;3,199;-0,011;0,644;-0,222;-0,672;11,947;-2,538;-5,849
"arracher";-0,249;0,989;-5,382;-0,473;-0,222;-2,396;2,685;16,811;-1,787
"armement";-0,249;79,824;0,199;-0,473;-0,222;-2,396;-3,989;-0,777;-5,849
"apparement";-0,249;0,04;-0,436;-0,473;-0,222;7,944;5,038;-2,538;-3,525
"annuler";2,343;3,199;29,435;-0,473;-0,222;-2,396;-3,989;-2,538;-5,849
"amnesty";-0,236;85,64;-2,855;-0,448;-0,21;-0,576;-3,779;0,413;-5,541
"affect";-0,249;-1,925;-0,436;-0,473;-0,222;-2,396;-3,989;95,913;-5,849
"adaptation";-0,249;-1,925;35,744;-0,473;-0,222;0,404;-3,989;-0,777;-5,849
"accélérer";-0,223;-0,224;51,316;-0,423;-0,198;-2,143;-3,569;-2,271;-5,233
"abordable";-0,249;-1,925;50,199;-0,473;-0,222;-2,396;-1,935;-0,777;-5,849
"abandon";-0,236;-1,823;-0,306;5,728;-0,21;0,542;0,298;0,413;-0,472
"3h";-0,249;-0,352;0,999;-0,473;-0,222;18,267;-0,032;-2,538;-3,525
"étendre";2,802;1,454;0,021;-0,423;-0,198;-2,143;-0,37;9,043;-2,944
"ému";-0,236;-1,823;-2,855;-0,448;-0,21;-2,269;-3,779;-2,405;50,307
"whatsapp";-0,236;1,203;-1,257;-0,448;-0,21;20,023;-1,746;1,888;-5,541
"vénézuélien";-0,236;71,208;-0,306;-0,448;-0,21;0;-1,746;-2,405;-5,541
"vider";-0,236;3,658;20,818;-0,448;-0,21;-2,269;-1,746;-2,405;-3,234
"vice";-0,236;1,203;-2,855;-0,448;-0,21;-2,269;1,366;25,299;-5,541
"ventre";-0,236;-1,823;-5,099;5,728;-0,21;-2,269;30,545;-0,008;-1,544
"vd";-0,223;-0,224;35,925;-0,423;-0,198;-2,143;-3,569;-2,271;-1,309
"valise";-0,223;-1,722;23,271;16,62;-0,198;-2,143;-0,37;-2,271;-5,233
"trompeur";-0,184;-0,071;3,518;-0,349;-0,163;8,469;-2,939;0,084;-4,31
"tournée";-0,236;0,079;-5,099;-0,448;-0,21;4,981;-1,746;0,413;2,359
"thérèse";-0,236;-1,823;-5,099;-0,448;-0,21;-2,269;-3,779;-2,405;58,498
"tesla";-0,21;-1,621;56,506;-0,398;-0,187;-2,017;-3,359;-2,137;-4,925
"sushis";-0,236;-1,823;-5,099;-0,448;-0,21;-2,269;-3,779;-2,405;58,498
"stable";-0,236;0,079;11,737;-0,448;-0,21;-2,269;-0,006;0,413;-5,541
"souhait";-0,236;-0,286;-0,306;-0,448;-0,21;-0,576;9,221;-2,405;0,18
"souffle";-0,236;-1,823;0;-0,448;-0,21;13,891;0,298;-2,405;-0,472
"singapour";-0,223;13,868;3,609;-0,423;-0,198;-0,483;-0,37;-2,271;-2,944
"sexualité";-0,236;-1,823;-5,099;-0,448;-0,21;0,542;13,389;1,888;-1,544
"réveil";2,559;-1,823;1,328;-0,448;-0,21;2,203;1,366;-2,405;-1,544
"régional";-0,236;-0,286;0;-0,448;568,251;-2,269;-0,488;-2,405;-5,541
"réciter";-0,197;-0,115;-4,249;-0,373;-0,175;-1,891;2,674;-2,004;11,086
"ruiner";-0,223;-1,722;43,279;0,856;-0,198;-2,143;-3,569;-0,569;-5,233
"respectable";-0,236;1,203;-5,099;-0,448;-0,21;0;-1,746;42,148;-3,234
"repousser";-0,236;0,079;11,737;-0,448;-0,21;-2,269;0,298;-0,672;-3,234
"relâcher";2,559;26,786;-0,306;0,743;-0,21;-0,576;-0,006;-0,672;-5,541
"relativiser";-0,236;-0,286;-2,855;-0,448;-0,21;-2,269;9,221;8,045;-1,544
"rejet";-0,236;3,658;-0,306;-0,448;-0,21;-2,269;0,298;12,727;-5,541
"redescendre";-0,236;-1,823;-0,306;-0,448;3,065;4,981;0,298;-0,008;-0,472
"red";-0,236;-1,823;-1,257;0,743;-0,21;0,542;-1,746;33,189;-3,234
"reconstruire";-0,236;46,335;-1,257;-0,448;-0,21;0,542;-3,779;-0,008;-3,234
"rassurant";-0,236;-1,823;0,341;0,743;-0,21;-2,269;0,298;-0,008;0,961
"raisonner";-0,197;-0,115;-2,07;-0,373;-0,175;-1,891;5,37;11,493;-2,372
"quotidiennement";2,802;13,868;-1,05;0,856;-0,198;-2,143;1,726;0;-5,233
"pétition";-0,236;1,203;26,328;-0,448;-0,21;-0,576;-1,746;-2,405;-5,541
"pépé";-0,236;-1,823;-5,099;0,743;-0,21;-2,269;-1,746;-2,405;42,733
"pâte";-0,236;-1,823;2,961;29,769;-0,21;-0,576;-3,779;-0,008;-0,017
"pyjama";-0,223;-1,722;-0,193;-0,423;-0,198;-0,483;26,6;-2,271;-1,309
"ptit";-0,236;0,079;-5,099;0,743;15,676;0;9,221;-2,405;-0,472
"préjugé";-0,223;-1,722;-2,591;6,255;-0,198;0,006;-0,37;36,2;-5,233
"proportionnellement";-0,236;-1,823;46,735;-0,448;-0,21;-2,269;-0,488;-2,405;-5,541
"pourvoir";-0,236;0,079;2,961;-0,448;-0,21;-2,269;-0,006;-2,405;0,961
"port";-0,236;-1,823;11,737;-0,448;-0,21;-2,269;1,366;-0,008;-3,234
"pompe";2,559;-0,286;8,165;-0,448;-0,21;0;-3,779;4,432;-5,541
"pme";-0,223;-0,224;43,279;-0,423;-0,198;-0,483;-3,569;-2,271;-5,233
"plutot";-0,236;1,203;1,328;-0,448;-0,21;-0,576;3,209;-0,672;-3,234
"plateformes";-0,223;-1,722;1,729;-0,423;-0,198;-2,143;3,82;2,257;-2,944
"plaisanter";2,802;0,134;-0,193;-0,423;-0,198;0,006;-3,569;20,357;-2,944
"pillage";-0,223;1,454;23,271;-0,423;-0,198;-2,143;-3,569;0;-5,233
"pharma";-0,236;-1,823;54,83;-0,448;-0,21;-2,269;-1,746;-2,405;-5,541
"pffff";-0,236;-0,286;0;-0,448;296,246;-0,576;-0,006;-0,672;-5,541
"pervers";-0,236;-1,823;-1,257;-0,448;-0,21;-2,269;18,333;8,045;-5,541
"perle";-0,236;-0,286;-5,099;-0,448;-0,21;-2,269;-3,779;-2,405;50,307
"performant";-0,236;-0,286;2,961;-0,448;-0,21;0,542;-0,006;0,413;-3,234
"pencher";-0,236;-1,823;-5,099;0,743;-0,21;-0,576;9,221;8,045;-1,544
"parvenir";-0,236;-0,286;1,328;-0,448;-0,21;0;-0,006;8,045;-5,541
"ong";-0,236;7,444;5,24;-0,448;-0,21;0,542;-1,746;-0,672;-5,541
"omettre";-0,236;-0,286;2,961;-0,448;3,065;2,203;-3,779;4,432;-5,541
"olala";-0,236;-0,286;-2,855;-0,448;3,065;0,542;1,366;1,888;-0,472
"océan";-0,236;-1,823;15,954;0,743;-0,21;-0,576;-0,488;-0,008;-3,234
"nuire";-0,236;7,444;-0,306;-0,448;-0,21;-0,576;5,827;-0,672;-3,234
"napoléon";-0,105;-0,81;-0,426;-0,199;-0,093;-1,009;-1,679;11,243;0,867
"nana";-0,223;-1,722;-4,816;0,856;3,34;2,603;10,47;0;-2,944
"métal";-0,21;-1,621;15,208;-0,398;-0,187;-2,017;-1,374;-2,137;0,529
"multi";-0,236;-1,823;11,737;-0,448;-0,21;-2,269;-3,779;18,478;-5,541
"mouche";-0,223;-1,722;-2,591;31,951;-0,198;22,001;-1,559;0;-2,944
"meuble";14,592;-1,722;23,271;-0,423;-0,198;-2,143;-0,37;-0,569;-5,233
"marelle";-0,236;-1,823;-2,855;-0,448;-0,21;-2,269;-1,746;-2,405;42,733
"légèrement";2,802;-1,722;-0,193;-0,423;-0,198;48,979;-3,569;-2,271;-1,309
"lingette";1296,776;-1,722;-4,816;-0,423;-0,198;-2,143;-3,569;-2,271;-5,233
"licenciement";-0,236;-1,823;26,328;-0,448;-0,21;0,542;-0,488;-2,405;-5,541
"lfi";-0,223;38,964;-1,05;0,856;-0,198;0,712;-3,569;-2,271;-1,309
"lausannois";-0,223;-1,722;-0,193;-0,423;16,812;0,712;3,82;-0,569;-1,309
"laine";-0,236;-1,823;-0,306;-0,448;-0,21;-2,269;-3,779;-0,008;23,717
"lacrymo";-0,223;108,973;-4,816;-0,423;-0,198;-2,143;0,001;-2,271;-5,233
"k";-0,223;-1,722;-1,05;-0,423;-0,198;-0,483;0,453;2,257;1,307
"juin";-0,236;3,658;2,961;-0,448;-0,21;-2,269;-3,779;-0,672;0,961
"jeudi";-0,236;0,079;11,737;-0,448;-0,21;0;-0,488;-2,405;-1,544
"invité";-0,223;-0,224;-1,05;-0,423;-0,198;-0,483;1,726;-2,271;5,229
"instruire";-0,236;0,079;-1,257;-0,448;-0,21;0;13,389;-0,008;-3,234
"insecte";-0,236;-1,823;63,57;-0,448;-0,21;-2,269;-3,779;-2,405;-5,541
"initial";-0,236;-0,286;1,328;-0,448;-0,21;0,542;-3,779;18,478;-5,541
"inférieur";-0,236;0,079;5,24;-0,448;3,065;0;-1,746;1,888;-5,541
"imposition";-0,223;-1,722;60,038;-0,423;-0,198;-2,143;-3,569;-2,271;-5,233
"imaginaire";-0,236;-1,823;-1,257;-0,448;-0,21;-0,576;0,298;33,189;-3,234
"ignoble";-0,236;7,444;-1,257;-0,448;-0,21;2,203;5,827;-2,405;-5,541
"idf";-0,21;82,981;-4,532;-0,398;-0,187;-0,394;-0,262;-2,137;-2,657
"icône";-0,223;-1,722;-4,816;-0,423;-0,198;-0,483;-3,569;2,257;20,921
"halluciner";-0,236;-1,823;-2,855;101,007;-0,21;4,981;-0,488;-2,405;-0,472
"hahah";-0,223;-1,722;-4,816;-0,423;-0,198;-2,143;-3,569;-2,271;55,248
"habituel";-0,223;0,134;0,533;0,856;-0,198;-2,143;-1,559;14,134;-2,944
"h24";-0,223;0,134;-0,193;-0,423;-0,198;0,712;0,453;2,257;-2,944
"géopolitique";-0,236;1,203;-0,306;-0,448;-0,21;0,542;0,298;4,432;-5,541
"généraliste";-0,223;-1,722;23,271;-0,423;-0,198;-2,143;-3,569;0;-0,327
"génocidaire";-0,236;177,766;-5,099;-0,448;-0,21;-2,269;-3,779;-2,405;-5,541
"grossesse";-0,236;-1,823;-1,257;-0,448;-0,21;-2,269;-1,746;88,677;-5,541
"gratter";13,582;-1,823;2,961;0,743;-0,21;-0,576;0,298;-0,672;-1,544
"gent";14,592;-0,224;0,533;-0,423;-0,198;-2,143;3,82;0,563;-5,233
"geler";-0,223;-1,722;-0,193;-0,423;-0,198;-2,143;-1,559;-2,271;26,478
"gazer";-0,236;46,335;-2,855;15,403;3,065;-2,269;-0,006;-2,405;-5,541
"férié";-0,223;-0,224;-0,193;0,856;-0,198;0,712;3,82;-2,271;-0,327
"fée";-0,223;-1,722;0,021;6,255;-0,198;0,006;-3,569;-0,569;5,229
"fracasser";-0,236;12,56;0;0,743;-0,21;-0,576;-0,488;1,888;-5,541
"filtre";3,077;-1,621;4,373;-0,398;-0,187;11,14;-3,359;0,008;-4,925
"faillir";-0,223;-0,224;-0,193;-0,423;-0,198;2,603;-0,37;0,563;0
"express";-0,236;-0,286;54,83;-0,448;-0,21;-2,269;-3,779;-2,405;-5,541
"esthétique";-0,236;-1,823;0,341;-0,448;-0,21;-0,576;-0,006;25,299;-5,541
"errant";-0,236;-1,823;-5,099;431,388;-0,21;-0,576;-3,779;-0,008;-3,234
"entraîneur";-0,236;-1,823;8,165;-0,448;-0,21;-2,269;9,221;-2,405;-3,234
"emji_visage_effrayé";-0,184;-1,418;-0,493;-0,349;-0,163;39,703;-1,017;-1,87;-0,666
"emji_visage_avec_yeux_ouverts_et_main_sur_la_bouche";-0,236;-0,286;5,24;-0,448;3,065;4,981;-3,779;-2,405;-0,472
"emji_mains_qui_forment_un_coeur_peau_légèrement_mate";-0,184;-0,071;-1,814;-0,349;-0,163;-1,765;-1,017;-1,87;23,57
"emji_index_pointant_vers_l_utilisateur";-0,236;1,203;0,341;-0,448;3,065;-2,269;-1,746;4,432;-0,472
"emji_coeur_bleu_clair";-0,184;-1,418;-3,966;-0,349;-0,163;-1,765;-2,939;-1,87;45,496
"dîner";-0,223;-1,722;0,021;52,248;-0,198;-2,143;-1,559;-2,271;2,941
"dérive";-0,236;-0,286;0;-0,448;-0,21;0;-0,488;25,299;-5,541
"démonter";2,802;0,134;0,533;-0,423;-0,198;5,677;-1,559;-0,569;-1,309
"dégoûtant";262,407;-0,286;-0,306;-0,448;-0,21;-0,576;-0,488;-0,008;-3,234
"défenseur";-0,236;26,786;-0,306;0,743;-0,21;-0,576;-3,779;1,888;-3,234
"découler";-0,236;1,203;1,328;-0,448;-0,21;-2,269;-3,779;25,299;-5,541
"déclin";-0,223;-0,224;29,256;-0,423;-0,198;-2,143;-3,569;0;-2,944
"drh";-0,223;-1,722;51,316;-0,423;-0,198;-2,143;-3,569;-0,569;-5,233
"donneur";-0,236;0,079;8,165;0,743;-0,21;-0,576;-1,746;-0,672;-0,472
"docteur";-0,223;-0,224;-2,591;-0,423;-0,198;-0,483;-0,37;0;11,767
"distinction";-0,236;7,444;-2,855;0,743;-0,21;2,203;-3,779;8,045;-3,234
"dissociation";-0,236;-1,823;-5,099;-0,448;-0,21;-2,269;-1,746;88,677;-1,544
"dissimuler";-0,223;13,868;-0,193;6,255;-0,198;2,603;-0,37;-2,271;-5,233
"desservir";-0,236;0,079;26,328;-0,448;-0,21;-0,576;-1,746;-0,672;-5,541
"denner";-0,21;-1,621;39,832;-0,398;-0,187;-2,017;-3,359;-2,137;-1,083
"culpabilité";2,802;0,134;-4,816;-0,423;-0,198;-2,143;-0,37;45,819;-2,944
"coudre";-0,236;-1,823;0,341;-0,448;-0,21;-2,269;1,366;-0,672;2,359
"coucou";-0,236;3,658;-1,257;-0,448;-0,21;27,273;-1,746;-0,008;-5,541
"convertir";-0,236;1,203;2,961;-0,448;-0,21;13,891;-3,779;-2,405;-3,234
"continuation";-0,236;-0,286;-5,099;-0,448;-0,21;20,023;-3,779;-0,008;2,359
"composition";-0,236;-1,823;2,961;0,743;-0,21;0,542;-0,488;-0,672;-0,017
"collant";-0,236;35,895;-1,257;0,743;-0,21;-0,576;-0,488;-2,405;-0,472
"civilisation";-0,223;-0,224;-0,193;-0,423;-0,198;5,677;0,453;2,257;-5,233
