"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5"
"promis";1;0,255;0,021;1;1
"projectile";1;1;1;1;0,032
"proie";1;1;1;1;0,253
"programmation";1;1;1;1;0,032
"profiler";1;0,255;0,021;1;1
"priser";1;1;1;1;0,032
"primitif";1;1;1;1;0,032
"primer";1;1;1;1;0,032
"ppsdm";1;1;1;0,814;0,484
"poulpe";1;1;0,432;0,308;1
"pou";1;1;0,021;1;0,888
"potter";1;1;1;1;0,253
"postal";1;1;1;0,032;1
"possiblement";1;1;1;1;0,253
"porteur";1;1;1;1;0,032
"porrentruy";1;0;1;1;1
"populariser";1;1;0,432;0,308;1
"polo";1;1;1;0,032;1
"poliment";1;1;1;1;0,032
"poli";1;1;1;1;0,253
"poir";1;1;1;1;0,253
"poignarder";1;1;1;1;0,253
"poignant";0,074;1;0,021;1;1
"po";1;1;0,432;1;0,253
"pm";1;1;1;0,001;1
"plume";1;1;1;1;0,253
"pli";1;0,255;1;0,308;1
"platistes";1;1;1;1;0,032
"planer";1;1;0,262;0,814;1
"plaisanterie";0,074;1;1;1;0,888
"pizza";1;0,004;1;1;1
"pipi";1;0;0,432;1;1
"pipe";0,074;0,004;1;1;1
"phénoménal";1;1;1;0,814;0,484
"pharmas";1;1;1;0,001;1
"pfas";1;1;1;0,814;0,484
"pessimiste";1;0;1;1;1
"pesant";1;1;1;1;0,253
"perversion";1;1;1;1;0,032
"pervers";1;1;1;0,308;0,888
"perturbateur";1;1;1;0,001;1
"perfection";1;1;1;1;0,253
"percher";1;1;1;1;0,032
"pendule";1;1;1;0,001;1
"pendulaires";1;1;1;0,001;1
"pelle";1;1;1;0,032;1
"pelice";0;1;1;1;1
"pedocriminels";1;1;1;1;0,032
"paz";0,074;0,255;1;1;1
"pay";1;1;1;1;0,032
"patin";1;0;1;1;1
"passivité";1;1;0,432;1;0,888
"passe_droit";1;1;1;1;0,253
"passant";1;1;1;0,032;1
"paroxysme";1;1;0;1;1
"parkinson";1;1;1;0,032;1
"paresseux";1;1;1;1;0,253
"parenthèse";1;1;1;1;0,032
"parcontre";1;1;1;0,032;1
"papy";1;1;1;1;0,032
"paniquer";1;1;1;1;0,032
"palos";1;1;0;1;1
"palme";1;1;0,432;1;0,888
"pacotille";1;1;0,432;1;0,888
"p0rno";1;1;1;1;0,032
"oxygène";1;0;1;1;1
"overton";1;1;1;1;0,032
"ouïr";1;0,255;0,432;1;0,888
"ouïgours";1;1;0,021;1;0,888
"originel";1;1;0,432;0,308;1
"oreillette";1;0,004;1;0,308;1
"oqtf";1;1;0,432;1;0,888
"olala";1;1;0;1;1
"oke";1;1;1;0,308;0,888
"ohh";1;1;0,021;1;0,888
"ofsp";1;1;1;0,001;1
"oe";1;1;1;0,032;1
"occupant";1;1;0;1;1
"obus";0,028;1;0,262;0,814;1
"obstiner";1;1;0,432;1;0,253
"observation";1;1;0,021;1;0,888
"néo";1;1;0,021;1;0,888
"négliger";0,074;0,255;1;1;1
"nyon";1;0,255;1;0,308;1
"nuque";1;1;1;0,001;1
"nullement";1;1;1;1;0,253
"nuisible";1;1;1;0,308;0,888
"nuancer";1;1;1;1;0,253
"nova";1;1;0;1;1
"nordique";1;1;1;0,001;1
"noooooon";0,074;0,004;1;1;1
"nominer";1;0,004;1;1;0,888
"noeud";1;1;1;1;0,253
"noblesse";1;1;1;0,308;0,888
"noah";0;1;1;1;0,888
"niveler";1;1;1;0,032;1
"niquel";0,074;0,255;1;1;0,888
"nike";1;1;1;0,814;0,484
"nigéria";1;1;0;1;1
"nico";0,074;1;1;0,308;1
"new_yorkais";1;1;0,432;1;0,888
"neuchâtelois";1;1;1;0,126;1
"ndoye";0;1;1;1;1
"naze";1;1;1;0,032;1
"natel";1;1;1;0,308;0,888
"natal";1;0,255;0,432;1;0,888
"nasser";1;1;0;1;1
"narco";1;1;0,021;1;1
"nait";1;1;1;0,308;0,888
"nacelle";1;1;1;0,001;1
"mûr";1;1;1;0,032;1
"météorologique";1;1;1;0,001;1
"méta";1;1;1;1;0,032
"méfiance";1;1;0,262;0,814;1
"médiéval";1;0,255;1;1;0,888
"médiation";1;1;0,021;1;0,888
"myanmar";1;1;0,021;0,308;1
"mutuellement";1;1;0,021;1;1
"mutualité";1;1;1;0,032;1
"mussolini";1;1;0,004;0,814;1
"mun";1;1;1;0,001;1
"msc";1;1;1;0,001;1
"mp";1;1;1;1;0,253
"moyennement";1;1;0,432;1;0,888
"moyen_âge";1;1;1;1;0,253
"mouvance";1;1;0;1;1
"moutarde";1;0,255;1;1;0,888
"mourrir";1;0,255;1;0,308;1
"motivant";1;0,255;1;1;0,253
"more";1;1;1;1;0,032
"moralisme";1;1;1;0,126;1
"moraliser";1;1;1;1;0,253
"monumental";1;1;1;1;0,063
"montessori";1;0,255;1;1;0,888
"moitié_moitié";1;0;1;1;1
"moine";1;1;1;0,032;1
"mohammed";1;1;0,432;0,308;1
"mobile";1;1;1;0,308;0,888
"mixte";1;0,255;1;1;0,888
"minerai";1;1;0,021;1;1
"mimi";0,074;1;0,021;1;1
"militariser";1;1;0;1;1
"migrateur";1;1;1;0,001;1
"mesurable";1;1;1;1;0,032
"merveilleusement";0,074;0,255;1;1;0,888
"merite";1;0;1;1;1
"merino";1;1;1;0,032;1
"mere";1;1;1;0,032;1
"merdier";1;0,255;0,432;1;0,888
"merder";1;1;0,262;1;0,484
"merciiii";1;0,004;1;1;1
"menotte";1;0,255;1;1;0,253
"menaçant";1;1;0,432;0,308;1
"median";1;1;1;0,308;0,888
"maximiser";1;1;0,432;0,308;1
"maudit";1;0;1;1;1
"maudet";1;1;0,432;1;0,888
"maturité";1;1;1;1;0,032
"maría";1;1;0;1;1
"martyriser";1;1;0;1;1
"martigny";1;0;1;1;1
"marron";1;1;1;0,032;1
"maritime";1;1;0,021;0,308;1
"marionnette";1;1;0,021;1;0,888
"marco";0;1;0,432;1;1
"marchandise";1;1;0,432;0,308;1
"mao";1;1;0;1;1
"manipulable";1;1;1;1;0,253
"mangue";1;1;1;1;0,063
"magnifiquement";0,074;0,255;1;1;0,888
"maghrébin";1;1;1;0,308;0,888
"mage";1;0;1;1;1
"machiavélique";1;1;0,432;1;0,888
"machette";1;1;0;1;1
"macaron";1;1;1;1;0,032
"lésion";1;1;0,432;1;0,888
"léon";0;0,255;1;1;1
"légèreté";1;0,004;1;1;1
"légendaire";0,074;1;1;1;0,253
"luisier";1;0;1;1;1
"lucidité";1;1;1;1;0,032
"loti";1;1;1;1;0,253
"loterie";1;1;1;0,001;1
"look";1;1;1;1;0,032
"longuement";1;1;1;0,308;0,888
"logiciel";1;1;0,432;1;0,253
"loge";1;1;1;0,308;0,888
"lobbyiste";1;1;1;0,308;0,888
"linux";1;1;0,432;1;0,888
"liker";1;0,004;0,432;1;1
"licite";1;1;1;1;0,032
"libye";1;1;0;1;1
"librairie";1;1;1;0,308;0,888
"liberalisme";1;1;1;0,308;0,888
"liaison";1;1;1;0,001;1
"lgbtq";1;1;1;1;0,032
"let";0;1;1;1;1
"leclerc";0;1;1;1;1
"laxisme";1;1;1;1;0,253
"lassant";1;1;0,432;1;0,888
"larguer";1;1;0;1;1
"lancement";1;1;0;1;1
"laitier";1;1;1;0,001;1
"lai";1;1;1;0,308;0,888
"lactose";1;0,255;1;0,032;1
"laa";1;1;1;0,001;1
"kérosène";1;1;1;0,032;1
"kruger";1;1;1;1;0,032
"kiev";1;1;1;1;0,032
"ki";0;0,255;1;1;1
"kg";1;0,135;1;0,126;1
"kermesse";1;1;1;0,001;1
"kaka";1;1;0;1;1
"kabylie";1;1;0,262;1;0,484
"ka";1;1;1;0,032;1
"justifies";1;1;0;1;1
"jusqu_aux";1;1;1;0,814;0,484
"jus";1;1;0,432;0,032;1
"juridiquement";1;1;0,432;1;0,253
"jk";1;1;1;1;0,032
"istanbul";0;1;0,432;1;1
"israëlien";1;1;0;1;1
"isr";1;1;0;1;1
"islamophobe";1;1;0,021;1;0,888
"islamo";1;1;0;1;1
"isabelle";1;1;0,432;1;0,253
"irréversible";1;1;1;0,308;0,888
"iptv";1;1;1;0,001;1
"iphone";1;1;1;0,001;1
"inévitable";1;1;1;0,308;0,888
"invasif";1;1;1;1;0,253
"intégralité";1;1;0,021;1;0,888
"intuition";1;1;1;1;0,032
"intolérant";1;1;0,432;1;0,888
"intimider";1;1;0,432;1;0,253
"interprète";1;1;1;1;0,032
"intermittent";1;1;1;1;0,253
"interminable";1;1;0;1;1
"interlocuteur";1;1;1;1;0,032
"intellect";1;1;1;1;0,032
"insurger";1;1;0,432;1;0,253
"instruire";1;1;0,021;1;0,888
"instinct";1;1;1;1;0,032
"instantané";1;1;1;0,308;0,888
"ingénierie";1;0,255;1;1;0,253
"influer";1;1;1;0,126;1
"indéterminé";1;1;0,432;1;0,253
"individualiste";1;1;1;1;0,253
"indemniser";1;1;1;0,308;0,888
"incontrôlé";1;1;1;0,001;1
"inconfortable";1;1;1;0,032;1
"incompétence";1;1;1;1;0,253
"incompatible";1;1;0;1;1
"incomber";1;1;1;1;0,032
"incivilités";1;0,255;1;1;0,888
"incarné";1;1;0,432;1;0,253
"impérativement";1;1;1;0,032;1
"impératif";1;1;0;1;1
"impulsif";1;1;1;1;0,032
"impuissant";1;1;0;1;1
"implanter";1;1;1;0,032;1
"implantation";1;1;1;0,032;1
"impacter";0,074;1;1;0,032;1
"impactent";1;1;1;0,001;1
"impactant";1;1;1;0,032;1
"imp";1;0,004;1;1;0,888
"immortalité";1;1;1;0,032;1
"ignominie";1;1;0;1;1
"idole";1;1;1;1;0,032
"id";1;1;0;1;1
"iberia";1;1;0,432;1;0,253
"hétérosexuel";1;1;1;1;0,032
"hélicoptère";1;1;0,432;0,308;1
"héberger";1;1;1;0,308;0,888
"hypothétique";1;1;1;1;0,253
"hypothermie";1;1;0,432;1;0,888
"hymne";1;1;1;1;0,253
"hunters";1;1;1;1;0,032
"hs";1;0,255;0,432;0,308;1
"hostilité";1;1;0;1;1
"hostel";1;1;1;1;0,032
"hope";0;1;1;1;1
"honoraire";1;1;1;0,001;1
"hong_kong";1;1;1;0,001;1
"hobby";1;0,004;1;1;0,888
"hms";1;1;0;1;1
"hivernal";1;0,255;1;0,308;1
"heurter";1;1;0,432;1;0,253
"helvète";0,074;1;1;0,308;1
"helsana";1;1;1;0,001;1
"help";1;0;1;1;1
"hautement";1;1;1;1;0,253
"hate";1;0;1;1;1
"hasardeux";1;1;1;0,308;0,888
"harcelement";1;1;1;1;0,032
"happy";0,028;0,135;1;1;1
"hammas";0,074;1;0;1;1
"géopolitiques";1;1;1;0,001;1
"générique";1;1;1;0,001;1
"généralisation";1;1;1;0,032;1
"gène";1;1;1;1;0,032
"gynécologue";1;1;1;0,001;1
"gymnase";1;1;1;0,032;1
"gva";1;1;1;0,001;1
"guise";1;1;0,021;1;0,888
"guider";1;1;1;1;0,032
"gue";1;1;0;1;1
"groupuscule";1;1;0,021;1;0,888
"grièvement";1;1;0,432;0,032;1
"grillé";1;1;0;1;1
"grenoble";1;1;1;1;0,253
"gravissime";1;1;0,432;1;0,253
"graver";1;1;1;1;0,032
"graffiti";1;1;1;0,308;0,888
"gouvernance";1;1;0,432;1;0,888
"gourion";1;1;0;1;1
"gorge";1;0;1;1;1
"gogh";0;1;1;1;1
"gober";1;1;0,432;1;0,253
"globalistes";1;1;0,262;1;0,484
"globales";1;1;1;0,001;1
"giuliani";1;1;1;1;0,063
"geule";1;0,255;0,432;1;0,888
"gentillement";1;1;1;1;0,032
"geler";1;1;1;0,001;1
"gas";1;0,255;1;1;0,888
"garer";1;0,255;1;0,032;1
"garderie";1;0,255;1;1;0,888
"garant";1;1;0,021;1;1
"galerie";1;1;1;0,001;1
"fur_et_à_mesure";1;1;1;1;0,253
"froisser";1;1;0,004;0,814;1
"freedom";1;1;0,004;1;1
"fraudeur";1;1;1;0,001;1
"fragment";1;1;1;1;0,032
"fragilité";1;1;1;0,308;0,888
"fraction";1;1;0,021;1;1
"foundation";1;1;0,021;1;1
"foudre";1;1;0,432;1;0,253
"fortnite";1;0;1;1;1
"formateur";1;1;1;0,308;0,888
"fondamentalement";1;1;1;1;0,032
"foncier";1;1;0,432;0,308;1
"foire";0,074;0,255;0,432;1;1
"fn";1;1;1;0,814;0,484
"fmh";1;1;1;0,001;1
"flûte";1;1;1;0,126;1
"flèche";1;1;1;0,032;1
"fluide";1;1;0,432;0,308;1
"flotte";1;1;1;0,032;1
"flexibilité";1;1;1;0,308;0,888
"flan";1;1;0;1;1
"first";1;1;0,432;0,308;1
"figurer";1;1;1;0,308;0,888
"ficelle";0,074;1;0,432;1;0,888
"fervent";1;1;1;1;0,032
"fertilité";1;1;1;0,308;0,888
"fertile";1;1;0,432;0,308;1
"fermé";1;1;1;1;0,032
"fermement";1;1;0;1;1
"fendre";1;0;1;1;1
"faîtes";1;1;0,432;1;0,888
"faudrais";1;1;0,021;0,308;1
"faudrai";1;1;0,432;0,308;1
"faramineux";1;1;1;0,001;1
"facon";1;1;0,432;0,032;1
"facher";1;1;0;1;1
"fa";1;0,255;1;1;0,253
"extinction";1;1;1;1;0,032
"explicitement";1;1;0;1;1
"expat";1;1;1;0,308;0,888
"expansion";1;1;0,004;0,814;1
"exhaustif";1;1;1;1;0,032
"excessivement";1;1;1;0,032;1
"establishment";1;1;1;1;0,032
"escroc";1;0,004;1;1;0,888
"escalader";1;1;1;1;0,032
"errant";1;1;1;1;0,253
"epfl";1;1;1;1;0,032
"envier";1;1;0,432;1;0,888
"entrave";1;1;1;0,308;0,888
"ennuyant";1;1;1;1;0,032
"english";1;1;0,262;1;0,484
"endocrinien";1;1;1;0,001;1
"encombrer";1;1;0,432;0,308;1
"enclave";0,074;1;0;1;1
"emji_vélo";1;0,255;1;0,032;1
"emji_visage_ébahi";0;0,255;1;1;1
"emji_visage_qui_bave";0,074;0,255;0,432;1;1
"emji_visage_faisant_un_bisou_avec_les_yeux_fermés";1;1;1;0,814;0,484
"emji_visage_dans_les_nuages";1;0;0,432;1;1
"emji_visage_avec_masque";1;1;1;1;0,032
"emji_tête_de_chien";1;0,004;1;1;1
"emji_surfeur";0,074;0,255;1;1;1
"emji_signe_de_la_main_peau_claire";1;1;1;1;0,063
"emji_seringue";1;0,135;1;1;0,484
"emji_père_noël_peau_claire";0;1;1;1;1
"emji_pouce_vers_le_bas_peau_moyennement_claire";1;1;0,432;0,308;1
"emji_pieuvre";0;0,135;1;1;1
"emji_perroquet";1;0,255;1;1;0,888
"emji_paume_contre_paume_doigts_vers_le_haut";0,028;0,135;0,262;1;1
"emji_main_levée";1;1;0;1;1
"emji_main_avec_index_pointant_à_gauche";1;0;1;1;1
"emji_icône_poubelle";1;1;0,262;0,814;1
"emji_homme_qui_hausse_les_épaules_peau_foncée";1;1;0,021;1;1
"emji_haute_tension";1;1;1;0,005;1
"emji_graphique_en_hausse";0;1;1;0,308;1
"emji_globe_tourné_sur_les_amériques";0;1;1;1;1
"emji_femme_paume_vers_le_haut_peau_moyennement_claire";1;1;0;1;1
"emji_couteau_de_cuisine";0,028;1;0,262;1;1
"emji_coeur_avec_ruban";0;1;1;1;1
"emji_chat";0,028;0,135;1;1;1
"emji_caméra";0;1;1;1;1
"emji_cadeau";0;0,255;1;1;1
"emji_bourgeon";0;1;1;1;1
"emji_banque";1;1;1;0,032;1
"emji_avion";1;0;1;1;1
"emji_alien";0;1;1;1;1
"emballage";1;1;1;0,032;1
"eldorado";1;1;1;0,308;0,888
"einstein";1;1;0,021;1;1
"efforcer";1;1;0,021;1;1
"efficience";1;1;1;0,032;1
"efficacement";1;1;0,432;0,308;1
"education";1;1;1;1;0,063
"edt";1;1;1;0,001;1
"ed";1;1;0,432;1;0,253
"east";0,028;1;0,004;1;1
"détracteur";1;1;1;1;0,253
"détournement";1;0,255;0,432;0,308;1
"détecter";1;1;1;0,308;0,888
"désordre";1;1;0,432;1;0,253
"déso";1;1;1;0,814;0,484
"désillusion";1;1;1;1;0,032
"déshumaniser";1;1;0,021;1;0,888
"déshumanisation";1;1;0,021;1;0,888
"désespoir";1;1;0,432;1;0,888
"désabonne";1;0;0,432;1;1
"dépénalisation";1;1;1;0,001;1
"dépuis";1;1;0,021;1;1
"dépourvu";1;1;1;1;0,032
"déodorant";1;0,004;1;1;1
"dénominateur";1;1;1;1;0,032
"délivrer";1;0,255;0,432;1;0,888
"délibérément";1;0,255;0,432;1;0,888
"déja";1;1;0;1;1
"dégoute";1;1;1;1;0,253
"défouler";1;1;1;1;0,032
"défini";1;1;0,432;0,308;1
"défier";1;1;0,432;1;0,253
"dédouaner";1;1;1;1;0,032
"décourageant";1;1;1;0,001;1
"déconseiller";1;1;1;1;0,253
"déco";1;1;1;0,032;1
"décliner";1;1;1;0,032;1
"déchiqueter";1;1;0;1;1
"déchiffrer";1;1;1;1;0,032
"décemment";1;1;1;0,001;1
"débourser";1;1;1;0,032;1
"déboucher";1;1;1;0,032;1
"dutout";1;0,255;0,432;1;1
"durement";1;1;0,432;0,308;1
"dunning";1;1;1;1;0,032
"drôlement";1;0;0,262;1;1
"dreyfus";1;1;0,004;1;1
"drama";1;1;1;1;0,253
"draguer";1;1;1;1;0,032
"doudoune";1;1;1;0,308;0,888
"doublement";1;0,255;0,432;0,308;1
"doter";1;1;0,432;1;0,253
"doser";1;1;1;0,032;1
"dorénavant";1;1;1;1;0,032
"donateur";1;1;1;1;0,063
"doctrine";1;1;0,432;0,308;1
"division";1;1;0,432;1;0,888
"distraction";1;1;1;0,001;1
"distorsion";1;1;0,432;0,032;1
"distinct";1;1;1;1;0,032
"dissonance";1;1;1;1;0,032
"diplomate";1;1;1;1;0,253
"diesel";1;0,255;1;0,032;1
"dictée";1;1;0,432;1;0,253
"dictat";1;1;1;1;0,032
"diagnostique";1;1;1;1;0,032
"developpement";1;1;1;0,126;1
"detruit";1;1;1;0,814;0,484
"designer";1;1;1;1;0,032
"descendance";1;1;1;0,308;0,888
"dermatologue";1;1;1;0,001;1
"democratie";1;1;0;1;1
"demi_tarif";1;1;1;0,001;1
"demi_million";1;1;1;0,001;1
"delocaliser";1;1;1;0,001;1
"dej";0,074;0,255;1;1;1
"definition";1;0,255;1;1;0,888
"deep";1;1;1;1;0,032
"day";0;1;1;1;1
"davos";1;0,255;1;1;0,888
"daigner";1;1;1;0,308;0,888
"côtoyer";1;1;1;1;0,032
"cétose";1;1;1;0,308;0,888
"cyber";1;1;1;1;0,063
"cursus";1;1;1;0,126;1
"culotté";1;1;1;1;0,032
"cuir";1;0;1;1;1
"cryptomonnaie";1;1;1;0,001;1
"crouler";1;1;1;0,032;1
"croisé";1;1;0,021;1;0,888
"cristo";1;1;1;1;0,032
"crimée";1;1;0;1;1
"cramer";1;1;1;1;0,253
"cr";1;1;0,432;1;0,888
"coïncidence";1;1;1;1;0,032
"covoiturage";1;0;1;1;1
"covering";1;1;0;1;1
"cout";1;1;1;0,001;1
"coureur";1;1;1;0,814;0,484
"coudre";1;1;1;0,032;1
"coton";1;1;1;0,001;1
"cosmétique";1;1;1;0,001;1
"convenablement";1;1;1;1;0,253
"contrebande";1;1;0,432;0,308;1
"conte";1;1;0,432;1;0,888
"consumérisme";1;1;1;0,001;1
"considérablement";1;1;1;0,308;0,888
"connaitre";1;1;1;1;0,032
"conjugaison";1;1;1;1;0,032
"congelé";1;1;1;0,032;1
"confrontation";1;1;1;1;0,253
"confirmé";1;1;0;1;1
"confirmation";1;1;1;1;0,032
"concurrent";1;1;1;1;0,253
"concorder";1;1;0,021;1;1
"comte";1;0,004;1;1;0,888
"coms";1;1;1;0,032;1
"compromettre";1;1;0;1;1
"complotisme";1;1;1;1;0,032
"completement";1;1;0,432;1;0,888
"compensation";1;1;1;0,308;0,888
"compatir";1;1;1;1;0,032
"comparatif";1;1;0,432;1;0,888
"communal";1;1;1;0,001;1
"commentateur";1;0,255;1;1;0,888
"combo";1;1;1;0,001;1
"combine";1;1;0,432;0,308;1
"comando";1;1;0;1;1
"cologny";1;1;1;0,001;1
"collier";1;1;1;1;0,032
"collecte";1;1;0,432;0,308;1
"collabo";1;1;0;1;1
"col";1;1;0;1;1
"coercitif";1;1;1;1;0,032
"coalition";1;1;0;1;1
"cnn";1;0,255;0;1;1
"clinique";1;1;1;0,308;0,888
"clin";1;0,255;1;1;0,253
"climatosceptique";1;0,255;1;1;0,888
"clignotant";1;1;1;0,001;1
"clef";1;1;1;0,308;0,888
"classification";1;1;0,262;0,814;1
"city";1;1;0;1;1
"citadin";1;0,255;1;1;0,888
"ciblent";1;1;0,021;1;1
"chêne";1;1;1;0,032;1
"choupette";1;0,255;1;1;0,888
"chouchou";1;1;1;1;0,032
"chopper";1;1;1;0,032;1
"chlore";1;1;1;0,005;1
"chimie";1;1;1;0,308;0,888
"chiffrer";1;1;1;1;0,253
"chiffon";1;1;0;1;1
"cheffe";1;1;1;0,308;0,888
"chavez";1;1;0;1;1
"chasseur";1;1;1;1;0,032
"chablais";1;1;1;0,001;1
"certifier";1;1;1;1;0,253
"celà";1;1;1;0,308;0,888
"celleux";1;1;1;1;0,253
"cecr";1;1;1;1;0,032
"catho";1;0,255;0,021;1;1
"castor";1;0,004;1;1;0,888
"casting";1;1;1;1;0,253
"cassation";1;1;0,432;1;0,253
"casquer";1;1;1;0,001;1
"carrossier";0,074;0,255;1;0,308;1
"carrosserie";1;1;1;0,001;1
"caritatif";1;1;0,021;0,308;1
"care";1;1;1;0,001;1
"caractéristique";1;1;1;0,308;0,888
"captif";1;1;0,021;1;0,888
"capitaliser";1;1;0,432;1;0,888
"canarder";0,028;1;1;1;0,484
"canadair";1;1;1;0,005;1
"camerounais";1;0,255;1;1;0,253
"cambodge";1;1;0;1;1
"calorie";1;1;1;0,032;1
"calomnie";1;1;0,262;1;0,484
"cafard";1;0,255;0,432;1;0,888
"bécasse";1;1;0,262;1;0,484
"bunker";1;1;0,432;1;0,253
"brute";1;1;1;1;0,032
"broulis";1;0,004;1;0,308;1
"broncher";1;1;0;1;1
"brisé";1;1;0;1;1
"brider";1;1;1;0,032;1
"bravooooo";0;1;1;1;1
"bravoooo";0;1;1;1;1
"brancher";1;0,004;1;1;0,888
"bouteille";1;1;1;0,308;0,888
"bourgeoisie";1;1;1;0,308;0,888
"boue";1;1;0,432;1;0,253
"bouder";1;0,004;1;1;1
"bouc";1;1;0,432;1;0,253
"boomers";1;0,135;1;0,814;1
"bobet";1;1;0,432;1;0,888
"bloomberg";1;1;1;1;0,253
"blinde";1;1;1;0,001;1
"blablater";1;1;1;1;0,032
"blabla";1;0,255;1;1;0,888
"bla_bla_bla";1;1;1;1;0,253
"biya";1;1;0,262;0,814;1
"bistrot";1;1;1;1;0,032
"bi";0;1;1;1;1
"bha";1;0,004;1;1;1
"belle_lurette";1;1;0;1;1
"bebe";1;1;1;1;0,063
"batiments";1;0,255;0,432;0,308;1
"bataclan";1;1;0;1;1
"bassesse";1;0,255;0,432;1;1
"basculer";1;1;1;0,308;0,888
"barcelone";1;0,004;1;1;0,888
"barbe";1;1;0,021;1;0,888
"banquaire";1;1;1;1;0,032
"banlieue";1;1;1;1;0,032
"bank";1;1;0;1;1
"bancomats";1;0,255;0,432;1;1
"balai";1;1;1;0,032;1
"bal";1;1;1;0,032;1
"baigner";1;1;0,432;1;0,888
"back";0,074;0,255;1;1;0,888
"bachelor";1;1;1;0,308;0,888
"bac";1;1;1;1;0,253
"baba";1;1;0,432;1;0,888
"aérodrome";1;1;1;0,001;1
"avully";1;1;1;0,001;1
"aviaire";1;1;1;1;0,253
"aveuglément";1;1;0,432;1;0,253
"aveu";1;1;0,432;0,308;1
"autrichien";1;1;0;1;1
"austerité";1;1;1;1;0,032
"aurevoir";1;1;0;1;1
"aulieu";1;1;1;1;0,253
"aujourdhui";1;1;1;0,032;1
"aujourd";1;1;1;1;0,253
"audio";1;1;0,432;0,308;1
"audacieux";1;1;1;1;0,032
"atlantique";1;1;1;1;0,032
"astreinte";1;1;0,262;0,814;1
"asso";1;1;1;1;0,032
"assistance";1;1;1;0,308;0,888
"asservir";1;1;0,432;1;0,888
"artisanat";1;1;1;0,308;0,888
"artificiellement";1;1;1;0,001;1
"arrete";1;1;1;1;0,253
"ariel";1;1;0;1;1
"are";1;0,004;0,432;1;1
"archive";1;1;0;1;1
"arc";1;1;0,432;1;0,888
"arbitrairement";1;1;0;1;1
"arabic";1;0,255;0,021;1;1
"ara";1;1;0,432;1;0,888
"aprem";1;0,255;1;1;0,888
"approfondi";1;1;0,432;1;0,888
"applicable";1;1;1;1;0,253
"ap";1;0,255;0,432;1;1
"aos";1;1;1;0,001;1
"antibiotique";1;1;1;0,814;0,484
"anti_émeute";1;1;1;1;0,032
"anodin";1;1;1;1;0,032
"anne";1;1;0,021;1;1
"ampli";1;1;1;0,126;1
"amazonien";1;1;1;1;0,253
"amasser";1;1;0,432;0,308;1
"altérer";1;1;1;0,308;0,888
"alpha";1;0,255;1;1;0,253
"allure";1;1;1;0,001;1
"allumette";1;1;1;0,308;0,888
"aliexpress";1;1;1;0,001;1
"ali";1;0,255;0,432;1;1
"aldi";1;0,255;1;0,032;1
"alcoolisme";1;0,255;1;1;0,253
"albert";1;1;1;1;0,032
"alain";1;1;0,021;1;1
"ajustement";1;1;1;0,032;1
"aha";1;0,004;1;1;0,888
"affaiblissement";1;1;1;1;0,032
"adrénaline";1;1;1;1;0,253
"adorateur";1;1;0,432;1;0,888
"admirable";1;1;0,432;1;0,253
"administrateur";1;1;1;0,032;1
"admin";1;1;1;1;0,253
"addition";1;1;1;1;0,032
"actionnariat";1;1;1;0,001;1
"act";1;1;1;1;0,032
"accroître";1;1;1;0,308;0,888
"acceuilli";0;1;0,432;1;1
"accessoirement";1;0,255;0,432;1;0,888
"abîmer";1;0,255;0,432;1;1
"abstrait";1;1;0,021;1;0,888
"abondant";1;1;1;1;0,253
"abbaye";1;1;1;0,126;1
"7k";1;1;1;0,308;0,888
"5x";1;1;0,432;0,032;1
"5ans";1;1;1;1;0,253
"4h";1;1;1;0,001;1
"48h";1;1;1;0,032;1
"3e";1;1;0,432;0,308;1
"30km";1;1;1;0,001;1
"30ans";1;0,004;1;1;1
"25ans";1;1;0,021;1;1
"20ans";1;1;1;0,814;0,484
"20aine";1;1;0,262;0,126;1
"1e";1;1;1;1;0,063
"19h";1;1;1;0,001;1
"15ans";1;1;1;0,032;1
"14h";1;1;1;1;0,032
"13e";1;1;0,432;0,308;1
"10x";1;1;0,432;1;0,888
"10ans";1;1;1;1;0,032
"ölbert";1;1;1;0,126;1
"évitement";1;1;1;1;0,063
"évincer";1;1;1;1;0,063
"éventualité";1;1;0,262;1;0,484
"évaluation";1;1;1;0,814;0,484
"étroitesse";1;1;1;1;0,063
"éthiopie";1;1;0;1;1
"étau";1;1;1;0,814;0,484
"étaler";1;1;1;1;0,063
"équivaloir";1;1;1;0,126;1
"équation";1;1;0,262;0,126;1
"épurer";1;1;1;1;0,063
"épidémie";1;1;0,262;1;0,484
"énormité";1;1;1;1;0,063
"énoncer";1;1;1;0,814;0,484
"émouvoir";1;1;0,262;1;0,484
"émigrer";1;1;1;0,814;0,484
"éléphant";1;1;1;0,126;1
"élysée";0;1;1;0,814;1
"élaboré";1;1;1;0,814;0,484
"égocentrisme";1;1;1;1;0,063
"édito";1;1;0,262;1;0,484
"éditeur";1;1;1;0,126;1
"éclipse";1;1;1;1;0,063
"écho";1;1;1;1;0,063
"éboulement";1;0,135;1;0,126;1
"à_mon_encontre";1;1;1;1;0,063
"zoom";1;0,135;1;1;0,484
"zigzaguer";1;1;1;0,126;1
"zebra";1;1;1;0,005;1
"zalando";1;1;1;0,005;1
"your";1;0,135;1;1;0,484
"yougoslavie";1;1;0,262;1;0,484
"yoann";1;1;1;0,814;0,484
"years";1;1;0;1;1
