"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11"
"court";1;0,033;1;0,667;0,455;1;0,469;1;1;0,52;1
"cop30";1;1;1;1;1;0;0,028;1;1;1;1
"convaincre";1;1;1;0,04;1;0,029;1;1;0,521;1;1
"contexte";1;1;1;1;1;0;1;0,192;1;1;1
"consultation";1;1;1;1;1;1;0;0,277;1;0,039;1
"construire";1;1;1;1;1;1;1;0,048;0,217;0,145;1
"constater";1;1;1;1;1;0,063;0;1;1;1;1
"conquérir";1;1;0,474;1;1;1;1;1;0;1;0,582
"congé";0,01;1;1;1;1;1;0,353;1;0,521;1;0,452
"compagnon";0,46;1;1;0,667;0,455;0,063;0,469;1;1;1;1
"combat";0,46;0,493;0,474;1;0,455;0,608;0,469;1;1;1;1
"collaborateur";1;1;1;1;0,455;0,608;0;1;1;1;1
"cliché";1;0,493;1;0,667;1;0,608;1;1;0,658;0,52;0,582
"classement";0,345;0,373;1;1;1;1;0,011;1;0,521;1;1
"château";0,228;1;1;1;1;1;1;1;1;1;0
"chuv";1;0,373;1;1;0,341;1;1;0,001;1;1;0,452
"casque";0,117;1;1;1;1;1;1;1;0,217;0,145;1
"capturer";1;0;1;1;1;1;1;1;1;1;1
"canne";0,345;1;1;1;1;1;1;1;1;1;0
"camp";1;1;0;0,529;1;1;1;1;1;0,397;1
"bénéficier";1;1;1;1;0,225;0,333;1;0;1;1;1
"bouteille";1;1;1;0;1;0,475;1;1;1;1;1
"bonnet";1;1;0;0,667;1;1;1;1;0,658;1;1
"boire";0,117;1;1;0,222;1;1;1;1;0,217;1;1
"bleu";1;1;1;1;1;1;1;1;0;0,397;1
"bijoux";1;1;1;1;0;1;1;1;1;1;0,582
"bienvenue";0,345;1;0,357;1;1;1;1;1;0;1;1
"baser";1;1;1;1;0,026;0,608;0,469;0,005;1;1;1
"avancé";1;0;1;1;1;1;0,469;0,277;1;0,52;1
"auteur";1;0,493;1;1;1;0,001;0,469;0,277;1;1;1
"australien";1;1;1;1;0;0,608;1;0,277;0,658;1;1
"attirer";0,46;0;1;1;0,455;1;1;1;1;1;1
"attacher";0,027;1;1;1;0,455;1;0,469;1;1;0,039;1
"astuce";1;1;1;0,529;1;1;0,353;1;0;1;1
"architecte";0,345;0,373;0,357;0,529;1;0,475;1;1;1;1;1
"approuver";1;1;1;1;0,341;1;0,353;1;1;0;1
"annuler";1;0,373;1;1;1;0;1;1;1;1;1
"andré";0;1;1;1;1;0,608;1;1;0,658;1;1
"andrew";1;0,132;1;1;1;0,001;1;1;1;1;1
"amélioration";1;1;1;1;0,115;1;1;0,048;1;0,145;1
"amener";0,003;1;1;1;1;1;0,234;0,113;1;1;1
"alémanique";1;0,25;1;1;1;0,333;0,234;1;0,372;1;1
"alpin";1;0,493;0,474;1;1;0,608;0,469;1;0,08;1;1
"allemagne";1;0;1;1;1;1;0,469;1;1;0,52;1
"alimenter";1;1;0,357;1;1;1;0,011;0,001;1;1;1
"alexandre";1;1;1;1;1;1;1;1;1;1;0
"alain";0,01;1;1;1;1;1;0,353;1;0,521;1;0,452
"agression";1;1;1;1;0,01;0,029;0,353;1;1;1;1
"afp";1;1;1;1;0,026;0,001;1;0,277;1;1;1
"affrontement";1;0,493;1;1;0;0,608;1;1;1;1;1
"accessoire";1;1;0,237;0,378;1;1;1;1;0,372;1;0,314
"abandonner";0,345;1;1;0,529;1;0,475;0,011;1;1;1;1
"évacuer";1;0,373;1;1;0,341;0,475;0,353;1;0,521;1;1
"équilibre";1;0,373;0,357;1;1;1;1;0,192;1;0,397;0,452
"émotionnel";1;1;1;1;1;1;0,353;0,001;0,038;1;1
"élément";1;1;0,123;1;1;1;0,121;0,048;1;1;1
"élu";1;0,013;1;1;1;0,029;1;1;1;0,397;1
"élite";1;1;0,357;1;1;0,475;1;1;0;1;1
"église";1;0,132;1;1;0,115;0,189;1;1;1;1;1
"écraser";1;1;1;0,529;0,341;1;0,353;0,192;0,521;1;1
"zelensky";1;1;1;1;0,002;0,009;1;1;1;1;1
"you";1;1;1;0,529;0,341;1;0,353;1;0,038;1;1
"walkman";0,117;1;0,123;1;1;1;1;1;1;1;0,176
"voyager";1;0,25;1;0,378;0,225;0,333;1;1;1;1;1
"volontaire";1;1;0,357;1;0,341;1;0,353;1;1;0,397;0,452
"visage";1;1;1;0,378;1;1;1;1;0,372;0,269;0,314
"virus";1;1;1;1;1;1;0,353;1;1;0;0,452
"viral";1;1;1;1;1;1;1;0;0,013;1;1
"violer";1;0,373;1;1;0,01;0,029;1;1;1;1;1
"varier";1;0,25;1;1;1;1;1;1;1;0;1
"usage";1;1;1;1;0,225;0,333;0,234;1;1;0,269;1
"universel";1;1;1;0,529;1;0,475;1;1;1;0,016;0,452
"uniquement";1;1;1;1;0,341;1;0,353;0;1;1;1
"témoin";0,345;1;1;0,529;0,341;1;0,353;0,192;1;1;1
"tragique";0,345;1;1;1;0;0,475;1;1;1;1;1
"tonne";1;0,25;1;1;1;0,333;0,234;1;1;1;0,314
"tir";1;1;1;0,529;0,01;0,029;1;1;1;1;1
"temporairement";1;0,132;1;1;1;1;1;0;1;1;1
"techno";1;1;0;1;1;1;1;1;0,521;1;0,452
"tabou";0,228;1;0,237;1;1;1;0,003;1;1;1;1
"sévère";1;1;1;0,529;1;0,475;0,353;1;0,521;0,397;1
"syrien";1;1;1;1;0,002;0,333;1;0,113;1;1;1
"syndicat";1;1;1;1;1;0,029;1;1;1;0;1
"suède";1;1;1;1;1;1;1;1;0,002;0,145;1
"survivre";1;1;1;1;1;1;0,121;0,048;1;1;0,176
"surpasser";1;0;1;1;1;1;1;0,192;0,521;1;1
"surf";1;0,25;0,237;0,378;1;1;1;1;1;0,269;1
"suppression";1;1;1;1;1;1;0,121;1;1;0,001;1
"suffire";1;0,373;0,357;1;1;1;1;1;0,038;0,397;1
"succéder";1;0,132;1;1;1;0,001;1;1;1;1;1
"structure";1;0;1;1;1;1;1;0,192;1;0,397;1
"stationnement";1;1;1;1;0,115;1;1;1;1;0,001;1
"srf";1;1;0,237;1;1;0,333;0,234;1;1;0,269;1
"souffle";0,01;1;0,357;1;1;1;1;1;1;1;0,025
"sida";0,228;1;1;0,378;1;1;1;1;1;0,269;0,314
"semer";1;1;0,357;1;0;1;1;1;1;1;1
"seigneur";1;1;1;0;1;1;1;1;0,372;1;1
"score";1;1;1;1;1;0,189;1;0,048;0,217;1;1
"scandale";1;1;1;1;1;0;1;1;1;0,397;1
"sauter";1;1;0,357;0,04;1;1;1;0,192;1;1;0,452
"saut";0,228;1;0,237;1;1;1;1;1;0,013;1;1
"sauce";1;1;1;1;0,115;1;1;1;0,002;1;1
"résident";0,345;0,373;1;1;1;1;1;1;0,521;0,397;0,452
"réel";1;1;1;1;1;0,009;1;0;1;1;1
"récupération";1;0,373;1;1;1;1;0,353;1;1;0,016;0,452
"réception";1;1;0,123;0,222;1;1;1;0,048;1;1;1
"roman";1;0,132;1;1;1;1;1;1;1;1;0,001
"rival";1;1;1;1;0,01;0;1;1;1;1;1
"riponne";1;1;1;0,378;1;1;0,234;0,113;1;1;0,314
"richard";1;0,013;1;0,529;1;1;1;0,192;1;0,397;1
"retrait";1;1;1;1;0,01;0,029;0,353;1;1;1;1
"ressource";1;1;1;1;1;1;1;0,001;0,521;0,016;1
"ressentir";0,117;0,132;1;1;1;1;1;0,048;1;1;1
"ressembler";1;1;1;0,013;1;1;0,234;1;1;1;0,314
"reporter";1;1;1;1;0;0,475;1;1;1;1;0,452
"remplir";1;1;1;0,013;1;0,333;1;1;0,372;1;1
"relayer";1;1;1;1;1;1;0,234;0;1;1;1
"regarder";0;1;1;1;1;1;1;0,192;1;1;1
"refus";1;1;1;1;1;0;1;1;1;1;1
"recenser";1;1;1;1;0,225;1;0,003;1;1;0,269;1
"pénurie";0,345;1;1;1;0,341;0,475;0,353;0,192;1;1;1
"publicité";1;0,373;1;1;1;1;1;0,001;1;0,016;1
"prévenir";0,228;0,25;1;1;0,225;1;0,234;1;1;1;1
"présidence";1;1;1;1;1;0;1;1;1;0,397;1
"préparation";0,228;0,25;0,237;1;1;1;0,234;1;1;1;1
"préciser";1;1;1;1;1;1;1;1;0,372;0;1
"précipitation";1;0;1;1;1;1;1;1;1;1;1
"principe";1;1;1;0,529;1;1;1;1;1;0;1
"prime";1;1;1;1;1;1;0;1;1;1;1
"pratiquer";1;1;0,012;0,529;1;1;0,353;1;1;0,397;1
"plr";1;1;1;1;1;0;1;1;1;0,269;1
"pic";1;0,373;1;1;1;1;0;0,192;1;1;1
"perturbation";1;0;1;1;1;1;1;0,048;1;1;1
"perte";1;1;1;1;0,341;1;1;0;1;1;1
"participation";1;1;1;1;1;0,333;0,234;1;0,013;1;1
"parfaire";1;1;0,357;1;1;1;1;1;0,521;1;0
"parc";1;0,013;0,357;0,529;1;1;1;1;0,521;1;1
"paradis";1;1;0,357;0,529;1;1;1;0,192;0,521;1;0,452
"pape";0,117;1;1;1;1;1;1;0,048;1;0,145;1
"papa";0;1;0,357;1;1;1;1;1;0,521;1;1
"paiement";1;1;1;1;1;1;1;1;1;0;1
"ouvert";0,228;1;1;0,378;1;1;1;1;0,372;0,269;1
"oreille";0,228;1;1;0,378;1;1;1;0,113;1;1;0,314
"ordinaire";1;1;1;0,529;1;1;1;0;1;0,397;1
"opposant";1;1;1;1;0,225;0;1;1;1;1;1
"ong";1;1;1;1;1;0,029;1;0;1;1;1
"ofs";1;1;1;1;1;1;0;1;1;1;1
"normal";0,117;1;1;1;1;1;1;1;1;0,145;0,176
"mêler";1;0,013;1;1;1;0,475;1;0,192;1;1;0,452
"métro";1;1;1;1;1;1;1;0,113;0,013;0,269;1
"mélange";1;1;1;1;1;1;0,353;1;0;1;1
"mécanique";1;0,25;0,237;0,378;1;1;0,234;1;1;1;1
"mâle";1;1;1;1;1;1;0,011;0,192;1;0,397;0,452
"musk";1;1;1;1;1;0;1;1;1;1;1
"music";1;0,373;0;1;1;1;1;1;1;1;1
"mulet";0;1;1;1;1;1;1;1;1;1;1
"moto";1;1;0,012;1;0,01;1;1;1;0,521;1;1
"motiver";1;0,373;0,357;1;1;0,029;1;0,192;1;1;1
"mortel";1;1;1;0,529;0,341;0,475;0,353;1;1;0,397;1
"mordre";1;1;0;1;1;1;1;1;1;1;1
"morat";1;1;1;1;1;1;0,121;1;0,002;1;1
"montana";1;0,013;1;0,529;1;1;1;1;0,038;1;1
"mont";1;0,003;0,237;1;1;1;1;1;1;0,269;1
"moderne";1;1;1;0,222;1;1;1;1;0,217;1;0,176
"migros";1;1;1;0,222;0,115;1;1;1;1;0,145;1
"micro_trottoir";1;1;1;0;1;1;1;1;1;1;1
"metal";1;1;1;1;1;0,189;1;1;0,217;0,145;1
"matériau";1;0,003;1;1;1;1;1;1;1;1;0,007
"malfaiteur";1;1;1;1;0,341;0;1;1;1;1;1
"majoritairement";1;1;1;1;0,341;1;0;0,192;1;1;1
"maire";1;0,373;1;1;1;0;1;1;1;1;1
"machine";1;1;0,237;1;0,225;1;1;0;1;1;1
"législatif";1;1;1;1;1;0;0,353;1;1;1;1
"luxe";1;1;0,003;1;1;0,333;1;0,113;1;1;1
"luc";0,228;1;1;1;1;1;1;1;1;1;0
"loyer";1;1;1;1;1;1;1;1;1;0;1
"lionel";1;0,132;1;1;1;0,001;1;1;1;1;1
"licenciement";1;1;1;1;1;0;0,353;1;1;0,397;1
"leysin";1;0,25;0,237;0,378;1;1;1;1;0,372;1;1
"lecornu";1;1;1;1;1;0;1;1;1;1;1
"lavaux";0,345;1;1;1;1;1;1;1;0,038;1;0,025
"lauréat";1;0,373;1;1;1;0;1;1;0,521;1;1
"kosovo";0,117;1;1;1;1;0,001;1;1;1;1;1
"judiciaire";1;1;1;1;1;0;1;1;1;0,269;1
"jet";1;1;0,237;1;1;1;1;1;1;0;1
"jane";1;0,25;1;0,378;1;1;1;1;1;1;0,007
"intention";1;1;1;1;1;0;1;0,192;1;1;1
"intense";1;0,013;1;0,04;1;1;1;1;0,521;1;1
"insécurité";1;1;1;1;0,002;1;0,003;1;1;1;1
"instrument";1;1;0;1;1;1;1;1;1;1;0,176
"insecte";1;0,132;1;1;1;1;0,121;0,048;1;1;1
"inquiétude";1;1;1;1;0,115;0,189;0,121;1;1;1;1
"infirmier";0,345;1;1;0,529;1;1;0,011;1;1;1;0,452
"industriel";1;0,373;1;1;1;0,475;1;1;0,038;0,397;1
"industrie";1;0,003;1;1;1;1;0,234;0,113;1;1;1
"impôt";1;1;1;0,378;1;0,009;1;1;1;0,269;1
"immeuble";0,01;1;1;0,529;1;1;1;1;1;0,016;1
"immersion";1;1;1;1;1;1;1;0,192;0,038;1;0,025
"imaginer";1;1;1;0;1;1;1;1;0,372;1;1
"imagination";1;0,132;0;1;1;1;1;1;1;1;1
"idole";1;1;0,012;1;1;1;1;1;0,038;1;0,452
"humeur";1;1;0;1;1;1;1;0,192;1;1;0,452
"htag_liberté";1;1;1;1;1;1;1;1;0,217;1;0,001
"helvète";0,01;1;1;1;1;1;0,353;1;1;1;0,025
"hauteur";1;0;1;1;1;1;1;1;1;0,397;1
"gérard";0,345;1;0,357;0,04;1;1;1;1;0,521;1;1
"gymnastique";1;1;0,123;1;1;1;1;1;0,002;1;1
"guérir";1;1;1;1;1;1;0,121;0;1;1;1
"gruyère";1;0;1;1;1;1;1;1;0,521;1;0,452
"grain";0,345;1;0,357;0,529;1;1;1;0,192;1;1;0,452
"google";1;1;1;0,529;1;1;0,353;0,001;1;0,397;1
"global";1;0,013;1;1;1;1;0,353;0,192;1;0,397;1
"gagnant";1;1;0,123;0,222;1;1;0,121;1;1;1;1
"fusionner";1;0,373;1;1;1;1;0,353;1;0;1;1
"fortement";1;1;1;1;0,115;1;0;1;1;1;1
"formel";1;1;1;1;1;0,029;0,011;1;1;0,397;1
"formation";1;0,25;1;1;1;1;0,234;1;0,372;0,269;1
"fonder";1;0,373;1;1;1;0,029;0,353;1;1;0,397;1
"fleur";1;1;0,012;0,529;1;1;1;1;1;1;0,025
"fixer";1;1;1;1;0,225;0,333;0,234;1;1;0,269;1
"financer";1;1;1;1;1;0;1;0,113;1;1;1
"finance";1;1;1;1;0,341;0,029;1;0,192;1;0,397;1
"finalement";1;1;1;0,378;1;1;1;1;1;1;0
"fier";1;1;1;1;1;1;1;1;0;1;1
"feuille";1;1;0,237;0,378;1;0,333;1;1;0,372;1;1
"façonner";1;0,013;1;0,529;1;1;1;0,001;1;1;1
"faute";0,345;1;1;1;1;0,029;1;1;1;1;0,025
"fashion";0,228;1;0,237;1;1;1;0,234;1;1;1;0,314
"exploitation";1;1;1;1;1;0,333;0,003;0,113;1;1;1
"esthétique";0,228;1;1;1;1;1;1;0;0,372;1;1
"entraînement";0,117;1;1;0,222;1;1;1;1;0,217;1;1
"enjeu";1;1;1;1;0,225;0,009;1;0,113;1;1;1
"enfance";0;1;1;0,529;1;1;1;0,192;1;1;1
"endommager";1;0,003;1;1;0,225;1;0,234;1;1;1;1
"empêcher";1;1;1;1;0,225;0;1;1;1;1;1
"emji_téléphone_portable";1;1;1;1;1;1;0,353;0;0,521;1;1
"emji_tornade";1;0;1;1;1;1;0,353;1;1;1;1
"emji_toque_universitaire";1;1;1;1;0,225;1;0,003;1;1;0,269;1
"emji_poing_levé";1;1;1;1;0,341;0,029;1;0,192;1;0,397;1
"emji_part_de_fromage";1;0,25;1;1;1;1;0,234;0;1;1;1
"emji_microscope";1;1;1;1;1;1;1;0;0,521;1;1
"emji_journal";1;1;1;1;0,341;1;0,011;0,192;1;0,397;1
"emji_interdiction_de_fumer";1;1;1;1;1;1;0,353;0;1;0,397;1
"emji_immeuble_de_bureaux";1;1;1;1;1;0,029;0,353;1;1;0,016;1
"emji_goutte_d_eau";1;0,013;1;1;1;1;1;0,001;1;0,397;1
"emji_globe_tourné_sur_les_amériques";1;1;1;1;1;0,029;0,353;0,192;1;0,397;1
"emji_feuille";1;0,25;1;1;1;1;1;0;0,372;1;1
"emji_colombe";1;0,013;1;1;1;0,029;1;1;1;0,397;1
"emji_caméra";1;1;1;1;0;0,475;1;0,192;1;1;1
"emji_bougie";1;0,373;1;1;0,341;0,475;0,353;0,192;1;1;1
"emji_billet_en_euros";1;0,373;1;1;1;0,029;1;1;1;0,016;1
"emji_ampoule";0,228;1;1;1;1;1;1;0;1;1;0,314
"elon";1;1;1;1;1;0;1;1;1;1;1
"el";1;0,25;0,237;1;0,002;1;1;1;1;1;1
"efficacité";1;1;1;1;1;1;1;0;1;0,269;1
"efficace";1;1;1;1;0,341;1;0,011;1;1;0,397;0,452
"ecoutez";1;1;1;0,378;1;1;1;1;0,013;1;0,314
"détail";0,345;1;1;1;1;0,475;0,011;1;1;0,397;1
"désigner";1;0,013;1;1;1;1;1;0,192;0,038;1;1
"déployer";1;1;1;1;1;0,189;0,121;1;0,217;1;1
"déplorer";1;1;1;0,529;0,341;0,475;0,353;1;1;1;0,452
"déplacer";1;1;1;0,529;0,341;0,475;1;0,192;1;1;0,452
"déplacement";1;0,373;1;1;0,341;0,029;1;1;0,521;1;1
"dépendre";1;1;0;0,529;1;1;0,353;1;1;1;1
"dépendant";1;1;1;1;1;0,475;0;0,192;1;1;1
"démission";1;1;1;1;1;0;1;1;1;0,397;1
"décoration";1;1;0,237;1;1;1;1;0,113;0,013;1;1
"déclaration";1;0,373;1;0,04;0,341;0,475;1;1;1;1;1
"durer";1;0,132;1;1;1;0,189;1;0,048;1;1;1
"drame";1;1;1;1;1;1;0;0,113;1;1;1
"dragon";1;1;0,123;0,222;1;1;1;1;0,217;1;1
"doigt";1;1;1;0;1;1;1;1;1;1;0,314
"distribuer";1;1;1;1;0,341;0,475;0,353;1;0,521;0,397;1
"distinguer";1;0,373;1;1;1;1;1;1;0,038;0,016;1
"discuter";1;1;1;1;0,01;0,475;0,353;1;1;0,397;1
"dirigeant";1;1;1;1;1;0;0,353;1;1;1;1
"dinosaure";1;1;1;1;1;1;0;1;0,217;1;1
"diffusion";1;0,013;1;1;1;0,475;1;1;0,521;0,397;1
"difficulté";1;1;1;1;1;1;1;1;1;0,397;0
"defaye";0,345;1;1;0,04;1;1;1;1;1;1;0,025
"daniel";0,345;0,373;1;1;1;1;1;1;0,038;0,397;1
"dangereux";1;1;1;1;0,01;1;0,353;0,192;1;0,397;1
"céline";1;1;1;1;0,115;0,189;1;1;1;0,145;1
"cuisiner";1;1;1;1;1;1;1;0,048;0,002;1;1
"crucial";1;1;1;1;1;1;1;0;1;0,004;1
"cran";1;0,013;1;0,529;1;1;1;1;0,521;0,397;1
"coûter";1;1;1;1;0,01;1;0,353;1;1;1;0,025
"coulisse";0,003;1;0,237;1;1;0,333;1;1;1;1;1
"coucher";1;1;0,003;0,378;1;1;1;1;1;1;0,314
"corruption";1;1;1;1;1;0;1;1;1;1;1
"contraire";1;1;0,237;0,378;1;1;1;0;1;1;1
"contraindre";1;0,373;1;0,529;1;1;1;1;0,521;0,016;1
"construction";0,228;1;1;0,378;1;1;0,234;1;1;0,269;1
"constituer";1;0,373;1;1;0,341;0,475;1;1;1;0,397;0,452
"conjugal";0,01;1;1;1;1;1;0,353;0,192;1;0,397;1
"conférence";0,345;1;1;1;0,341;0,475;0,353;1;1;1;0,452
"conforme";1;1;1;1;0,01;0,029;0,353;1;1;1;1
"conduite";0,117;1;1;1;0,115;1;0,121;1;1;1;1
"concurrence";1;1;0,357;1;1;1;0,011;1;0,521;0,397;1
"conclure";1;1;1;1;1;0;0,353;1;1;1;1
"concept";1;0,373;1;1;1;1;1;0,192;0,521;0,397;0,452
"concentrer";1;0,373;1;1;1;1;0,353;0,192;1;0,016;1
"comparer";1;1;1;1;1;0,029;0,353;0,192;1;0,397;1
"communication";1;1;1;0,04;1;1;1;0,001;0,521;1;1
"commander";1;1;1;1;0,115;1;0,121;1;1;0,145;1
"colonie";1;1;0,123;1;0,115;1;1;1;1;1;0,176
"collègue";1;1;0,357;1;0,341;1;1;1;0,521;0,016;1
"collectif";1;1;1;1;0,341;0;0,353;1;1;1;1
"collaboration";1;0,013;1;1;1;1;1;0,192;1;0,016;1
"colis";1;1;1;1;1;0,189;0;1;1;1;1
"coin";0,345;1;1;0,04;1;1;1;1;1;1;0,025
"code";1;1;0,357;1;1;0,475;1;1;1;0;1
"circulation";0,117;1;1;0,222;0,115;1;1;1;1;1;1
"cinquantaine";1;0,013;1;0,529;1;1;1;1;0,521;0,397;1
"cibler";1;0,373;1;1;0,341;1;0,011;0,192;1;1;1
"chômage";1;1;1;1;1;1;1;1;1;0,001;0,176
"chronique";0,01;1;1;1;1;0,475;1;0,001;1;1;1
"chauffeur";1;0,25;0,237;1;1;1;1;1;1;0,004;1
"chauffer";1;1;0,003;1;1;0,333;1;1;0,372;1;1
"chasse";0,345;1;1;1;1;1;0,353;0,192;0,521;0,397;1
"chalet";1;0,25;1;1;1;1;0,234;1;0,013;1;1
"catherine";0,345;0,373;1;0,04;1;0,475;1;1;1;1;1
"carrefour";1;1;1;0;1;1;1;0,192;1;1;1
"cardiaque";1;0,25;1;1;1;1;1;0;1;1;1
"capillaire";0;1;0,357;1;1;1;1;1;1;1;1
"cap";1;1;1;1;1;0,189;1;1;0,217;0,145;1
"canon";1;1;0,237;1;0,002;1;1;1;0,372;1;1
"cannabis";0,117;1;1;1;1;1;1;0,048;1;1;0,176
"cancer";1;1;1;1;0,341;1;0,353;0,001;1;0,397;1
"cabinet";1;1;1;1;0,225;1;1;0,113;1;0,004;1
"bénévole";1;1;1;1;1;1;1;1;0,521;0,016;0,025
"bâtiment";1;0,25;1;0,378;1;0,333;1;1;1;0,269;1
"bulle";1;1;1;1;1;1;1;0,048;1;0,145;0,176
"brigitte";1;0,003;1;1;1;0,333;0,234;1;1;1;1
"bousculer";1;1;1;0,001;1;1;1;1;0,521;1;0,452
"bougie";1;0,132;1;1;1;1;1;0,048;0,217;1;1
"boisson";0,345;0,373;1;0,529;1;1;0,353;1;1;1;0,452
"black";1;0,25;1;1;0,225;1;0,003;1;1;1;1
"bien_être";1;1;1;1;1;1;1;0,113;1;1;0
"bidet";1;1;1;0,002;1;1;1;1;1;1;0,176
"berger";0,228;1;1;1;1;1;1;1;1;1;0
"avocat";1;1;1;1;1;0;1;1;1;1;1
"attitude";0,117;1;1;0,222;1;1;1;1;0,217;1;1
"attaquer";1;1;1;0,529;0,01;1;1;0,192;1;1;0,452
"ascension";1;0,373;1;1;1;0,475;0,353;1;0,521;1;0,452
"arracher";1;0,25;0,237;1;0,225;1;1;1;1;0,269;1
"armer";1;1;1;1;0;1;1;1;1;1;0,452
"arc";0,228;1;0,237;1;1;0,333;1;1;1;0,269;1
"aquatique";1;0,003;1;1;1;1;1;1;0,013;1;1
"après_des";1;1;1;1;0,341;0,029;0,011;1;1;1;1
"appartenir";1;0,25;1;1;0,002;1;1;1;1;1;0,314
"appareil";1;1;1;0,013;0,002;1;1;1;1;1;1
"apparaître";0,01;0,373;1;1;1;1;1;1;0,038;1;1
"anneau";1;1;1;0,002;1;1;1;1;0,217;1;1
"ancêtre";1;1;1;1;1;1;0,234;0,113;1;0,004;1
"ampleur";1;0,373;1;1;1;1;0,011;1;0,521;0,397;1
"amazonie";1;0,25;1;1;1;0,009;0,234;1;1;1;1
"albert";1;1;0,003;1;1;1;0,234;1;1;0,269;1
"alarme";1;0,25;1;1;1;1;0,234;1;1;0,269;0,314
"agriculteur";0,345;1;1;0,529;0,341;0,475;1;1;1;0,397;1
"agency";1;1;0;1;1;1;1;1;1;0,397;1
"ados";0,228;1;1;0;1;1;1;1;1;1;1
"administration";1;1;1;1;1;0,475;0,011;0,001;1;1;1
"adaptation";1;0,25;1;1;1;1;0,234;1;0,013;1;1
"achever";1;0;1;1;1;1;1;0,113;1;1;1
"accélérer";1;0,373;1;0,529;0,341;0,475;1;0,192;1;1;1
"accru";1;1;1;1;1;1;0;0,192;1;1;1
"accorder";1;1;1;1;1;0;1;0,113;1;1;1
"19h30";1;1;1;0,013;0,225;1;1;1;1;0,269;1
"île";1;0,132;1;1;0,115;1;1;0,048;1;1;1
"établissement";1;0,132;1;1;0,115;0,189;1;1;1;1;1
"érotique";0,228;0,25;1;0,378;1;1;1;0,113;1;1;1
"épineux";1;1;1;0;1;1;1;1;1;1;1
"énorme";1;0,132;1;0,222;1;0,189;1;1;1;1;1
"éliminer";1;1;1;1;1;0,189;0,121;0,048;1;1;1
"élever";1;0,132;1;0,222;0,115;1;1;1;1;1;1
"élevage";1;1;1;1;1;1;0;1;1;1;0,176
"électricité";1;0;0,123;1;1;1;1;1;1;1;1
"égalité";1;1;1;1;1;0,333;0,234;1;1;0,004;1
"écologique";1;1;1;1;1;1;1;0;1;1;1
"écarter";1;1;1;1;1;0,189;0,121;0,048;1;1;1
"yves";0,228;1;1;1;1;0,333;1;0;1;1;1
"whatsapp";1;1;1;1;0,225;0,009;1;1;1;0,269;1
"web";1;1;1;1;0,115;1;1;0,048;0,217;1;1
"warner";1;0;1;1;1;1;1;1;1;1;1
"vulnérable";1;1;1;1;0,002;1;1;1;1;0,004;1
"volodymyr";1;1;1;1;0,002;0,009;1;1;1;1;1
"voler";1;1;1;1;0,002;1;1;1;0,013;1;1
"vision";1;0,25;1;1;1;1;1;0,113;0,013;1;1
"vignoble";1;1;1;1;1;1;1;1;0,002;1;0,176
"vertu";1;1;1;0,378;1;1;1;0,113;1;0,004;1
"vernier";1;1;1;1;1;0;1;1;1;1;1
"vallon";1;1;1;1;1;1;1;0,113;1;1;0
"utilisateur";1;0,132;1;1;1;1;1;0;1;1;1
"usine";0,117;1;1;0,222;1;1;0,121;1;1;1;1
"user";1;1;1;0,378;1;0,009;1;1;0,372;1;1
"télévisé";0,228;0,25;1;0,013;1;1;1;1;1;1;1
"télé";0;1;1;1;1;1;1;1;1;1;1
"turquie";1;1;1;1;0,002;1;1;1;0,013;1;1
"trêve";1;1;1;1;0;1;1;1;1;0,269;1
"traquer";1;0,132;0,123;1;0,115;1;1;1;1;1;1
"tranché";1;1;1;0;1;1;1;1;1;1;1
"toxique";1;1;1;1;1;1;0,234;0;1;1;0,314
"tournoi";1;1;1;1;1;0,333;1;1;0;1;1
"tournage";0,003;1;1;1;1;1;1;1;1;1;0,007
"touristique";1;0,132;1;0,002;1;1;1;1;1;1;1
"tourisme";1;0;1;1;1;1;1;1;1;0,145;1
"thaïlande";1;0,25;1;1;0;1;1;1;1;1;1
"tessin";1;1;1;1;0,225;1;1;1;0,013;1;0,314
"terroriste";1;1;1;1;0;0,333;1;1;1;1;1
"tendre";1;0,25;1;0,378;1;0,333;1;1;1;1;0,314
"tecktonik";1;1;0,123;0,002;1;1;1;1;1;1;1
"taylor";1;0,003;1;1;1;0,333;1;1;0,372;1;1
"tatouage";0,117;1;1;0,222;1;1;1;0,048;1;1;1
"taille";1;1;1;1;1;1;0,121;0,048;1;0,145;1
"sérieux";1;1;1;1;0,225;0;1;1;1;1;1
"sénateur";0,228;1;1;1;1;0,009;1;0,113;1;1;1
"sécuriser";1;1;1;0,378;1;1;0,234;0,113;0,372;1;1
"sébastien";1;1;1;0,378;1;0;1;1;1;1;1
"symbolique";1;0,25;1;1;1;0,009;0,234;1;1;1;1
"suédois";1;0;1;1;1;1;1;1;0,217;1;1
"survie";1;1;1;1;0,225;1;0,234;0;1;1;1
"surprendre";1;1;0,237;0,378;1;1;1;1;0,013;1;1
"suicide";1;1;1;1;0,115;1;0,121;1;1;0,145;1
"suffrage";1;1;1;1;1;0;1;1;1;1;1
"succession";1;1;1;1;1;0,333;1;1;1;0;1
"stéphane";1;1;1;0,222;0,115;0,189;1;1;1;1;1
"stop";1;1;1;1;1;1;0,121;1;0,002;1;1
