"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8"
"ohhhhhh";-0,67;-0,884;40,763;-0,095;-0,673;-0,933;-0,168;-0,936
"ocde";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"occurence";-0,67;0,129;1,268;-0,095;-0,673;0,097;-0,168;0,095
"occupant";-0,67;-0,884;21,454;-0,095;-0,673;-0,933;-0,168;0,095
"occulte";-0,67;-0,884;1,268;-0,095;-0,673;2,521;4,547;-0,936
"obus";0,369;0,129;1,268;-0,095;-0,673;-0,933;-0,168;0,095
"obtention";-0,67;-0,884;-0,393;-0,095;-0,673;2,521;4,547;0,095
"obsèques";-0,67;-0,884;-0,393;-0,095;4,114;0,097;-0,168;0,095
"névrose";-0,67;-0,884;-0,393;-0,095;0,365;0,097;4,547;0,095
"négligé";-0,67;-0,884;-0,393;-0,095;0,365;0,097;21,85;-0,936
"négation";-0,67;-0,884;1,268;-0,095;-0,673;0,097;4,547;0,095
"nword";-0,67;0,129;-0,393;-0,095;-0,673;8,207;-0,168;-0,936
"nullissime";-0,503;-0,663;-0,294;-0,071;-0,505;0,407;6,659;0,404
"novice";0,369;-0,884;-0,393;-0,095;0,365;2,521;-0,168;-0,936
"nova";-0,67;-0,884;40,763;-0,095;-0,673;-0,933;-0,168;-0,936
"nourir";-0,67;-0,884;-0,393;93,392;-0,673;-0,933;-0,168;0,095
"nounours";-0,67;2,746;-0,393;-0,095;0,365;-0,933;4,547;-0,936
"nouille";-0,67;2,746;-0,393;9,096;-0,673;-0,933;-0,168;0,095
"notoire";-0,67;2,746;1,268;-0,095;-0,673;0,097;-0,168;-0,936
"noooooon";0,369;2,746;-0,393;-0,095;-0,673;0,097;-0,168;-0,936
"nooooon";-0,67;18,102;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"nonne";-0,67;8,738;-0,393;-0,095;-0,673;0,097;-0,168;-0,936
"none";-0,67;0,129;-0,393;-0,095;-0,673;8,207;-0,168;-0,936
"non_fumeurs";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"nomade";-0,67;2,746;-0,393;-0,095;0,365;-0,933;-0,168;0,095
"nièce";-0,67;-0,884;-0,393;9,096;4,114;-0,933;-0,168;0,095
"nigéria";-0,503;-0,663;30,572;-0,071;-0,505;-0,7;-0,126;-0,702
"nicotine";-0,67;0,129;-0,393;-0,095;0,365;2,521;-0,168;-0,936
"nicolet";23,866;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"new_yorkais";-0,67;-0,884;40,763;-0,095;-0,673;-0,933;-0,168;-0,936
"neuchâteloise";-0,67;18,102;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"nerf";-0,67;-0,884;-0,393;-0,095;-0,673;2,521;-0,168;2,51
"neiger";-0,67;2,746;-0,393;-0,095;-0,673;-0,933;4,547;0,095
"ndoye";23,866;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"navette";-0,67;-0,884;-0,393;-0,095;0,365;-0,933;-0,168;8,18
"nathalie";-0,67;2,746;-0,393;-0,095;0,365;0,097;-0,168;-0,936
"natation";-0,67;-0,884;-0,393;-0,095;11,92;0,097;-0,168;-0,936
"natal";-0,67;-0,884;1,268;-0,095;-0,673;-0,933;-0,168;8,18
"nasser";-0,67;0,129;8,289;-0,095;-0,673;-0,933;-0,168;0,095
"narco";-0,67;-0,884;40,763;-0,095;-0,673;-0,933;-0,168;-0,936
"narcissisme";-0,67;0,129;-0,393;-0,095;-0,673;0,097;-0,168;2,51
"nacelle";-0,67;-0,884;1,268;-0,095;-0,673;-0,933;-0,168;8,18
"métissage";-0,67;-0,884;-0,393;-0,095;0,365;2,521;-0,168;0,095
"métallique";0,369;-0,884;-0,393;-0,095;0,365;0,097;-0,168;0,095
"mémorisation";-0,67;-0,884;-0,393;-0,095;23,783;-0,933;-0,168;-0,936
"mélancolie";11,967;-0,884;-0,393;-0,095;-0,673;0,097;-0,168;-0,936
"médium";-0,67;-0,884;-0,393;-0,095;0,365;8,207;-0,168;-0,936
"méditerrané";-0,67;8,738;-0,393;-0,095;-0,673;-0,933;4,547;-0,936
"médiatisation";-0,67;-0,884;1,268;-0,095;-0,673;0,097;-0,168;2,51
"médiation";-0,67;-0,884;8,289;-0,095;-0,673;2,521;-0,168;-0,936
"myanmar";-0,67;-0,884;8,289;-0,095;-0,673;-0,933;-0,168;2,51
"mutuellement";-0,67;-0,884;21,454;-0,095;-0,673;-0,933;-0,168;0,095
"mutation";-0,67;-0,884;-0,393;-0,095;-0,673;8,207;-0,168;0,095
"mussolini";-0,503;-0,663;12,287;-0,071;0,873;-0,7;-0,126;-0,702
"music";0,369;0,129;1,268;-0,095;0,365;-0,933;-0,168;-0,936
"museum";-0,67;0,129;-0,393;-0,095;-0,673;0,097;-0,168;2,51
"museau";0,369;-0,884;-0,393;-0,095;4,114;0,097;-0,168;-0,936
"mun";-0,67;-0,884;-0,393;-0,095;-0,673;0,097;-0,168;8,18
"muet";-0,67;-0,884;8,289;-0,095;-0,673;-0,933;4,547;0,095
"mtnt";-0,503;-0,663;-0,294;-0,071;-0,505;4,462;6,659;-0,702
"msc";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"moyennement";-0,67;-0,884;1,268;-0,095;-0,673;0,097;-0,168;2,51
"moyen_âge";-0,67;-0,884;-0,393;-0,095;0,365;0,097;4,547;0,095
"move";-0,67;2,746;-0,393;-0,095;0,365;0,097;-0,168;-0,936
"mouvance";-0,67;-0,884;40,763;-0,095;-0,673;-0,933;-0,168;-0,936
"motivants";-0,67;-0,884;-0,393;-0,095;-0,673;8,207;-0,168;0,095
"moscou";23,866;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"moralisme";-0,503;-0,663;-0,294;-0,071;-0,505;-0,7;-0,126;12,828
"moraliser";-0,67;-0,884;-0,393;-0,095;-0,673;0,097;4,547;2,51
"mongol";-0,67;-0,884;21,454;-0,095;-0,673;0,097;-0,168;-0,936
"mondialisé";-0,67;-0,884;1,268;-0,095;0,365;-0,933;-0,168;2,51
"mondialement";-0,67;-0,884;1,268;-0,095;0,365;0,097;-0,168;0,095
"monarchie";-0,67;2,746;1,268;-0,095;-0,673;-0,933;-0,168;0,095
"molécule";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"mohammed";-0,67;-0,884;1,268;-0,095;-0,673;0,097;-0,168;2,51
"modernisme";-0,67;-0,884;-0,393;-0,095;-0,673;17,153;-0,168;-0,936
"mms";-0,67;2,746;-0,393;-0,095;0,365;-0,933;-0,168;0,095
"mississippi";0,369;2,746;-0,393;-0,095;0,365;-0,933;-0,168;-0,936
"misandres";-0,67;2,746;-0,393;-0,095;-0,673;0,097;4,547;-0,936
"minutie";-0,67;0,129;-0,393;-0,095;0,365;0,097;-0,168;0,095
"minerai";-0,67;-0,884;8,289;-0,095;-0,673;0,097;-0,168;0,095
"mims";23,866;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"mimer";4,134;-0,884;-0,393;-0,095;4,114;-0,933;-0,168;-0,936
"militariser";-0,67;-0,884;21,454;-0,095;0,365;-0,933;-0,168;-0,936
"mike";-0,67;0,129;1,268;-0,095;-0,673;2,521;-0,168;-0,936
"microsoft";-0,503;-0,663;-0,294;-0,071;-0,505;0,407;-0,126;4,446
"microbiote";-0,67;0,129;-0,393;-0,095;0,365;0,097;-0,168;0,095
"microbe";-0,67;8,738;-0,393;-0,095;-0,673;-0,933;-0,168;0,095
"micro_trottoir";-0,67;0,129;-0,393;-0,095;-0,673;8,207;-0,168;-0,936
"mickey";-0,67;2,746;-0,393;-0,095;-0,673;0,097;4,547;-0,936
"mesurable";-0,67;-0,884;-0,393;-0,095;0,365;2,521;-0,168;0,095
"merino";-0,67;-0,884;-0,393;9,096;-0,673;2,521;-0,168;0,095
"meringue";-0,67;18,102;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"meneur";-0,67;0,129;1,268;-0,095;0,365;0,097;-0,168;-0,936
"menaçant";-0,67;-0,884;1,268;-0,095;-0,673;0,097;-0,168;2,51
"meloni";-0,67;0,129;1,268;9,096;-0,673;-0,933;-0,168;0,095
"melon";-0,67;18,102;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"meine";23,866;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"median";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"medecins";-0,67;-0,884;-0,393;-0,095;4,114;-0,933;21,85;-0,936
"mechant";-0,67;8,738;-0,393;9,096;-0,673;-0,933;-0,168;-0,936
"meadows";-0,67;-0,884;-0,393;-0,095;-0,673;0,097;-0,168;8,18
"mazout";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"maximiser";-0,67;-0,884;1,268;-0,095;-0,673;-0,933;-0,168;8,18
"matérialisme";0,369;-0,884;-0,393;-0,095;-0,673;2,521;-0,168;0,095
"matche";-0,503;-0,663;-0,294;-0,071;-0,505;-0,7;6,659;4,446
"massage";-0,67;0,129;-0,393;-0,095;0,365;0,097;-0,168;0,095
"mass";-0,67;-0,884;40,763;-0,095;-0,673;-0,933;-0,168;-0,936
"maría";-0,67;-0,884;40,763;-0,095;-0,673;-0,933;-0,168;-0,936
"martial";0,369;-0,884;-0,393;-0,095;4,114;-0,933;-0,168;0,095
"marqueur";-0,67;-0,884;-0,393;-0,095;-0,673;8,207;4,547;-0,936
"marmite";-0,67;0,129;-0,393;-0,095;0,365;-0,933;-0,168;2,51
"many";23,866;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"manu";-0,67;18,102;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"mannequin";-0,67;0,129;-0,393;-0,095;0,365;0,097;-0,168;0,095
"mandater";-0,67;-0,884;-0,393;-0,095;0,365;-0,933;-0,168;8,18
"mammouth";-0,67;8,738;-0,393;9,096;-0,673;-0,933;-0,168;-0,936
"malvenu";-0,67;-0,884;-0,393;9,096;-0,673;2,521;4,547;-0,936
"malice";4,134;-0,884;-0,393;-0,095;-0,673;2,521;-0,168;-0,936
"maintenance";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;4,547;8,18
"maestro";-0,67;2,746;-0,393;-0,095;-0,673;0,097;4,547;-0,936
"madrid";-0,67;-0,884;8,289;-0,095;-0,673;-0,933;-0,168;2,51
"made";11,967;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;0,095
"machiavélique";-0,67;-0,884;1,268;-0,095;0,365;0,097;-0,168;0,095
"macaron";-0,67;-0,884;-0,393;9,096;-0,673;2,521;-0,168;0,095
"m6";-0,67;0,129;-0,393;-0,095;4,114;-0,933;-0,168;0,095
"lésion";-0,67;-0,884;1,268;-0,095;-0,673;-0,933;4,547;2,51
"légitimer";-0,67;-0,884;21,454;-0,095;-0,673;0,097;-0,168;-0,936
"lyonnais";0,369;-0,884;1,268;-0,095;0,365;0,097;-0,168;-0,936
"lyan";0,369;0,129;1,268;-0,095;-0,673;-0,933;-0,168;0,095
"loïc";-0,67;-0,884;-0,393;9,096;-0,673;8,207;-0,168;-0,936
"loyauté";-0,503;-0,663;-0,294;-0,071;0,873;-0,7;30,425;-0,702
"lord";-0,67;2,746;1,268;-0,095;-0,673;0,097;-0,168;-0,936
"loose";-0,67;-0,884;-0,393;-0,095;11,92;0,097;-0,168;-0,936
"lon";-0,67;0,129;1,268;-0,095;-0,673;-0,933;-0,168;2,51
"localement";-0,67;-0,884;-0,393;-0,095;0,365;-0,933;-0,168;8,18
"lobotomisés";-0,67;-0,884;1,268;-0,095;0,365;0,097;-0,168;0,095
"lobbyiste";-0,67;-0,884;-0,393;-0,095;-0,673;2,521;-0,168;2,51
"littéraire";-0,67;-0,884;-0,393;-0,095;-0,673;0,097;52,08;-0,936
"litroz";-0,503;-0,663;-0,294;-0,071;0,873;-0,7;-0,126;4,446
"litron";-0,67;-0,884;-0,393;-0,095;23,783;-0,933;-0,168;-0,936
"linux";-0,67;-0,884;1,268;-0,095;-0,673;2,521;-0,168;0,095
"lille";-0,67;18,102;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"lignée";-0,67;0,129;-0,393;-0,095;4,114;-0,933;-0,168;0,095
"licite";-0,67;-0,884;8,289;-0,095;-0,673;0,097;-0,168;0,095
"librairie";-0,67;-0,884;-0,393;-0,095;0,365;2,521;-0,168;0,095
"libertariens";-0,67;-0,884;-0,393;-0,095;-0,673;2,521;4,547;0,095
"libertarien";-0,67;-0,884;8,289;-0,095;-0,673;2,521;-0,168;-0,936
"liberalisme";-0,67;-0,884;40,763;-0,095;-0,673;-0,933;-0,168;-0,936
"leadership";-0,67;2,746;-0,393;-0,095;-0,673;-0,933;-0,168;2,51
"larve";-0,503;0,47;-0,294;54,903;-0,505;-0,7;-0,126;-0,702
"largeur";-0,503;-0,663;-0,294;-0,071;0,873;0,407;-0,126;0,404
"larbin";11,967;-0,884;-0,393;-0,095;0,365;-0,933;-0,168;-0,936
"lamentablement";-0,67;0,129;-0,393;-0,095;-0,673;2,521;-0,168;0,095
"lalala";-0,67;-0,884;1,268;-0,095;-0,673;2,521;4,547;-0,936
"lai";-0,67;-0,884;-0,393;-0,095;-0,673;0,097;4,547;2,51
"lactose";-0,67;0,129;-0,393;-0,095;0,365;-0,933;-0,168;2,51
"lacoste";-0,67;8,738;-0,393;-0,095;0,365;-0,933;-0,168;-0,936
"laa";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"kruger";-0,67;-0,884;-0,393;-0,095;-0,673;17,153;-0,168;-0,936
"koweït";-0,67;-0,884;21,454;-0,095;-0,673;-0,933;4,547;-0,936
"kosovar";-0,67;0,129;1,268;-0,095;-0,673;2,521;-0,168;-0,936
"klaxonner";-0,67;-0,884;-0,393;-0,095;0,365;0,097;-0,168;2,51
"klaxon";-0,67;0,129;-0,393;-0,095;-0,673;-0,933;4,547;2,51
"kitsch";-0,67;0,129;-0,393;-0,095;0,365;0,097;4,547;-0,936
"killer";-0,67;2,746;-0,393;-0,095;4,114;-0,933;-0,168;-0,936
"kaka";-0,67;-0,884;21,454;-0,095;-0,673;0,097;-0,168;-0,936
"kabylie";-0,503;-0,663;12,287;-0,071;-0,505;-0,7;-0,126;0,404
"juventus";0,879;-0,663;-0,294;-0,071;0,873;0,407;-0,126;-0,702
"justifies";-0,67;-0,884;40,763;-0,095;-0,673;-0,933;-0,168;-0,936
"juridiquement";-0,67;-0,884;1,268;-0,095;-0,673;0,097;4,547;0,095
"junior";-0,503;-0,663;-0,294;-0,071;17,837;-0,7;-0,126;-0,702
"jungle";-0,503;-0,663;-0,294;-0,071;-0,505;-0,7;6,659;4,446
"jubiler";-0,67;-0,884;1,268;-0,095;0,365;0,097;-0,168;0,095
"jpense";-0,67;0,129;-0,393;-0,095;0,365;-0,933;-0,168;2,51
"jouissif";-0,67;0,129;-0,393;-0,095;-0,673;0,097;-0,168;2,51
"josé";0,369;-0,884;1,268;9,096;-0,673;0,097;-0,168;-0,936
"joke";-0,67;0,129;-0,393;-0,095;0,365;0,097;-0,168;0,095
"johnny";0,369;-0,884;-0,393;-0,095;0,365;2,521;-0,168;-0,936
"joe";-0,503;-0,663;2,194;-0,071;0,873;0,407;-0,126;-0,702
"jmen";-0,67;-0,884;-0,393;-0,095;-0,673;17,153;-0,168;-0,936
"jm";23,866;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"jk";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;21,85;2,51
"jeton";-0,67;0,129;-0,393;-0,095;-0,673;2,521;-0,168;0,095
"jeff";-0,67;0,129;8,289;-0,095;-0,673;-0,933;-0,168;0,095
"jeannette";11,967;0,129;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"jalouser";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;4,547;8,18
"jais";-0,67;-0,884;-0,393;93,392;0,365;-0,933;-0,168;-0,936
"ivresse";-0,503;-0,663;-0,294;-0,071;-0,505;4,462;-0,126;0,404
"ivg";-0,67;-0,884;-0,393;-0,095;0,365;2,521;4,547;-0,936
"itinéraire";-0,67;-0,884;1,268;-0,095;0,365;0,097;-0,168;0,095
"italian";-0,67;0,129;-0,393;-0,095;-0,673;0,097;-0,168;2,51
"israëlien";-0,67;-0,884;40,763;-0,095;-0,673;-0,933;-0,168;-0,936
"isra";-0,67;-0,884;21,454;-0,095;0,365;-0,933;-0,168;-0,936
"isolement";-0,67;-0,884;-0,393;-0,095;0,365;2,521;-0,168;0,095
"islamophobe";-0,67;-0,884;21,454;-0,095;-0,673;-0,933;-0,168;0,095
"islamo";-0,67;-0,884;40,763;-0,095;-0,673;-0,933;-0,168;-0,936
"isl";0,369;-0,884;8,289;-0,095;0,365;-0,933;-0,168;-0,936
"irréversible";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"irréel";-0,67;-0,884;40,763;-0,095;-0,673;-0,933;-0,168;-0,936
"irritation";-0,67;0,129;-0,393;-0,095;-0,673;0,097;-0,168;2,51
"irremplaçable";0,369;-0,884;-0,393;-0,095;0,365;-0,933;-0,168;2,51
"iptv";-0,67;-0,884;-0,393;-0,095;-0,673;0,097;-0,168;8,18
"ip";0,369;-0,884;-0,393;-0,095;0,365;2,521;-0,168;-0,936
"investigation";-0,67;-0,884;-0,393;-0,095;-0,673;17,153;-0,168;-0,936
"intuitif";-0,67;-0,884;-0,393;-0,095;-0,673;17,153;-0,168;-0,936
"introspection";-0,67;-0,884;-0,393;-0,095;-0,673;0,097;4,547;2,51
"interviewées";0,879;-0,663;-0,294;-0,071;6,65;-0,7;-0,126;-0,702
"intervenant";-0,67;0,129;-0,393;-0,095;0,365;2,521;-0,168;-0,936
"intervalle";-0,67;-0,884;-0,393;-0,095;4,114;-0,933;4,547;0,095
"intentionné";-0,67;-0,884;-0,393;40,195;0,365;0,097;-0,168;-0,936
"intelligible";-0,67;0,129;-0,393;-0,095;-0,673;8,207;-0,168;-0,936
"instantané";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"inspecteur";-0,67;0,129;-0,393;-0,095;0,365;0,097;-0,168;0,095
"inside";6,678;0,47;-0,294;-0,071;-0,505;-0,7;-0,126;-0,702
"initiation";-0,67;-0,884;-0,393;-0,095;4,114;2,521;-0,168;-0,936
"ingénierie";-0,67;0,129;-0,393;-0,095;-0,673;-0,933;-0,168;8,18
"infus";-0,67;-0,884;-0,393;-0,095;-0,673;17,153;-0,168;-0,936
"informatif";-0,67;-0,884;-0,393;-0,095;-0,673;17,153;-0,168;-0,936
"influer";-0,503;-0,663;-0,294;-0,071;-0,505;0,407;-0,126;4,446
"infester";-0,67;-0,884;-0,393;-0,095;0,365;-0,933;-0,168;8,18
"infertile";-0,503;-0,663;-0,294;-0,071;-0,505;-0,7;30,425;0,404
"inestimable";-0,67;-0,884;-0,393;-0,095;0,365;0,097;4,547;0,095
"indéterminé";-0,67;-0,884;1,268;-0,095;-0,673;8,207;-0,168;-0,936
"indémodable";0,369;2,746;-0,393;-0,095;0,365;-0,933;-0,168;-0,936
"indonésie";0,879;-0,663;12,287;-0,071;-0,505;-0,7;-0,126;-0,702
"indemniser";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"incontrôlé";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"inconsciemment";0,369;0,129;-0,393;-0,095;0,365;-0,933;-0,168;0,095
"incliner";0,369;-0,884;-0,393;-0,095;0,365;0,097;4,547;-0,936
"incivilités";-0,67;-0,884;-0,393;-0,095;-0,673;0,097;-0,168;8,18
"incidence";-0,67;-0,884;1,268;-0,095;-0,673;2,521;-0,168;0,095
"incessant";-0,67;-0,884;8,289;-0,095;-0,673;0,097;-0,168;0,095
"incertitude";-0,67;-0,884;-0,393;-0,095;0,365;-0,933;-0,168;8,18
"impérial";-0,67;0,129;1,268;-0,095;-0,673;2,521;-0,168;-0,936
"impérativement";-0,67;-0,884;-0,393;-0,095;4,114;2,521;-0,168;-0,936
"impulsif";-0,67;-0,884;-0,393;-0,095;-0,673;8,207;-0,168;0,095
"imprégner";-0,503;0,47;-0,294;-0,071;0,873;-0,7;-0,126;0,404
"improbable";-0,67;2,746;-0,393;-0,095;0,365;0,097;-0,168;-0,936
"implicitement";-0,67;-0,884;8,289;-0,095;-0,673;2,521;-0,168;-0,936
"implantation";-0,67;-0,884;-0,393;-0,095;0,365;0,097;-0,168;2,51
"imparfait";-0,67;-0,884;-0,393;-0,095;-0,673;0,097;4,547;2,51
"impacter";0,369;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;8,18
"impactent";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"impactant";-0,67;-0,884;-0,393;-0,095;0,365;0,097;-0,168;2,51
"immortel";-0,67;-0,884;-0,393;-0,095;-0,673;17,153;-0,168;-0,936
"immiscer";-0,67;-0,884;-0,393;40,195;0,365;-0,933;4,547;-0,936
"immangeable";-0,67;8,738;-0,393;-0,095;-0,673;0,097;-0,168;-0,936
"illégitime";-0,67;-0,884;8,289;-0,095;-0,673;0,097;-0,168;0,095
"illicite";-0,67;0,129;1,268;-0,095;-0,673;0,097;-0,168;0,095
"ich";4,134;0,129;-0,393;-0,095;-0,673;0,097;-0,168;-0,936
"iceberg";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"hôtellerie";-0,67;-0,884;-0,393;-0,095;0,365;0,097;-0,168;2,51
"hérétique";-0,67;2,746;-0,393;-0,095;-0,673;0,097;-0,168;0,095
"héberger";-0,67;-0,884;-0,393;-0,095;0,365;-0,933;-0,168;8,18
"hypothermie";-0,67;-0,884;40,763;-0,095;-0,673;-0,933;-0,168;-0,936
"hygiene";-0,67;18,102;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"hydrater";-0,67;-0,884;-0,393;9,096;-0,673;-0,933;-0,168;8,18
"hydrate";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"hunters";-0,67;-0,884;-0,393;-0,095;-0,673;17,153;-0,168;-0,936
"hunter";-0,67;18,102;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"hummm";23,866;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"huissier";-0,67;0,129;-0,393;-0,095;0,365;0,097;-0,168;0,095
"hostel";-0,67;-0,884;-0,393;-0,095;-0,673;17,153;-0,168;-0,936
"hospitalier";-0,67;-0,884;-0,393;40,195;-0,673;-0,933;4,547;0,095
"horlogères";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"hopp";23,866;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"honoraire";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"hong_kong";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"hms";-0,67;-0,884;40,763;-0,095;-0,673;-0,933;-0,168;-0,936
"hivernal";-0,67;0,129;-0,393;-0,095;-0,673;0,097;-0,168;2,51
"hispanique";-0,67;-0,884;1,268;-0,095;-0,673;8,207;-0,168;-0,936
"hidalgo";-0,67;8,738;-0,393;-0,095;0,365;-0,933;-0,168;-0,936
"hibernation";-0,67;-0,884;-0,393;93,392;-0,673;0,097;-0,168;-0,936
"hhhhh";-0,67;8,738;-0,393;9,096;-0,673;-0,933;-0,168;-0,936
"hexagone";-0,67;-0,884;1,268;-0,095;0,365;-0,933;-0,168;2,51
"heurt";-0,67;-0,884;1,268;-0,095;0,365;2,521;-0,168;-0,936
"hero";0,369;2,746;-0,393;-0,095;0,365;-0,933;-0,168;-0,936
"here";4,134;-0,884;8,289;-0,095;-0,673;-0,933;-0,168;-0,936
"her";23,866;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"henri";-0,67;0,129;1,268;-0,095;4,114;-0,933;-0,168;-0,936
"helsana";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"hell";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"hectare";-0,67;-0,884;1,268;-0,095;-0,673;0,097;-0,168;2,51
"hd";-0,67;18,102;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"hawaï";0,369;-0,884;1,268;-0,095;-0,673;-0,933;-0,168;2,51
"harmoniser";-0,503;-0,663;-0,294;-0,071;-0,505;0,407;-0,126;4,446
"haricot";-0,67;0,129;-0,393;40,195;-0,673;-0,933;-0,168;0,095
"hard";0,369;2,746;-0,393;-0,095;-0,673;-0,933;-0,168;0,095
"hantise";-0,67;0,129;-0,393;-0,095;11,92;-0,933;-0,168;-0,936
"hannibal";4,134;-0,884;8,289;-0,095;-0,673;-0,933;-0,168;-0,936
"hangar";-0,67;-0,884;-0,393;-0,095;4,114;0,097;-0,168;0,095
"hammas";-0,67;-0,884;40,763;-0,095;-0,673;-0,933;-0,168;-0,936
"haller";23,866;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"hall";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"haie";-0,67;0,129;-0,393;-0,095;4,114;0,097;-0,168;-0,936
"hahahahah";0,369;-0,884;-0,393;-0,095;0,365;-0,933;-0,168;2,51
"haarp";-0,67;0,129;-0,393;-0,095;-0,673;-0,933;-0,168;8,18
"géopolitiques";-0,503;-0,663;-0,294;-0,071;-0,505;-0,7;-0,126;12,828
"géo";-0,67;2,746;-0,393;-0,095;-0,673;2,521;-0,168;-0,936
"générées";-0,67;-0,884;-0,393;-0,095;-0,673;17,153;-0,168;-0,936
"gwer";-0,67;18,102;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"gummitwist";23,866;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"guitariste";6,678;0,47;-0,294;-0,071;-0,505;-0,7;-0,126;-0,702
"guidon";-0,67;18,102;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"gueux";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"guetter";-0,67;0,129;-0,393;9,096;0,365;0,097;-0,168;-0,936
"gue";-0,67;-0,884;40,763;-0,095;-0,673;-0,933;-0,168;-0,936
"gucci";-0,67;0,129;-0,393;-0,095;-0,673;0,097;-0,168;2,51
"guadeloupe";-0,503;-0,663;-0,294;-0,071;0,873;4,462;-0,126;-0,702
"gsm";-0,67;-0,884;-0,393;-0,095;23,783;-0,933;-0,168;-0,936
"grotesque";-0,67;-0,884;1,268;-0,095;-0,673;0,097;-0,168;2,51
"groove";4,134;2,746;-0,393;-0,095;-0,673;-0,933;-0,168;-0,936
"groenland";-0,67;-0,884;-0,393;9,096;-0,673;8,207;-0,168;-0,936
"grièvement";-0,67;-0,884;1,268;-0,095;0,365;-0,933;-0,168;2,51
"grisélidis";-0,67;-0,884;-0,393;-0,095;0,365;8,207;-0,168;-0,936
"grillage";-0,67;-0,884;-0,393;9,096;11,92;-0,933;-0,168;-0,936
"grenier";-0,67;0,129;-0,393;-0,095;-0,673;0,097;-0,168;2,51
"grd";-0,67;-0,884;-0,393;9,096;0,365;-0,933;-0,168;2,51
"gratis";-0,67;0,129;-0,393;-0,095;0,365;-0,933;-0,168;2,51
"grassement";-0,67;-0,884;-0,393;-0,095;-0,673;-0,933;-0,168;17,105
"gran";4,134;-0,884;-0,393;-0,095;0,365;0,097;-0,168;-0,936
"graffiti";-0,67;-0,884;1,268;-0,095;0,365;-0,933;-0,168;2,51
"gr";-0,67;0,129;-0,393;-0,095;0,365;-0,933;-0,168;2,51
