"";"classe 1";"classe 2";"classe 3";"classe 4"
"*postReposts_69";1;1;0,003;1
"-*papillon1242";1;1;1;0,308
"-*axelledec";1;1;1;0,308
"-*laeticia_96";1;1;0,111;1
"-*jsi_mcj";1;1;0,111;1
"-*nadoutschka";1;1;0,111;1
"-*steph_blablabla";1;1;1;0,308
"-*maybeesilky";1;1;0,111;1
"-*m_a_r_m_e_x";1;1;0;1
"-*ekuklya";1;1;0,111;1
"-*knockonwood_ch";1;1;0,111;1
"-*kiretron_";1;0,004;1;0,978
"-*vanishingmoon";1;1;1;1
"-*crl_cnt_";1;1;1;0,308
"-*philippe_09";1;1;1;0,308
"-*rono_1218";1;1;1;1
"-*fab_the_brat";1;1;0,845;0,541
"-*molleess";1;1;0,494;0,978
"*i_0177";1;1;1;0,001
"*postComments_49";1;1;0,028;0,513
"-*leo_pold1906";1;1;1;0,308
"-*nuit_nwar";1;0,024;1;0,541
"-*meteora_2060";1;1;1;0,149
"-*dimi3is_koray";1;0;1;1
"-*amine_sbn_";1;1;1;0,308
"-*fjmoreillon";1;0,024;1;0,541
"-*andresleonmartinez3";1;1;1;0,308
"-*adambernardi5";1;1;1;0,308
"-*eliano_lut";1;1;1;0,299
"-*j0_zehp";1;1;1;0,308
"-*louloug_1400";1;1;0,111;1
"-*alixrieder";1;1;1;0,308
"-*desboiscopain";1;1;1;0,308
"-*leprince_de_syryh";0,231;1;0,494;1
"-*boby_vagene";1;1;1;0,149
"*i_0178";0,377;1;1;0
"*postComments_305";0,377;1;1;0
"*postReposts_190";0,377;1;1;0
"-*pauletteakapaupau";0,017;1;1;0,957
"-*ptan_wav";1;1;1;0,308
"-*sakuraschneider";1;1;1;0,308
"-*roxiedevil";1;1;1;0,308
"-*francisgoodfr";1;1;1;0,149
"-*maelle_gross";1;1;1;0,149
"-*fuji_roc";1;1;0,494;0,978
"-*stamatis6";0,206;1;1;0,42
"-*zycario_1205";1;0,4;1;0,085
"-*ychpp9";1;1;1;0,149
"-*arrighi_e";0,893;1;1;0,166
"-*senorita_diablesse123";1;1;1;0,308
"-*duartehugo95";0,191;1;1;0,624
"-*dasha_news_";1;1;1;0,023
"-*anto_du_wood";1;1;1;0,149
"-*luca_petrillo96";1;1;0,111;1
"-*7abdirisaq7";1;1;1;0,149
"-*alex_prsg";1;1;1;0,308
"-*johanna_barilier";0,031;1;1;1
"-*e_b_1639";0,031;1;1;1
"-*444pizarro";1;1;1;0,308
"-*tschani_senaar";1;1;1;0,149
"-*rayson_ptl";0,031;1;1;1
"-*w_evy225";1;1;1;0,299
"-*benklockk";1;1;1;0,077
"-*christianedenis98";1;1;1;0,149
"-*jd_schneider_ms";1;1;1;0,308
"-*karol_pineda35";1;1;1;0,308
"-*adriiiiand";0,001;0,331;1;1
"-*nicogiacometti";1;1;0,494;0,978
"-*_raz77_";1;1;1;0,308
"-*neyroud_gs";1;1;1;0,308
"*i_0179";1;0,009;0,172;1
"-*maka_1920";1;0;1;1
"-*mr_zoe_07";1;1;0,111;1
"*i_0180";1;0,819;0,053;1
"*postDate_23-10-2025";0,216;0,04;1;1
"-*ninou_s";1;1;1;1
"-*f_siegenthaler";1;1;1;0,308
"-*albin__noel";1;0;1;1
"-*lara_gds";1;1;1;0,308
"-*erwan_bu";1;1;1;0,308
"-*sophie_tlk_";1;1;1;0,308
"*i_0181";1;0,596;0,021;1
"-*pablofont_04";1;0,004;1;0,978
"-*christiaan_dbr";1;1;0,024;1
"-*gutoluis";1;1;1;0,149
"*i_0182";1;0;1;0,696
"*postLikes_14300";1;0;1;0,696
"-*mavie_encouleurs_78";1;0;1;1
"-*laura__bongard";1;0,024;0,845;1
"-*arianefurer";1;1;1;0,308
"-*othellolemaure87";1;1;1;0,308
"-*samuel_adess";1;1;1;1
"*i_0183";1;0,151;1;0
"*postComments_82";0,178;1;1;0
"*postReposts_108";1;0,151;1;0
"-*leilacatillaz";1;1;1;0,308
"-*papi_da999";1;1;1;0,149
"-*naaaat05";1;0;1;1
"-*la_e_ti";1;1;1;0,308
"-*___jofck___";1;1;0,494;0,978
"-*caroarnoulet";1;1;1;0,308
"-*dila190511";1;1;1;0,149
"-*llona9654";0,478;1;1;0,541
"-*isabelfacundes";1;0,067;1;0,299
"-*tytel__";1;0;1;1
"-*djamel_rostom";1;1;1;0,308
"-*kevsdk_";0,478;1;1;0,541
"-*vera_odb";1;1;0,494;0,978
"-*schmidfrederic";1;1;1;0,308
"-*massari_gabrielle";1;1;1;0,308
"-*isabelmexique";1;1;0,111;1
"-*gates_atw";1;0;1;1
"*i_0184";0,122;0,256;1;0,644
"*postReposts_53";0,122;0,256;1;0,644
"-*juditefarinha";1;0;1;1
"-*priscilaloiolaclement";1;1;1;1
"-*tonin___7";1;1;1;0,308
"-*foodbyflore";0,002;1;1;1
"-*benji_nhx";1;1;1;0,308
"-*do____rian";1;0;1;1
"-*catar1170";1;1;1;0,308
"-*pld1018";1;1;1;0,308
"-*benjamin015vd";1;1;1;0,308
"-*benjamin_mrc";1;1;1;0,308
"-*celinerudaz";1;1;1;0,308
"-*a2l_1680";0,031;1;1;1
"-*edo_bhti";0,031;1;1;1
"-*denisgayet";0,478;1;1;0,541
"-*skystealer";1;1;1;1
"*i_0185";0;1;0,849;1
"*postComments_284";0;1;0,849;1
"*postReposts_207";0;1;0,849;1
"-*nassim_slmkr";0,031;1;1;1
"-*antlesp2003";1;1;1;0,149
"-*jeunephara7";0,478;1;1;0,541
"-*chariff_98";1;1;1;0,308
"-*yannick_chapps";0,231;1;0,494;1
"*commentLikes_273";1;1;1;0,308
"-*speedfox_tattoo";1;1;0,845;0,541
"-*mani_gances";1;1;1;0,077
"-*_a_marquess_";1;1;0,111;1
"-*karolynechandra";1;0,067;1;0,969
"-*yass_sya";0,231;1;1;0,978
"-*p_perritaz";1;1;0,494;0,978
"-*h_jan786";1;1;0,111;1
"-*adamsan90";0,893;1;1;0,624
"-*nena_lowa";1;1;1;0,308
"-*dontcallmeowen";0,031;1;1;1
"-*mfw_kv";1;1;0,782;0,388
"-*inboccaalluca";0,191;1;0,56;1
"-*drystan3000";1;1;0,111;1
"-*la_mesange_0";1;1;1;1
"-*tina_mb00";0,031;1;1;1
"-*martine_monnet_123";1;1;1;0,308
"-*coraline_2w";1;1;1;0,308
"*commentLikes_170";1;1;1;0,308
"-*gar_yce";1;1;0,111;1
"-*mo_gret";1;1;1;0,149
"-*marcschopfer";0,026;1;1;1
"-*christos_chtzi";1;1;1;0,308
"-*verynicebod";1;1;1;0,308
"-*aurficke226";1;1;0,139;1
"-*sedkib";1;1;1;0,308
"-*raffaele0_0";1;1;1;0,308
"-*liseeuron";0,031;1;1;1
"-*bbnobsbru";0,003;1;1;1
"-*onit_elevate";1;1;0,038;1
"*i_0186";0;1;1;1
"*postLikes_708";0;1;1;1
"*i_0187";1;0,002;1;0,236
"*postComments_135";1;0,002;1;0,236
"*postReposts_175";1;0,002;1;0,236
"-*sesiom_hightower";1;1;1;0,149
"-*rose_goldeyy";1;0;1;1
"-*lucien_delacretaz";1;0,024;1;0,541
"-*inspirations180";1;1;1;0,299
"-*dtrs_811";1;1;1;0,308
"-*lamithriller";1;1;1;0,308
"-*gaellervr";1;0;1;1
"-*js_gnv";1;1;1;0,308
"-*clarina_hocke";0,031;1;1;1
"-*tuuutine";0,478;1;1;0,541
"-*michelernst5";1;1;1;0,308
"-*carineg16";1;1;1;0,308
"-*helena2024helena";1;1;1;0,308
"-*the_bigwave";1;1;1;0,149
"-*_annae_s_";1;1;1;0,308
"-*sakana_ink";1;1;1;0,308
"-*chloe_baz";1;1;1;0,308
"-*la_stef83";1;1;0,494;0,978
"-*danae_vtrs";1;1;1;0,149
"-*roxane_mt98";1;1;0,845;0,541
"-*shoueface";1;1;1;0,149
"-*gioan__o2";1;1;1;0,308
"-*catherinekrme";0,026;1;0,845;1
"-*deboragen";1;1;0,111;1
"-*helenelopescodrescu";1;1;0,024;1
"-*gmaxelleofficiel";1;1;0,111;1
"-*maitresse_atefe";1;0;1;1
"-*ashanti_s_n";1;1;0,006;1
"-*o_rizon_";0,231;1;0,494;1
"-*sylvettemottier";1;0;1;1
"*i_0188";0,838;1;1;0,039
"*postReposts_90";0,838;1;1;0,039
"-*cosmic_girl_1807";1;1;1;0,142
"-*altin_gxr";1;1;1;0,077
"-*julian_gampert";0,031;1;1;1
"-*yann_kndsm";0,031;1;1;1
"-*rlotcha";1;1;1;0,308
"-*soniabenarab";1;1;1;0,308
"-*naatnyc";1;1;0,111;1
"-*mohamad2030ch";1;1;1;0,149
"-*takaritchi";1;1;1;0,308
"-*brigittebarmanzaza";1;1;1;0,308
"*i_0189";1;0;1;1
"-*richoz_b";1;0;1;1
"-*guigz_chardo";1;1;1;0,308
"-*bastien_maba5";1;0;1;1
"-*matt_mg92";1;0;1;1
"-*ntsparadize";1;0;1;1
"*i_0190";1;1;0;1
"-*rebecca_tout_court";1;1;0,111;1
"-*nicogigi";1;1;0,111;1
"-*firat_okur2020";0,031;1;1;1
"-*gauxxxy";1;1;1;0,149
"-*florentjardinier";1;1;0,494;0,978
"-*dylan_deroo_";1;1;0,494;0,978
"-*yoli3535";1;1;0,111;1
"-*hugo__________g";0,002;1;1;1
"-*vinzzz2_0";1;1;0,111;1
"-*videira_philippe";1;1;0,111;1
"*i_0191";1;1;0,845;0,541
"-*chateaudesaintmaurice";1;1;0,111;1
"-*edge_cazes";1;1;1;1
"*i_0192";1;1;0,264;0,025
"*postDate_24-10-2025";1;1;0;1
"-*anastasijalubova";1;1;0,334;0,969
"-*kemalchemists";1;1;0,152;0,729
"-*multistrada228";1;1;1;0,308
"*i_0193";1;1;0;1
"-*maxx_shmd";1;1;0;1
"-*teddy_fsk98";0,316;1;0,237;1
"-*lorenzo_a12";1;1;0,494;0,978
"-*louannmarquis6";1;1;0,494;0,978
"-*charlottemara899";1;1;0;1
"-*val_tinehp";1;0,024;0,845;1
"-*bulledelumiere2950";1;1;0,137;0,458
"*i_0194";1;0,031;1;0
"*postLikes_28100";1;0,031;1;0
"*postComments_225";1;0,031;1;0
"*postReposts_182";1;0,031;1;0
"-*courgette_safranee";1;1;1;0,149
"-*kvrmek";1;1;0,494;0,978
"*commentDate_5-11-2025";1;1;0;1
"-*olivier_lassoie";0,031;1;1;1
"-*kobasili036";0,031;1;1;1
"-*scg_obscurity";1;1;0,111;1
"-*k_r_e_s_";0,031;1;1;1
"*commentLikes_347";1;1;1;0,308
"-*chahdhous";1;1;1;0,308
"-*miko_gabo";1;1;1;0,308
"-*validaabasova";1;1;1;0,03
"-*anas_qaysar";0,715;1;1;0,027
"-*frer_74";1;1;1;0,308
"-*rayh424";1;0,004;1;0,978
"-*_____phil2lille_____";1;1;1;0,308
"-*laurgau55";1;1;1;0,308
"-*mjbskt";0,231;1;1;0,978
"-*franbecjac";1;0;1;1
"-*lilou_tma_";1;0;1;1
"-*yaschw";1;1;1;0,308
"-*maxi_pf1";0,031;1;1;1
"-*n_mory";1;1;1;0,308
"-*laurent_badoux";1;1;1;0,308
"-*paillonanne";1;1;0,111;1
"-*nathalie_b_m";1;1;0,494;0,978
"-*baby_doll_pinprenelle";1;1;1;1
"-*maxime_spe";1;0,024;0,139;1
"-*pieceonetrue";1;1;0,111;1
"-*sebago7";1;1;1;0,077
"-*futurevibes_mus";1;1;1;0,308
"-*dknbrrdj";1;1;1;0,149
"-*josua_lmt";1;1;1;0,308
"-*lauriane_nicole";1;1;1;0,308
"-*florian_loiodice";1;0;1;1
"-*sibyllejaquerod";0,031;1;1;1
"-*_julxen_";1;0;1;1
"-*nico_herbert";1;1;1;0,308
"-*yaano777";1;0;1;1
"-*sparrow_972";1;1;1;0,308
"*i_0195";1;1;1;0,299
"-*desmoofab";1;1;1;0,308
"*i_0196";1;1;0;1
"-*michelevallelian";1;1;0,111;1
"-*mattheycristina";0,231;1;0,494;1
"-*loriszamofing";1;1;0,845;0,541
"-*hafentheodore";1;1;0,111;1
"*commentDate_3-11-2025";1;0,693;0;1
"-*laurentkropf";1;1;1;0,308
"*i_0197";1;0,19;0,782;0,963
"-*dufourroxane9";1;1;1;0,308
"-*barriere_eric";1;1;1;0,308
"*i_0198";0;0,959;1;0,866
"*postLikes_7400";0;0,111;1;0,362
"*postComments_168";0;0,959;1;0,866
"-*matilda_bnchtt";1;0;1;1
"-*lyan_kwh";1;1;1;0,308
"-*paocut26";1;1;1;0,023
"-*dos166828";1;1;1;0,308
"-*__assan_";0,702;1;1;0,969
"-*arie_ldavidowitz";0,003;0,596;1;1
"-*naomiteszler";0,031;1;1;1
"-*p_png_";1;0;1;1
"-*a_gks_";1;1;1;0,308
"-*samyeamar";1;1;1;1
"-*michel_bh00";0,702;1;1;0,299
"-*licea_raw";1;1;1;0,149
"-*fabencouleur";0,091;1;0,334;1
"-*alessvms";0,142;1;1;1
"-*tlmhogg";1;1;1;0,308
"-*voice_of_helvetia";0,589;1;0,561;1
"-*tempetesdedouceur";0,031;1;1;1
"-*koolopoko";1;1;1;1
"-*clarisse_12034";1;0;1;1
"-*laurapetitelibellule";0,031;1;1;1
"-*rothschildannik";1;1;1;0,308
"-*bertrand_fiard1";1;1;1;0,308
"*i_0199";1;1;0,782;0,388
"-*flo226";1;1;1;0,308
"-*hel_lau";1;1;1;0,308
"*i_0200";1;0,914;1;0,015
"-*vladarlt";1;0;1;1
"-*mbkywi";0,031;1;1;1
"*i_0201";0;1;1;1
"*postComments_355";0;1;1;1
"-*nishtfares";0,026;1;1;1
"-*__gri_selda__";1;1;1;0,308
"-*julieherrm8";0,893;1;0,56;1
"-*clar_ita6091";1;1;0,016;1
"-*jordan_e34";1;1;0,111;1
"-*bambooloca";1;1;1;0,308
"-*sam_kurt_8";0,026;1;1;1
"-*oospioneoo";0,231;1;1;0,978
"-*n_ann_o";0,031;1;1;1
"-*anouarkedadi";1;1;1;0,308
"-*altin__m";1;1;1;0,308
"-*jonas_mauduit";0,231;1;0,494;1
"-*sobytlv";1;1;0,782;0,963
"-*lorun14";0,231;1;1;0,978
"-*m1k_karnib";1;1;0,111;1
"-*cathy_martagon";1;1;0,115;1
"-*doc4real_667";1;0,024;0,139;1
"-*volvo1747";1;1;0,111;1
"*commentDate_6-11-2025";1;1;0;1
"-*steevlemercier";1;1;1;0,149
"-*lolaa_lsqrx";1;1;0,111;1
"-*lorlylyly";1;1;1;0,308
"-*8rasika";0,031;1;1;1
"-*hadeer_haddo";0;1;1;1
"-*_l_ramin_l_";0,702;1;1;0,969
"-*aparcerisa";0,031;1;1;1
"-*alex_kh1_";0,013;1;1;1
"-*guzelrosa2025";1;0;1;1
"-*bas222";0,026;0,024;1;1
"-*alizee__99";1;1;1;0,308
"*commentDate_7-11-2025";1;1;1;0
"-*baptisto01_virtuel__off";0;1;1;1
"-*wissem_soussi";0,031;1;1;1
"*i_0202";1;1;1;0
"-*livio_lbln";1;1;1;0,002
"-*depping_lucas";1;1;1;0,308
"-*yann_burri";1;1;1;0,308
"-*ch_drone_";1;1;1;1
"*i_0203";1;1;0;1
"-*loryvasso";1;1;0,845;0,541
"-*mouti004";1;1;0,111;1
"-*macadam_cargo";1;1;0,494;0,978
"-*tobiasfrch";1;1;0,111;1
"-*f_r_a_n_c_e_s_c_o_1982";1;1;1;0,149
"-*pcab_ch";1;1;0,024;1
"-*familiabrnasuica";0,231;1;0,494;1
"-*louisfanvw";1;0;1;1
"-*jonasalkashi";1;1;0,111;1
"*i_0204";1;1;0,902;0,488
"*postDate_25-10-2025";1;1;0;0,155
"-*sandracarmenstephanie_";0,231;1;0,494;1
"-*17bambou";1;1;1;0,308
"-*stephruper";1;1;0,111;1
"-*isabelle_antille";1;1;1;0,077
"*i_0205";1;0,067;1;0,299
"-*larisevich";1;1;1;0,308
"-*xfrnsx";1;1;1;0,308
"*i_0206";1;1;0,111;1
"*i_0207";1;1;0;1
"*i_0208";1;1;1;0
"-*angel_dssantos18";1;1;1;0,149
"-*_r_pauline_11";1;1;0,845;0,541
"-*tamushka1606";1;1;1;0,308
"-*jeanbaptiste_caid";1;1;1;0,308
"-*martimnpascoal";1;1;1;0,308
"-*g4b1ii_";1;1;1;0,308
"-*md_accomando";1;1;1;0,308
"*i_0209";1;0,108;1;0,273
"-*jeanmarievermot";1;0;1;1
"-*nolan_dmrd";1;1;1;0,308
"-*romanebllm";1;1;1;0,299
"-*kyks_139";1;0,004;1;0,978
"-*cyrille_1999";1;1;0,038;1
"-*mrd0msure";1;1;1;0,308
"*i_0210";1;0;1;1
"*i_0211";1;1;0,016;0,03
"*postComments_180";0;1;1;1
"-*chigaaru";1;1;0,006;1
"-*la_johannie";1;0;1;1
"-*holistic_brain_health";1;1;0,139;1
"-*elisabeth_poget";1;1;1;0,308
"-*chris_daska";1;1;1;0,308
"-*isabellecharlet";1;1;0,845;0,541
"-*cnve9";1;1;1;0,308
"-*allazsebastien";1;1;1;0,308
"-*guillaumesaouli";1;1;1;0,308
"-*davidruffieux";1;1;0;1
"-*c_delima34";1;1;1;0,149
"-*elisa_zuc";1;1;1;0,308
"-*vicente_mln";0,478;1;1;0,541
"-*c_manghi";1;1;1;0,299
"-*alexie_mf";1;1;0,011;1
"-*haaris_kyo";1;1;1;0,149
"-*galfoebbasta";1;1;1;0,308
"-*nefertiti_nasc80";1;1;0,111;1
"-*piashazar";1;1;0,111;1
"-*ena__idi";1;1;0,111;1
"-*oliviaplisson";1;1;1;1
"-*lbo_carole";1;1;0,494;0,978
"*i_0212";1;0,005;0,225;1
"-*patricia_gally_58";1;1;0,111;1
"-*es_thibaud";1;1;1;0,308
"-*travelnwork_isthebest";1;1;0,031;1
"*i_0213";1;1;0,001;1
"-*pableb";1;1;0,111;1
"-*thiagogladiado";1;1;1;0,308
"-*lin1k92";1;1;0,111;1
"-*bruna_bartolomei";1;1;1;0,308
"-*rosenasuicafrancesa";1;1;0,139;1
"-*allamnog";1;0;1;1
"-*mariaizabeldennyalves";0,478;1;1;0,541
"-*photoart_100";1;1;0,111;1
"-*team_bsn18";1;1;1;0,149
"-*jeanpaulkienner";1;1;1;0,308
"-*thayane_bonzon";0,231;1;1;0,978
"-*jordaaniiabn";1;1;0,111;1
"*i_0214";1;0,024;0,139;1
"-*leonardreichen";1;0,004;1;0,978
"*i_0215";1;1;0;1
"*postDate_26-10-2025";1;1;0;1
"-*yasmine_bengou";1;1;1;0,308
"-*lemanbecycle";1;1;0;1
"-*nadiabochud";1;1;1;0,077
"-*naomi_cto";1;1;0,494;0,978
"-*mamiemo74";1;1;1;0,308
"-*hulyaarslan0709";1;1;1;0,308
"-*amelie_drinktea";1;1;0,494;0,978
"*i_0216";1;1;0,985;0,236
"*i_0217";1;0;1;0,06
"-*woodingv";1;1;1;0,166
"-*gg_aetan";1;1;1;0,308
"*i_0219";0,56;1;1;0,169
"*postComments_73";0,001;1;0,227;1
"-*noshoes__noworries";0,031;1;1;1
"-*eth_ker";1;1;0,115;1
"-*enriqueospina19";1;1;0,494;0,978
"-*fb78103";0,478;1;1;0,541
"-*velomanbernard";0,478;1;0,845;1
"-*ant1croquelois";1;1;0,111;1
"-*mifigue_mibarbare";0,231;1;1;0,978
"-*aahcestlea";0,231;1;0,494;1
"-*louis_de_sm";1;1;1;0,308
"*i_0220";1;1;0;1
"*postLikes_9600";1;1;0;1
"*postComments_258";1;1;0;1
"*postReposts_125";1;1;0;1
"-*antox44";1;1;0,111;1
"-*o_rochat";1;1;0,038;1
"-*kelly_spring7";1;1;0,845;0,541
"-*ewiian";1;1;0,139;1
"-*ju_lie_ct";1;1;0,024;1
"-*luong_yan";1;0,004;0,494;1
"-*bellmosc0";1;1;0;1
"-*david_pequignot";1;1;0,038;1
"-*kuryia";0,031;1;1;1
"-*quintus1848";1;1;1;0,149
"-*adrien_bcm";1;1;0,01;1
"-*__vrnvud__";0,231;1;1;0,978
"-*stecheshire";1;1;1;0,077
"-*inloustan";1;1;0,01;1
"-*collaud24";1;1;0,006;1
"*commentDate_1-11-2025";0,019;1;0,095;1
"-*presidentjey";1;1;0,111;1
"-*bruni_rd25";1;1;0,001;1
"-*_____mow";1;1;0,115;1
"-*lobelia23";1;1;0,024;1
"-*la_loule";1;1;0,111;1
"-*_oliviabricot_";1;1;0,111;1
"-*anna_barra65";0,231;1;0,494;1
"-*guermazi_amir";1;1;0,111;1
"-*boykisser404";1;1;0,001;1
"-*alexiadanstoussesetats";1;1;0,111;1
"-*adri1dunand";0,031;1;1;1
"-*__4_c_";1;0;1;1
"-*isa_meylan";1;1;0,024;1
"-*niloc_2410";1;1;1;0,308
"-*swissfabien";1;1;1;0,308
"-*djam_life19";1;1;0,111;1
"*i_0221";1;0,306;1;0,012
"*commentLikes_114";1;1;1;0,299
"-*leo_dbns";1;1;1;0,308
"*i_0222";1;0,024;1;0,541
"-*lucas_foot_800";1;0;1;1
"-*lego_jaune";1;1;1;0,308
"*i_0223";1;1;0,84;0,367
"-*jakob_podca";1;1;1;0,308
"-*sa_m258";1;1;1;0,149
"-*david_moggings";1;1;1;0,308
"-*jeremlausanne";1;1;0,111;1
"*i_0224";0;0,829;1;1
"*postComments_110";0;0,008;1;0,952
"-*messalineg";1;1;1;0,149
"-*jeanchristinat";1;1;1;1
"-*adventure_linn";0,316;1;1;0,388
"-*cosmokaiza";0,231;1;1;0,978
"-*johan_media";1;1;1;0,308
"*i_0225";1;1;0,456;0,509
"-*butchie_surf";1;1;1;0,308
"-*sophievullie";1;1;1;0,308
"*i_0226";1;0,454;0,314;0,925
"-*steven_riosm";1;1;0,845;0,541
"-*tanhosky";1;1;0,111;1
"-*versionwishdemila";1;1;1;0,308
"*i_0227";0,002;1;1;1
"*postDate_27-10-2025";0;0,022;1;1
"-*tina_capmed";0,231;1;0,494;1
"*i_0228";1;0;1;1
"*postComments_189";1;0;1;1
"*postReposts_165";1;0;1;1
"-*machado_dias_523";1;1;0,494;0,978
"-*siri_kit";1;0;1;1
"-*t_stl1";1;1;0,111;1
"-*cindooh";1;1;0,494;0,978
"-*coco_hida";1;0;1;1
"-*oceanaquaticx";1;0;1;1
"-*moniteur_ski_grandmassif";1;0;1;1
"-*meyer_charlyne";1;1;1;0,308
"-*djellab_nadir";1;1;1;0,308
"-*titouan_kervz";1;1;1;0,308
"-*raouffff_max_perrot";1;1;1;0,308
"-*didi_chaves";1;1;0,111;1
"-*melody_du_bonheur_";1;0;1;1
"-*nae_life_flows";1;1;0,111;1
"-*torsten_g01";1;0;1;1
"-*max_camy_garcia";1;1;0,111;1
"-*ofelafee77";1;1;1;1
"-*raphael_v2";1;1;0,111;1
"-*vltn8eye";1;1;0,111;1
"-*luca___ast";1;1;1;0,308
"-*koa_laurigole";1;1;1;0,308
"-*sandrine_bra";1;1;1;0,308
"-*had_c";1;1;1;0,308
"-*diego_weidemann";1;1;1;0,308
"-*design_malin";1;1;1;0,308
"-*jeremie___tlr";1;1;1;0,308
"-*dizzylamachine";1;1;1;0,308
"-*nath_he_24_06";1;0;1;1
"-*olivtis";1;1;1;0,077
"-*pajaziti_bajram";1;1;1;0,149
"-*miguel_ts_p";1;1;1;0,149
"-*intuit_sens";1;1;1;0,308
"-*celine_adventures";1;1;1;0,308
"-*maxinthewater";1;1;1;1
"-*antonio_conroy_catw";1;1;1;1
"-*thomascerato";1;0;1;1
"*i_0229";1;1;0,012;0,502
"-*cyrille_gr";1;1;0,001;1
"-*rheblfpn";1;1;0,494;0,978
"-*89yuyito";1;1;0,006;1
"-*hfdfjkkv";0,893;0,124;1;0,624
"-*gustavodaniel_munoz_3";1;1;1;0,308
"-*__vic_hdz";1;1;1;0,308
"*i_0230";1;0,004;0,494;1
"*postLikes_10500";1;0;1;0,008
"*i_0231";0;1;1;1
"*postComments_273";0;1;1;1
"*postReposts_376";0;1;1;1
"-*eneida_photography";0,031;1;1;1
"-*sanaasdq";0,031;1;1;1
"-*muratbalian";1;1;1;0,308
"-*michelcamp0s";0,031;1;1;1
"*commentLikes_302";0,031;1;1;1
"-*simon_nicolerat";1;1;0,494;0,978
"-*erlin_sdr";0;1;1;1
"-*meraj_azm";0,031;1;1;1
"-*sol_anjinha";0,026;1;1;1
"*commentLikes_417";0,031;1;1;1
"-*__tarekdabour";0;1;1;1
"-*philippedexelle";0,031;1;1;1
"-*domannicette";0,031;1;1;1
"-*dominique280560";0,002;1;1;1
"-*ransaidani";0,031;1;1;1
"-*encorunjour";0,031;1;1;1
"-*seb_lopez";1;1;1;0,142
"-*manoukrp";0,002;1;1;1
"-*olivierbender";1;1;0,037;1
"-*az_redone";0,031;1;1;1
"-*bib_bom";1;1;1;0,308
"-*aboutmilacruz";0,031;1;1;1
"-*barbara_augsburger";0,031;1;1;1
"-*raf__45";0;1;1;1
"-*colettejeri";1;1;1;0,308
"-*lea_cppt";0,031;1;1;1
"-*insta_ga";0,031;1;1;1
"-*hellada_mou";0,702;1;1;0,969
"-*joannamagdalena";1;1;1;0,308
"-*banni_1203";1;1;1;0,308
"-*nottoobad_life1213";1;1;1;0,308
"-*la_filmdirector";0,316;1;0,782;1
"-*lucy_veras";1;1;1;0,308
"-*marctaverney";1;1;1;0,308
"-*edend3d3n";1;1;0,845;0,541
"-*veroniquemaire11";0,231;1;0,494;1
"-*wekhez";0,031;1;1;1
"-*amelie_paccolat";0,031;1;1;1
"-*nathalie_nirina";0,031;1;1;1
"-*symbole_11";1;0,024;1;0,541
"-*pinelaisilda";1;1;1;0,308
"*i_0232";1;0;1;1
"*postLikes_9700";1;0;1;1
"-*jardinbotaniquegeneve";0,031;1;1;1
"-*mathieu_laissue";1;1;1;1
"-*bianchinidecaillet";1;0,024;0,139;1
"-*_tibaldo";0,031;1;1;1
"-*vavoune___";1;1;1;0,149
"-*mal_o_main";1;1;0,845;0,541
"-*candra_c25";1;1;1;0,308
"-*slt_cest_nat";1;1;1;0,308
"-*gvatimyboy";1;1;0,111;1
"-*val_cong";0,478;1;0,845;1
"-*silviarori_organizing";1;0;1;1
"-*didier_etien";1;1;1;0,308
"-*isabellecardis";1;1;0,111;1
"*i_0233";1;1;0,494;0,978
"*i_0234";0,826;0,108;0,417;1
"*postLikes_13600";0,826;0,108;0,417;1
"*postReposts_223";0,826;0,108;0,417;1
"-*alie_taisa";1;1;1;0,308
"-*auxours";1;1;1;0,308
"-*naouelloussa";1;0;1;1
"-*listen_and_obey";1;1;1;0,308
"-*_choumi__";1;1;1;0,308
"-*linda_panorama";1;0;1;1
"-*so_brement";1;1;0,024;1
"-*urba_vision";0,451;1;0,011;1
"-*chef_david_kohler";1;0,468;1;0,488
"-*mimouna_tlb";1;0,004;1;0,978
"-*lyan_191987";1;1;1;0,308
"-*choulak_mohamed";1;1;0,111;1
"-*kerboucheabdelbasset";1;0;1;1
"-*svddvmzed";1;1;0,111;1
"-*h1nd_0o";1;1;1;0,308
"-*rosangelajenzer";1;0;1;1
"-*ouss_ouss15";0,031;1;1;1
"-*weesalim98";0,849;1;1;0,488
"*i_0235";1;0,352;1;0,05
"*postComments_117";1;0,352;1;0,05
"-*michemichou247";0,231;1;1;0,978
"-*k_mangao";1;1;1;0,308
"-*tinnjo";1;0;1;1
"-*etienne511";1;1;1;0,308
"-*fredo_filho_do_pais";1;0;1;1
"-*queenteewii";1;1;0,845;0,541
"-*big_adan";1;1;1;0,308
"-*vinfaur";1;1;0,111;1
"-*jzay_tinashe";0,031;1;1;1
"-*melon_mozzarella";1;1;1;1
"-*eazy_b77";0,031;1;1;1
"-*jess_jessy7";1;1;1;0,308
"-*katalin1926";1;1;0,111;1
"-*ahimsa_nic";1;1;1;0,308
"-*willybill78";0,031;1;1;1
"-*afri6dura";1;1;1;1
"-*__rdvl__";1;1;1;0,308
"-*vforde_";1;1;1;0,077
"-*angepreciosa";1;1;0,111;1
"-*louis_milane";1;1;1;0,308
