"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"néanmoins";-0,746;-2,93;-0,636;-0,283;31,819;1,738;0
"debout";-2,952;-3,223;0,19;1,65;-0,276;3,892;1,264
"chic";1,526;-1,156;0,19;-0,312;2,035;0,083;-0,725
"37";0,247;-1,156;0,19;1,65;-0,276;1,277;-0,725
"31";1,526;-0,126;0,19;-0,312;2,035;-1,954;-0,037
"23";-0,96;0,134;-0,699;-0,312;-0,276;3,892;-0,037
"2019";-2,683;1,716;0,289;-0,283;-0,251;4,85;-1,895
"2018";-2,952;0,134;0,19;-0,312;-0,276;3,892;-0,037
"1969";-2,683;-0,04;-0,636;-0,283;-0,251;-0,202;7,656
"1950";-2,952;-0,126;-0,699;-0,312;-0,276;0,083;5,959
"youpi";-0,746;-0,04;3,503;-0,283;-0,251;-1,776;1,92
"tienne";-0,746;-0,915;0,289;-0,283;2,391;-1,776;4,311
"tien";-2,683;4,267;-0,636;-0,283;2,391;0,189;-0,471
"tandis_que";-2,415;-0,685;4,23;-0,255;-0,226;-0,111;2,818
"mouais";-1,878;-0,28;0,861;-0,198;4,112;0,995;-0,006
"lesquels";-0,746;-2,93;10,278;-0,283;-0,251;4,85;-0,471
"elle_même";-2,415;-0,685;-0,572;-0,255;-0,226;-0,111;9,825
"cent";-1,61;2,56;1,221;-0,17;-0,15;-1,066;0,033
"bof";-2,147;1,006;-0,508;2,838;-0,201;-1,421;1,536
"32";-0,544;-0,685;-0,572;-0,255;2,832;0,358;0,904
"29";-2,683;-0,915;3,503;1,961;-0,251;4,85;-0,471
"2020";-0,746;-0,915;-0,636;-0,283;-0,251;4,85;0,483
"1998";-2,683;0,308;-0,636;1,961;2,391;1,738;-0,471
"1989";-0,008;-2,93;-0,636;-0,283;-0,251;4,85;0,483
"1976";-2,683;1,716;-0,636;11,109;2,391;0,189;-1,895
"1974";-0,544;-0,685;-0,572;12,74;-0,226;2,342;-0,255
"102";-0,008;-2,93;-0,636;1,961;2,391;-1,776;4,311
"outre";-2,415;-0,001;0,423;-0,255;-0,226;0,358;0,904
"cinq";-2,147;-0,471;-0,508;2,838;-0,201;3,14;0,218
"chacune";-2,147;0,025;-0,508;-0,227;-0,201;0,615;1,536
"celui_là";0,006;0,585;0,423;-0,255;-0,226;-0,111;-0,255
"beurk";0,036;6,254;-0,254;-0,113;-0,1;-0,71;-1,709
"86";-2,147;0,025;-0,508;-0,227;3,389;3,14;-0,093
"85";-0,544;-0,001;-0,572;-0,255;2,832;0,358;0,05
"79";-2,147;-0,471;-0,508;-0,227;3,389;7,618;-0,093
"52";-0,359;-0,471;-0,508;2,838;-0,201;3,14;-0,093
"1993";0,801;-0,685;-0,572;-0,255;-0,226;0,358;0,05
"1982";-2,415;0,585;-0,572;12,74;-0,226;0,358;-0,255
"1981";-2,415;-2,637;-0,572;2,348;-0,226;2,342;2,818
"1973";-2,415;-0,001;-0,572;2,348;-0,226;2,342;0,05
"1966";-0,544;-0,685;-0,572;-0,255;-0,226;-0,111;5,791
"1965";-1,878;-0,28;-0,445;-0,198;-0,176;-0,003;5,748
"1961";2,928;-0,685;-0,572;-0,255;-0,226;-0,111;0,05
"120";-0,359;1,006;-0,508;-0,227;-0,201;7,618;-3,418
"vingt";-0,198;1,63;-0,445;-0,198;-0,176;-0,003;-0,006
"soi_même";-0,359;-2,344;5,156;-0,227;-0,201;-0,042;1,536
"six";-2,147;-0,471;0,607;-0,227;3,389;-0,042;1,536
"quoique";-2,147;-2,344;-0,508;2,838;3,389;0,615;1,536
"nuls";-1,878;-0,28;0,861;-0,198;-0,176;-0,003;2,471
"jusque";-0,359;-0,471;-0,508;-0,227;-0,201;0,615;1,536
"divers";-2,147;-2,344;0,607;-0,227;-0,201;7,618;0,218
"c_est_à_dire";-1,878;-0,28;0,861;-0,198;-0,176;4,218;-0,006
"boum";1,282;-0,471;-0,508;2,838;-0,201;0,615;-1,16
"auparavant";-2,147;1,006;-0,508;-0,227;-0,201;3,14;-0,093
"alentour";-0,198;-0,28;6,364;3,477;-0,176;-0,003;-0,817
"adieu";-2,147;0,025;0,607;-0,227;-0,201;0,615;0,218
"93";-0,359;-0,471;0,607;2,838;-0,201;-0,042;0,218
"78";-0,359;-2,344;-0,508;36,072;-0,201;0,615;-0,093
"55";-0,198;-2,051;-0,445;3,477;-0,176;4,218;-0,006
"501";-2,147;27,311;-0,508;-0,227;-0,201;-1,421;-3,418
"39";0,071;-0,471;0,607;-0,227;-0,201;-0,042;0,218
"2026";1,282;-2,344;-0,508;-0,227;3,389;7,618;-3,418
"2001";-0,072;2,56;-0,381;-0,17;-0,15;0,012;-0,504
"1991";-0,359;-2,344;-0,508;-0,227;-0,201;0,615;4,046
"1962";0,071;0,025;0,607;-0,227;-0,201;-0,042;-0,093
"1945";-1,878;-2,051;0,861;-0,198;-0,176;0,995;2,471
"1940";-2,147;-0,471;-0,508;-0,227;-0,201;3,14;1,536
"150";-2,147;1,006;-0,508;-0,227;-0,201;0,615;0,218
"vous_même";-1,878;-2,051;-0,445;-0,198;-0,176;0,995;5,748
"volontiers";-1,878;-2,051;0,861;-0,198;-0,176;17,358;-0,817
"quelquefois";-1,341;-1,465;-0,318;5,554;-0,125;2,425;0,242
"pa";-0,198;1,63;-0,445;-0,198;-0,176;-0,003;-0,006
"huit";-0,198;1,63;-0,445;-0,198;-0,176;0,995;-0,817
"dc";-1,878;-2,051;-0,445;-0,198;20,022;0,995;0,558
"celle_là";-0,198;-0,28;-0,445;-0,198;-0,176;9,672;-0,817
"84";0,231;-0,28;-0,445;-0,198;-0,176;0,995;-0,006
"83";-0,198;-0,28;-0,445;-0,198;4,112;4,218;-0,817
"82";-0,198;0,14;0,861;-0,198;-0,176;4,218;-2,991
"69";-0,198;-2,051;-0,445;17,426;-0,176;0,995;-0,006
"51";-1,61;2,56;-0,381;4,337;5,085;0,012;-2,564
"49";-1,878;-2,051;6,364;17,426;-0,176;0,995;-0,817
"41";-0,198;-0,28;-0,445;-0,198;-0,176;0,995;0,558
"38";-1,878;1,63;-0,445;-0,198;-0,176;-1,243;2,471
"33";-0,198;0,14;-0,445;-0,198;-0,176;0,995;-0,006
"26";-1,878;0,14;0,861;-0,198;-0,176;9,672;-2,991
"2011";-0,072;-0,123;-0,381;-0,17;-0,15;1,561;0,033
"2009";-0,072;-0,123;-0,381;-0,17;-0,15;12,469;-2,564
"2003";-0,198;-0,28;0,861;-0,198;-0,176;4,218;-0,817
"1988";1,978;-0,28;-0,445;-0,198;-0,176;-1,243;0,558
"1979";0,231;-2,051;-0,445;-0,198;-0,176;0,995;0,558
"1977";-0,198;-0,28;-0,445;-0,198;-0,176;-0,003;2,471
"1900";-1,878;-2,051;-0,445;-0,198;-0,176;-0,003;10,386
"103";-0,198;0,14;0,861;-0,198;-0,176;4,218;-2,991
"10000";-0,072;0,39;7,996;-0,17;-0,15;-1,066;-0,504
"ô";-0,072;-0,123;-0,381;-0,17;-0,15;-1,066;3,861
"zut";-0,072;-0,123;1,221;-0,17;-0,15;1,561;-0,504
"van";-1,61;-0,123;1,221;-0,17;-0,15;-1,066;3,861
"sienne";-1,61;-1,758;-0,381;-0,17;-0,15;0,012;8,159
"sien";-1,61;-0,123;-0,381;-0,17;-0,15;1,561;1,152
"pouf";-1,61;-1,758;-0,381;-0,17;5,085;0,012;3,861
"ouh";-0,072;2,56;1,221;-0,17;-0,15;-1,066;-0,504
"lesquelles";-0,072;-1,758;-0,381;-0,17;-0,15;1,561;1,152
"hum";-1,61;0,39;1,221;-0,17;-0,15;5,714;-2,564
"hip";-0,004;-0,02;-0,318;-0,142;-0,125;7,879;-2,136
"dm";-0,004;-1,465;-0,318;5,554;6,456;0,094;-0,235
"chut";-1,073;-1,172;-0,254;-0,113;-0,1;0,307;3,874
"bye";-0,004;0,858;-0,318;-0,142;-0,125;0,094;-0,235
"basta";-0,072;-1,758;-0,381;4,337;-0,15;0,012;1,152
"alerte";-0,004;-0,02;-0,318;-0,142;-0,125;0,094;0,242
"89";-1,61;-1,758;-0,381;-0,17;5,085;1,561;1,152
"88";-1,61;0,39;-0,381;-0,17;-0,15;0,012;1,152
"65";-1,61;-0,123;-0,381;4,337;-0,15;0,012;1,152
"57";-1,61;-0,123;-0,381;20,954;-0,15;-1,066;1,152
"53";0,534;-0,123;1,221;-0,17;-0,15;0,012;-0,504
"42";-1,61;-1,758;-0,381;-0,17;-0,15;5,714;1,152
"3000";-1,61;-1,758;1,221;4,337;-0,15;5,714;-0,504
"28";0,534;-1,758;-0,381;4,337;-0,15;5,714;-2,564
"2015";-1,61;-1,758;1,221;20,954;-0,15;0,012;0,033
"2014";-1,61;-0,123;-0,381;-0,17;-0,15;1,561;1,152
"1996";-1,61;-1,758;-0,381;-0,17;-0,15;1,561;3,861
"1964";-0,004;-0,02;-0,318;5,554;-0,125;0,094;-0,235
"160";-1,61;2,56;-0,381;-0,17;5,085;1,561;-2,564
"trente";1,065;-1,465;-0,318;-0,142;6,456;0,094;-0,235
"toutefois";-1,341;-1,465;-0,318;-0,142;-0,125;7,879;0,242
"toi_même";-1,341;-1,465;1,751;-0,142;-0,125;2,425;0,242
"quelconque";-1,341;-1,465;-0,318;-0,142;6,456;-0,888;5,976
"pan";0,036;-1,172;-0,254;-0,113;-0,1;0,307;0,768
"lala";1,065;-0,02;1,751;-0,142;-0,125;0,094;-2,136
"hormis";-1,341;-0,02;-0,318;5,554;-0,125;0,094;0,242
"hello";-1,341;-1,465;-0,318;5,554;6,456;-0,888;2,155
"excepté";-1,341;-0,02;1,751;-0,142;-0,125;2,425;-0,235
"bé";1,065;0,858;-0,318;-0,142;-0,125;-0,888;-0,235
"96";-1,341;3,979;-0,318;-0,142;-0,125;0,094;-0,235
"94";-1,341;-1,465;1,751;5,554;-0,125;0,094;0,242
"61";-1,341;-1,465;-0,318;-0,142;-0,125;-0,888;11,705
"2050";-1,341;-1,465;-0,318;-0,142;-0,125;2,425;2,155
"2007";-1,341;0,858;-0,318;-0,142;-0,125;2,425;-0,235
"1946";-1,341;-1,465;1,751;-0,142;-0,125;16,456;-2,136
"1930";-1,341;-0,02;-0,318;-0,142;6,456;0,094;0,242
"1100";-1,341;-0,02;1,751;5,554;-0,125;0,094;-0,235
"08";-0,805;-0,879;-0,191;-0,085;-0,075;6,234;0,017
"07";-0,004;3,979;-0,318;-0,142;6,456;-0,888;-2,136
"vôtres";-1,073;0,013;-0,254;-0,113;-0,1;0,307;0,768
"soixante";-1,073;0,013;-0,254;-0,113;-0,1;0,307;0,768
"snif";0,267;-0,879;-0,191;-0,085;-0,075;0,78;0,017
"siens";0,036;-1,172;-0,254;-0,113;-0,1;-0,71;3,874
"octante";-1,073;1,706;-0,254;-0,113;-0,1;0,307;-0,046
"nôtres";0,036;-1,172;-0,254;-0,113;-0,1;0,307;0,768
"miennes";-1,073;0,013;-0,254;-0,113;-0,1;-0,71;3,874
"jadis";0,036;0,013;-0,254;-0,113;-0,1;0,307;-0,046
"gna_gna";-0,805;0,195;-0,191;-0,085;-0,075;0,78;0,017
"diverses";-1,073;-1,172;2,578;-0,113;-0,1;0,307;0,768
"bim";0,036;-1,172;-0,254;-0,113;-0,1;0,307;0,768
"auquel";-1,073;-1,172;2,578;7,393;-0,1;-0,71;0,768
"aucunes";-1,073;-1,172;-0,254;7,393;-0,1;0,307;0,768
"aucunement";-1,073;-1,172;2,578;-0,113;-0,1;0,307;0,768
"alléluia";-0,805;3,316;-0,191;-0,085;-0,075;0,78;-1,282
"97";-1,073;6,254;-0,254;7,393;-0,1;-0,71;-1,709
"81";-1,073;0,013;-0,254;-0,113;-0,1;-0,71;3,874
"76";-1,073;-1,172;-0,254;-0,113;-0,1;3,809;0,768
"700";-1,073;-1,172;-0,254;-0,113;-0,1;3,809;0,768
"56";0,036;1,706;-0,254;-0,113;-0,1;0,307;-1,709
"43";0,036;-1,172;-0,254;-0,113;8,526;0,307;-0,046
"34";-1,073;-1,172;-0,254;-0,113;-0,1;3,809;0,768
"2017";-1,073;0,013;13,803;-0,113;-0,1;0,307;-1,709
"2013";-1,073;0,013;-0,254;-0,113;-0,1;3,809;-0,046
"2012";0,036;0,013;-0,254;-0,113;-0,1;-0,71;0,768
"1997";-1,073;-1,172;-0,254;-0,113;-0,1;3,809;0,768
"1963";-1,073;-1,172;-0,254;7,393;-0,1;3,809;-0,046
"1959";-1,073;-1,172;-0,254;-0,113;-0,1;3,809;0,768
"1955";-1,073;-1,172;-0,254;7,393;-0,1;11,215;-1,709
"114";6,955;-1,172;-0,254;-0,113;-0,1;0,307;-1,709
"01";-0,805;-0,879;-0,191;10,476;-0,075;0,78;0,017
"vlan";-0,805;10,241;-0,191;-0,085;-0,075;-0,533;-1,282
"tintin";3,726;-0,879;-0,191;-0,085;-0,075;0,78;-1,282
"quarante";-0,805;-0,879;-0,191;-0,085;-0,075;6,234;0,017
"pouce";-0,805;-0,879;-0,191;10,476;-0,075;0,78;0,017
"pouah";3,726;-0,879;-0,191;-0,085;-0,075;-0,533;0,017
"pff";-0,805;-0,879;-0,191;-0,085;-0,075;6,234;0,017
"peuchère";-0,805;0,195;-0,191;-0,085;-0,075;-0,533;1,93
"ouah";0,267;0,195;-0,191;-0,085;-0,075;-0,533;0,017
"htag_cqfd";-0,805;0,195;-0,191;-0,085;-0,075;0,78;0,017
"grand_chose";3,726;0,195;-0,191;-0,085;-0,075;-0,533;-1,282
"elles_mêmes";-0,805;-0,879;3,998;-0,085;-0,075;-0,533;1,93
"douze";-0,805;-0,879;3,998;-0,085;-0,075;6,234;-1,282
"cinquante";-0,805;0,195;-0,191;-0,085;-0,075;0,78;0,017
"cents";-0,805;0,195;-0,191;-0,085;-0,075;6,234;-1,282
"bis";-0,805;-0,879;-0,191;-0,085;-0,075;0,78;1,93
"berk";-0,805;10,241;-0,191;-0,085;-0,075;-0,533;-1,282
"auxquels";0,267;-0,879;-0,191;10,476;-0,075;0,78;-1,282
"auprès";-0,805;0,195;-0,191;-0,085;-0,075;-0,533;1,93
"au_dessus";-0,805;0,195;-0,191;-0,085;-0,075;0,78;0,017
"allô";-0,805;0,195;-0,191;-0,085;-0,075;0,78;0,017
"77";-0,805;0,195;-0,191;10,476;-0,075;0,78;-1,282
"62";-0,805;-0,879;-0,191;-0,085;-0,075;0,78;1,93
"600";0,267;-0,879;-0,191;-0,085;-0,075;6,234;-1,282
"59";-0,805;-0,879;3,998;-0,085;-0,075;6,234;-1,282
"50000";-0,805;-0,879;3,998;-0,085;-0,075;6,234;-1,282
"5000";-0,805;0,195;-0,191;-0,085;-0,075;6,234;-1,282
"48";-0,805;0,195;-0,191;10,476;-0,075;-0,533;0,017
"47";0,267;0,195;-0,191;-0,085;-0,075;0,78;-1,282
"270";-0,805;-0,879;-0,191;-0,085;-0,075;6,234;0,017
"27";-0,805;0,195;-0,191;10,476;-0,075;0,78;-1,282
"255";-0,805;-0,879;-0,191;-0,085;-0,075;6,234;0,017
"2500";-0,805;-0,879;-0,191;-0,085;-0,075;16,894;-1,282
"2100";-0,805;-0,879;-0,191;-0,085;-0,075;6,234;0,017
"1952";0,267;-0,879;-0,191;-0,085;-0,075;0,78;0,017
"181";-0,805;-0,879;47,218;-0,085;-0,075;-0,533;-1,282
"1800";-0,805;-0,879;-0,191;-0,085;-0,075;16,894;-1,282
"180";-0,805;0,195;-0,191;-0,085;-0,075;6,234;-1,282
"159";-0,805;3,316;-0,191;-0,085;-0,075;-0,533;0,017
"1500";-0,805;0,195;19,673;-0,085;-0,075;-0,533;-1,282
"1400";-0,805;0,195;-0,191;-0,085;-0,075;0,78;0,017
"1291";-0,805;3,316;-0,191;-0,085;-0,075;0,78;-1,282
"125";0,267;-0,879;3,998;-0,085;-0,075;-0,533;0,017
"111";0,267;-0,879;-0,191;-0,085;-0,075;-0,533;1,93
"110";0,267;0,195;-0,191;-0,085;-0,075;-0,533;0,017
"107";0,267;0,195;-0,191;-0,085;-0,075;-0,533;0,017
"101";-0,805;-0,879;3,998;10,476;-0,075;0,78;-1,282
"06";-0,805;0,195;-0,191;-0,085;-0,075;0,78;0,017
"02";-0,805;0,195;-0,191;-0,085;-0,075;6,234;-1,282
"*rts_a";0;0;0;0;0;0;0
"*a_0001";-0,718;4,063;-1,017;-0,453;0,97;0,168;-0,954
"*postLikes_602";-0,718;4,063;-1,017;-0,453;0,97;0,168;-0,954
"*postComments_30";0,145;-0,652;0,123;-1,814;-3,92;9,082;-0,977
"*postReposts_0";-10,744;16,31;-83,805;-140,206;289,261;143,933;-47,773
"*postDate_25-6-2021";-0,718;4,063;-1,017;-0,453;0,97;0,168;-0,954
"*commentDate_11-7-2021";6,823;-0,081;0,577;-0,567;-0,502;0,378;-5,931
"*commentLikes_1";65,299;23,108;-18,434;-18,169;-5,769;-0,714;-40,764
"*lang_fr";0;0;0;0;0;0;0
"-*monsieur_elstir";-0,268;3,413;-0,064;-0,028;-0,025;-0,178;-0,427
"*commentDate_10-7-2021";3,726;-0,879;-0,191;-0,085;-0,075;-0,533;0,017
"*commentLikes_0";-0,175;67,023;1,369;106,149;6,358;-72,504;-31,296
"-*florianlisi";-0,537;-0,586;-0,127;-0,057;-0,05;1,904;0,384
"*commentDate_9-7-2021";9,317;-2,19;-0,953;-0,425;-0,376;0,284;-0,706
"-*gerardsermier";-0,805;-0,879;-0,191;-0,085;-0,075;6,234;0,017
"*commentDate_29-6-2021";2,301;0,063;-0,034;-0,567;-0,502;1,537;-3,791
"-*the_greeny_hope";-1,073;0,013;-0,254;-0,113;-0,1;3,809;-0,046
"*commentDate_25-6-2021";0,006;5,559;-0,572;-0,255;2,832;-0,111;-3,846
"-*ritatouille_30";1,282;-0,471;-0,508;-0,227;-0,201;0,615;-0,093
"*commentLikes_2";15,066;-7,034;-0,099;-11,677;-0,225;0,089;0,075
"-*c_pianelli";0,998;0,853;-0,127;-0,057;-0,05;-0,355;-0,854
"-*p_z_so";-0,537;0,853;-0,127;-0,057;18,952;-0,355;-0,854
"*commentLikes_6";-4,551;-10,382;-1,558;-2,119;-1,584;4,352;23,117
"-*bouvier1173";45,887;-4,982;-1,081;-0,482;-0,426;-3,02;-2,677
"-*libellule_verte";-0,537;0,853;-0,127;-0,057;-0,05;-0,355;0,384
"-*elisasilveira_ch";0,534;2,56;-0,381;-0,17;-0,15;-1,066;-0,504
"-*linstant_paradis";-1,073;1,706;-0,254;-0,113;-0,1;-0,71;0,768
"*a_0002";4,089;-2,731;-1,081;-0,482;-0,426;0,087;0,233
"*postLikes_915";4,089;-2,731;-1,081;-0,482;-0,426;0,087;0,233
"*postComments_37";-0,778;-5,531;-4,87;-0,958;-4,018;1,094;18,379
"*postDate_27-6-2021";4,089;-2,731;-1,081;-0,482;-0,426;0,087;0,233
"*commentDate_13-6-2022";0,267;0,195;-0,191;-0,085;-0,075;0,78;-1,282
"-*gabbaboy";22,369;-1,758;-0,381;-0,17;-0,15;-1,066;-2,564
"*commentDate_6-7-2021";-0,544;5,559;-0,572;-0,255;-0,226;-1,599;0,05
"-*chantalsedent";0,998;-0,586;-0,127;-0,057;-0,05;-0,355;0,384
"*commentDate_30-6-2021";-1,073;6,254;-0,254;-0,113;-0,1;-0,71;-0,046
"-*laboitesauvage";-0,268;-0,293;-0,064;-0,028;-0,025;-0,178;2,341
"*commentDate_28-6-2021";-0,899;8,899;-1,081;-0,482;-0,426;-0,146;-0,333
"-*pierrokxz";-0,268;-0,293;-0,064;-0,028;-0,025;5,631;-0,427
"*commentLikes_5";-0,123;-10,569;-0,038;-7,958;1,379;15,498;0,849
"-*chill_phil_official";-1,878;-2,051;-0,445;3,477;4,112;-0,003;2,471
"-*oxytoc4";-1,073;0,013;-0,254;-0,113;8,526;0,307;-0,046
"*commentDate_27-6-2021";3,896;-1,156;-0,699;-0,312;-0,276;-0,308;0,217
"-*perezlois";-0,268;-0,293;-0,064;-0,028;-0,025;-0,178;2,341
"-*jer_tsch";3,728;-0,293;-0,064;-0,028;-0,025;-0,178;-0,427
"-*val_plrd";-0,268;3,413;-0,064;-0,028;-0,025;-0,178;-0,427
"-*philly170";3,728;-0,293;-0,064;-0,028;-0,025;-0,178;-0,427
"*commentLikes_9";-0,741;-7,641;0,487;-0,816;-0,054;2,458;4,45
"-*punished_venomsnake";-0,544;-0,685;-0,572;-0,255;-0,226;-0,111;5,791
"*commentLikes_11";-2,902;-8,919;0,011;-1,462;0,421;5,598;6,545
"-*eliselolaadrian";-0,537;-0,586;-0,127;-0,057;-0,05;-0,355;4,682
"-*swisschips";25,464;-0,512;-1,208;0,447;-0,477;-3,376;-3,413
"-*noelie_cld";-0,268;-0,293;-0,064;-0,028;-0,025;5,631;-0,427
"*commentLikes_3";3,118;-10,37;-0,55;-3,655;-0,135;3,796;1,077
"-*sergelowrider";3,728;-0,293;-0,064;-0,028;-0,025;-0,178;-0,427
"-*nathalie_constiaux";3,728;-0,293;-0,064;-0,028;-0,025;-0,178;-0,427
"*a_0003";-0,29;21,75;-1,526;-0,68;-0,602;-0,854;-3,48
"*postLikes_531";-0,29;21,75;-1,526;-0,68;-0,602;-0,854;-3,48
"*postComments_38";4,171;2,28;-0,287;-0,78;-2,683;1,097;-8,266
"*postDate_28-6-2021";-0,29;21,75;-1,526;-0,68;-0,602;-0,854;-3,48
"-*brian_nicole_2304";-0,268;3,413;-0,064;-0,028;-0,025;-0,178;-0,427
"-*le_rob_fca";-0,268;3,413;-0,064;-0,028;-0,025;-0,178;-0,427
"-*ty_patrice";-0,268;3,413;-0,064;-0,028;-0,025;-0,178;-0,427
"-*lilly_des_pois";0,998;-0,586;-0,127;-0,057;-0,05;1,904;-0,854
"-*cire23_";7,456;-0,586;-0,127;-0,057;-0,05;-0,355;-0,854
"-*pires7736";-0,359;-0,471;-0,508;-0,227;-0,201;7,618;-0,093
"-*sergeboarini";-0,537;0,853;-0,127;-0,057;-0,05;1,904;-0,854
"-*lilas_wolf";-0,537;0,853;6,901;-0,057;-0,05;-0,355;-0,854
"-*prune_tte";0,998;0,853;-0,127;-0,057;-0,05;-0,355;-0,854
"-*jujudelayaute";-0,537;6,827;-0,127;-0,057;-0,05;-0,355;-0,854
"-*jessfrancescato";-1,073;13,654;-0,254;-0,113;-0,1;-0,71;-1,709
"-*dirtysanjez";-0,268;-0,293;-0,064;-0,028;-0,025;-0,178;2,341
"-*bambou_twinkies_wav";-0,268;3,413;-0,064;-0,028;-0,025;-0,178;-0,427
"-*vincenzo54110";-0,268;3,413;-0,064;-0,028;-0,025;-0,178;-0,427
"*commentLikes_4";-13,907;0,029;1,6;-9,583;-1,673;5,202;5,173
"-*stephanegutmann";-0,537;-0,586;6,901;-0,057;-0,05;-0,355;0,384
"-*lachicademadrid";0,998;-0,586;-0,127;-0,057;-0,05;-0,355;0,384
"-*ruru_1562";-0,268;3,413;-0,064;-0,028;-0,025;-0,178;-0,427
"-*fabi_bruchez";-0,359;19,197;-0,508;-0,227;-0,201;-1,421;-3,418
"-*popi_super";0,267;-0,879;-0,191;-0,085;-0,075;6,234;-1,282
"-*didiwusch";-0,268;3,413;-0,064;-0,028;-0,025;-0,178;-0,427
"*a_0004";1,781;-0,012;0,034;-0,397;-0,351;0,441;-1,635
"*postLikes_1300";0,01;2,018;-6,396;-0,552;-5,327;4,785;-0,553
"*postComments_24";58,067;-8,37;-5,12;-4,226;-3,553;2,684;-8,349
"*postDate_29-6-2021";1,781;-0,012;0,034;-0,397;-0,351;0,441;-1,635
"*commentDate_1-7-2021";-0,268;3,413;-0,064;-0,028;-0,025;-0,178;-0,427
"-*allreadyours";-0,268;3,413;-0,064;-0,028;-0,025;-0,178;-0,427
"-*deborahbdy";3,728;-0,293;-0,064;-0,028;-0,025;-0,178;-0,427
"-*sergio_prof80";-0,008;0,308;-0,636;-0,283;-0,251;-0,202;0,483
"-*revakammer";-0,268;-0,293;-0,064;-0,028;-0,025;5,631;-0,427
"-*svemarieg";18,023;-1,662;0,068;-0,368;-0,326;-2,309;-1,312
"-*vitorfanti92";3,728;-0,293;-0,064;-0,028;-0,025;-0,178;-0,427
"-*table_de_jerome";-0,537;-0,586;-0,127;-0,057;-0,05;1,904;0,384
"-*tsar_ofswan";-3,757;-0,56;33,914;-0,397;-0,351;0,441;-0,483
"-*pep_1203";-0,268;3,413;-0,064;-0,028;-0,025;-0,178;-0,427
"-*lasoeurdelafleuriste";6,955;0,013;-0,254;-0,113;-0,1;-0,71;-1,709
"-*legobelet";3,728;-0,293;-0,064;-0,028;-0,025;-0,178;-0,427
"-*kodasrime";0;0;0;0;0;0;0
"*a_0005";2,806;-1,597;-0,017;-0,538;-0,477;0,007;0,025
"*postLikes_1400";0,306;-1,044;-1,726;-7,233;-7,246;13,665;0,01
"*postDate_2-7-2021";1,156;-0,141;-0,606;-0,992;-0,878;0,662;-0,031
"*commentDate_18-7-2021";-0,746;0,308;-0,636;-0,283;-0,251;4,85;-0,471
"-*mate_asado_artisero";-0,268;3,413;-0,064;-0,028;-0,025;-0,178;-0,427
"*commentDate_16-7-2021";1,068;-1,406;-0,763;-0,34;-0,301;-0,427;2,304
"-*aliko93600";-0,805;-0,879;-0,191;-0,085;-0,075;6,234;0,017
"*commentDate_4-7-2021";-4,24;3,904;-0,05;-1,105;1,176;0,003;0,013
"-*joy_loves_food";-0,268;3,413;-0,064;-0,028;-0,025;-0,178;-0,427
"-*gregadv";-0,805;-0,879;3,998;-0,085;11,993;0,78;-1,282
"-*_edonveliu";-0,268;-0,293;-0,064;-0,028;-0,025;-0,178;2,341
"*commentDate_2-7-2021";8,824;-0,156;-1,335;-0,595;-0,527;-0,01;-1,187
"-*calciferine";0,036;-1,172;-0,254;-0,113;-0,1;0,307;0,768
"-*ricardojoel1978";-0,268;-0,293;-0,064;-0,028;-0,025;5,631;-0,427
"-*juven36";0,247;-3,223;-0,699;-0,312;-0,276;0,083;3,178
"-*kkalbermatten";-0,268;-0,293;-0,064;-0,028;-0,025;-0,178;2,341
"-*ophelie_romand";3,728;-0,293;-0,064;-0,028;-0,025;-0,178;-0,427
"-*lacomtessedesfees";4,525;-1,465;-0,318;-0,142;-0,125;2,425;-2,136
"-*mimoza_selimi_ch";3,728;-0,293;-0,064;-0,028;-0,025;-0,178;-0,427
"-*abel_zouillac";-0,268;-0,293;-0,064;-0,028;-0,025;-0,178;2,341
"-*bobogrdj";7,456;-0,586;-0,127;-0,057;-0,05;-0,355;-0,854
"*a_0006";-0,055;0,674;-1,017;-0,453;-0,401;1,23;-0,186
"*postLikes_771";-0,055;0,674;-1,017;-0,453;-0,401;1,23;-0,186
"-*stephgallou";-1,341;0,858;-0,318;-0,142;-0,125;0,094;0,242
"-*kofkof46";-0,268;-0,293;-0,064;-0,028;-0,025;5,631;-0,427
"-*thboehi";-0,537;-0,586;-0,127;-0,057;-0,05;-0,355;4,682
"*commentDate_3-7-2021";-0,805;-0,879;-0,191;-0,085;-0,075;0,78;1,93
"-*elviscoimbragomes";-0,268;-0,293;-0,064;-0,028;-0,025;-0,178;2,341
"-*lilocelot";-1,341;-1,465;-0,318;-0,142;29,55;0,094;0,242
"-*adrien_ksm";0,267;0,195;-0,191;-0,085;-0,075;-0,533;0,017
"-*lignonelisabeth";11,184;-0,879;-0,191;-0,085;-0,075;-0,533;-1,282
"-*yaf_tam";-0,268;3,413;-0,064;-0,028;-0,025;-0,178;-0,427
"-*suzanne_denervaud";3,728;-0,293;-0,064;-0,028;-0,025;-0,178;-0,427
"-*hill_st_bears";-0,268;3,413;-0,064;-0,028;-0,025;-0,178;-0,427
"-*daniele2942";-0,805;3,316;-0,191;-0,085;-0,075;0,78;-1,282
"-*martine_desarzens_";12,232;-20,91;-3,674;-2,497;-0,634;2,918;2,407
