"";"classe 1";"classe 2";"classe 3";"classe 4"
"-*rachelrachorelle";0,341;0,027;1;1
"-*rubinho_87";1;0,032;1;1
"-*steph_portugues06";1;1;1;0,406
"*commentDate_9-1-2022";0,993;0,007;1;1
"-*helba182";1;0,032;1;1
"-*gringo_video";1;1;1;0,406
"-*macaquinho_xvi";0,014;1;1;1
"*a_0133";1;0,002;1;1
"*postLikes_786";1;0,004;1;1
"*postDate_10-1-2022";1;0,002;1;1
"*a_0134";0,901;0,053;1;1
"*postComments_34";0,009;0,033;1;1
"*postDate_12-1-2022";0,901;0,053;1;1
"*commentDate_7-4-2022";1;0,093;1;1
"-*hassanmariotte";1;1;0,04;1
"*commentDate_14-1-2022";0;1;1;1
"-*guymeldem";1;0,032;1;1
"*commentDate_13-1-2022";1;0,236;1;1
"-*alexandra_suringar";1;1;1;0,406
"-*clodezaff";1;0,032;1;1
"*commentDate_12-1-2022";0,489;0,226;1;1
"-*gregoryduc";0,014;1;1;1
"-*mariecharriere1";1;0,032;1;1
"-*bernardmosimann";1;0,416;1;0,359
"-*bjk_agn";1;0,236;1;1
"-*zuffereyvalentin";1;0,032;1;1
"-*jeanpaul2235674";1;1;1;0,406
"*a_0135";0;1;1;1
"*postLikes_655";0;1;1;1
"*postDate_14-1-2022";0;1;1;1
"*commentDate_18-1-2022";0,009;1;1;1
"-*arianeramelet";0,001;1;1;1
"-*cath2807";1;0,032;1;1
"-*annekaeser";0,014;1;1;1
"-*mijonath";0;1;1;1
"-*_p_mrf";1;1;1;0,406
"-*ginafab55";0;0,147;1;1
"*a_0136";1;0,599;1;0,846
"*postDate_16-1-2022";1;0,599;1;0,846
"*commentDate_21-1-2022";1;0,71;1;0,518
"-*lydiapanchaud";1;1;1;0,406
"*commentDate_19-1-2022";0,033;0,025;1;1
"-*pla_nck";1;0,032;1;1
"-*max_14_14";0,014;1;1;1
"-*_mei_lynn_";1;1;1;0,406
"*commentDate_16-1-2022";1;1;1;0,24
"*a_0137";0,146;0,236;1;1
"*postLikes_827";0,146;0,236;1;1
"*postDate_17-1-2022";0,146;0,236;1;1
"-*bruno_aeschlimann";1;0,032;1;1
"-*maria_e_carneiro";0,012;0,323;1;1
"*a_0138";0,003;0,552;1;1
"*postDate_19-1-2022";0,003;0,552;1;1
"*commentDate_29-1-2022";0,146;1;1;1
"-*kitkat5053";0,014;1;1;1
"*commentDate_24-1-2022";0,021;0,296;1;1
"-*jeremy_kafka_curtis";1;0,239;0,053;1
"-*lion_ndz";1;1;1;0,096
"*commentDate_22-1-2022";0,146;1;1;1
"-*laura_federicci";0,014;1;1;1
"-*pausrva";1;1;1;1
"-*max_lamenax";1;0,032;1;1
"-*gabrielakissofbass";0;1;1;1
"-*armellincollovigh";1;1;1;0,406
"-*eliane_barth";0,535;1;1;0,518
"-*guillaume_fricker";0,146;1;1;1
"-*chloed_tbc";1;1;1;0,406
"-*mindbodyfit87";1;1;1;0,406
"-*astrid_parchet";0;0,209;1;1
"-*estelle_favre";0,014;1;1;1
"-*activsante_physiotherapie";1;1;1;0,406
"-*kerakoll_johnny_marzolo";1;0,032;1;1
"-*floflo_joss";0,014;1;1;1
"-*angeliiitoo_";1;0;1;1
"-*arthur_avedis";1;1;1;0,406
"-*xhen_shb";1;0,032;1;1
"-*abyshb_";1;0,032;1;1
"-*leffetpop_coaching_atypique";0,014;1;1;1
"*a_0139";0,681;0,214;1;1
"*postDate_20-1-2022";0,681;0,214;1;1
"*commentDate_28-1-2022";1;0,519;1;0,263
"-*arthur_______b";1;1;1;0,406
"-*cherrycheeba";1;1;1;0,406
"-*karlrozenfeld";1;1;1;0,406
"-*barbara_ensuisse";1;0;1;0,01
"-*oli_op";0,014;1;1;1
"-*jeanseba75";1;0,032;1;1
"-*tweedleclay";0,535;0,003;1;1
"-*cyrielle_scar";1;0,032;1;1
"-*malvmz";1;0,236;1;1
"-*____xaos____";1;0,236;1;1
"*a_0140";0,39;0,119;1;1
"*postLikes_996";0;0,001;1;1
"*postDate_23-1-2022";0,39;0,119;1;1
"*commentDate_19-6-2022";0,146;1;1;1
"-*michelmarcelhenri";1;1;1;0,406
"-*thierrypicci";1;0,032;1;1
"-*juulie_97";1;0,032;1;1
"-*josette40";1;1;1;0,406
"-*gugalex12";1;1;1;0,406
"-*nbouche69";0,014;1;1;1
"-*panterreromande";1;1;1;0,406
"-*melchiordeville";1;0,236;1;1
"-*yves1760";0,04;1;1;1
"-*joujanna";0,014;1;1;1
"-*sabine_wi63";0,014;1;1;1
"-*defma_jazzy";1;0;1;1
"-*migifigiart";1;0,002;1;1
"*a_0141";0;0,147;1;1
"*postLikes_878";0;0,147;1;1
"*postDate_24-1-2022";0;0,147;1;1
"*commentDate_25-1-2022";1;0,032;1;1
"-*nda107";1;0,032;1;1
"-*frednicoud";1;0,032;1;1
"*a_0142";0,03;1;1;1
"*postLikes_820";0,057;1;1;1
"*postDate_26-1-2022";0,03;1;1;1
"*commentDate_27-1-2022";0,001;1;1;1
"-*c_dna";0,014;1;1;1
"-*shafft_kft_";0,014;1;1;1
"*commentDate_26-1-2022";0,709;0,901;1;0,968
"*commentLikes_23";1;1;0,063;0,004
"*a_0143";1;0,416;1;0,359
"*postLikes_691";1;0,416;1;0,359
"*postDate_28-1-2022";1;0,416;1;0,359
"*commentDate_6-2-2022";1;0,71;1;0,518
"-*unepaquisarde";0,489;0,037;1;1
"-*pierre_est_ailleurs";1;1;1;1
"-*mudlaciani";1;1;1;0,096
"-*anlowski";1;1;1;1
"-*nielsolsen_";1;1;1;0,24
"-*lilarose2010";1;1;1;0,406
"-*tomchollet10";1;1;1;0,406
"-*romain_chiovini";1;1;1;0,406
"*a_0144";1;0,007;1;1
"*postDate_30-1-2022";1;0,007;1;1
"*commentDate_2-2-2022";0,993;0,46;1;1
"-*thrvcine";1;1;1;0,406
"*commentDate_1-2-2022";0,489;0,226;1;1
"*commentDate_30-1-2022";1;0,014;1;1
"-*lieceg";1;0,014;1;1
"-*lapep";0,341;1;1;0,791
"*a_0145";0,012;1;1;1
"*postDate_31-1-2022";0,012;1;1;1
"*commentDate_31-1-2022";0,098;0,901;1;1
"-*apprivoisersonstress";0,341;0,027;1;1
"-*maximefallet";1;0,485;1;0,791
"*a_0146";1;0,068;1;1
"*postLikes_436";1;0,068;1;1
"*postDate_1-2-2022";1;0,068;1;1
"*commentDate_3-2-2022";0,04;0,093;1;1
"-*rbadei";1;0,032;1;1
"-*patrick_ecoeur";1;0,485;1;0,791
"-*theclydephilipps";1;0,002;1;1
"-*lalie_lm";1;1;1;0,096
"-*choufflard";1;1;1;0,406
"-*flicsuave";1;0,032;1;1
"-*fab_mini";1;1;0,134;0,791
"-*karin1267";0,014;1;1;1
"*a_0147";0,341;0,485;1;1
"*postLikes_317";0,341;0,485;1;1
"*postDate_2-2-2022";0,03;0,46;1;1
"-*brouzinette";0,535;0,71;1;1
"*a_0148";0,04;0,71;1;1
"*postLikes_339";1;1;0,002;1
"*a_0149";0;1;1;1
"*postDate_4-2-2022";0;1;1;1
"*commentDate_5-2-2022";0,014;1;1;1
"-*sissi05_";0,014;1;1;1
"*commentDate_4-2-2022";0;1;1;1
"-*sissone_et_entrechat";0,001;1;1;1
"-*ticou3543";1;1;1;0,406
"*a_0150";1;0,093;1;1
"*postLikes_359";0,001;0,225;1;1
"*postDate_6-2-2022";1;0,093;1;1
"*commentDate_7-2-2022";1;0;1;1
"-*authentique____";1;1;1;0,406
"*a_0151";1;0;1;1
"*postLikes_988";1;0;1;1
"*postDate_7-2-2022";1;0;1;1
"*commentDate_9-2-2022";0,762;0;1;1
"-*th3_qui3t_fir3";1;1;1;0,406
"*commentDate_8-2-2022";1;0,032;1;1
"-*christinequartenoud";1;0,002;1;1
"-*mirellacapo";0,009;0,485;1;1
"-*itinerairedevie";1;1;1;0,406
"-*l_thomas150869";0,001;1;1;1
"-*onyginal";1;1;1;0,406
"-*payotchristelle";0,709;0,901;0,378;1
"-*just_dam_";1;0,032;1;1
"-*montana_noemie";1;0,236;1;1
"-*schnyder_o";1;1;1;0,406
"-*dubichh";1;0,032;1;1
"-*lesuperbisounours";1;1;1;0,406
"-*natacha_m18";1;0,032;1;1
"-*anais_cl_2";1;1;1;0,406
"*a_0152";1;0;1;1
"*postComments_45";1;0,557;1;0,413
"*postDate_9-2-2022";1;0;1;1
"*commentDate_12-2-2022";0,535;0,093;1;1
"-*thibault_ann";1;0,032;1;1
"*commentDate_11-2-2022";0,159;0,781;1;1
"-*incordeveritas";1;1;1;0,406
"-*ed_hmn";1;0,032;1;1
"-*morisse1855";1;1;1;0,406
"-*lepainquejaime";1;0,032;1;1
"-*widad_djellit";1;0,032;1;1
"*commentDate_10-2-2022";0,993;0,007;0,61;1
"-*chocos_loco";1;0,485;0;1
"-*n_wille";1;0,032;1;1
"-*sylvain_bruderer";0,014;1;1;1
"-*carlos_courandero";1;0,032;1;1
"-*club_mathez";1;1;1;0,406
"-*nathan_dugast";1;0,032;1;1
"-*mns_geneve";1;1;1;0,406
"-*sta_m_o";1;0,002;1;1
"-*estelle_filante";1;0,002;1;1
"-*srzd_666";1;0,109;1;0,761
"-*durstelc";1;0,032;1;1
"-*doline2012";0,146;0,236;1;1
"-*doodah_tim";0;1;1;1
"-*el_wttmr";1;1;1;0,406
"-*duperrse";1;1;1;0,406
"*a_0153";0,024;0,554;1;1
"*postLikes_1800";1;1;0,912;0,003
"*postComments_40";1;1;1;0,118
"*postDate_11-2-2022";0,024;0,554;1;1
"*commentDate_14-2-2022";0,004;0,018;1;1
"-*decrauz";1;0,032;1;1
"*commentDate_15-2-2022";0,003;0,416;1;1
"-*springxavier";0,014;1;1;1
"-*jerem_h19";1;0,032;1;1
"*commentDate_13-2-2022";0,059;0,003;1;1
"-*laurence_fred_maillard";0,014;1;1;1
"-*moniquebertholletmontavon";0,341;1;1;0,791
"-*v4l_m";1;0,032;1;1
"-*anne_val73";1;0,032;1;1
"-*nathecker";0,059;0,599;1;1
"-*newforestastrology";1;1;1;0,406
"-*georgiegaudier";1;1;1;0,406
"-*suisse_fm";0;1;1;1
"-*archives_du_futur_anterieur";1;0,236;1;1
"-*anaisbrsy";1;1;1;0,406
"-*colokos_thetailor";1;1;1;1
"-*gardezroselyne";1;1;1;0,406
"-*vonredjo";1;1;1;0,15
"-*juliette_gal";1;1;1;0,406
"-*clementinedla";1;0,032;1;1
"-*1_image_vaut_1000_mots";0,014;1;1;1
"-*mathilde_mcz";1;1;1;0,406
"-*dbrasil";0,014;1;1;1
"-*giseleflurina";0,014;1;1;1
"*a_0154";0,002;0,016;1;1
"*postLikes_734";0,031;0;1;1
"*postDate_13-2-2022";0,002;0,016;1;1
"-*neri_nour";0,009;1;1;1
"-*julieskoc";1;0,032;1;1
"-*kay_karakoc";1;1;1;0,24
"-*wagwaan_walker";0,146;1;1;1
"-*esilenna22";0,014;1;1;1
"-*robineau_";1;0,032;1;1
"-*laurasuzammen";1;0,032;1;1
"-*mrzeester";0,341;0,485;1;1
"-*ramtinnazarijou";1;1;0,001;1
"*a_0155";0,001;0,068;1;1
"*postLikes_750";0,001;0,068;1;1
"*postDate_14-2-2022";0,001;0,068;1;1
"-*pedroa58";0,014;1;1;1
"-*andreaetlou";1;0,032;1;1
"-*elbeberte";1;1;1;0,406
"-*na_dia1258";0,014;1;1;1
"-*zic1414";0,098;0,014;1;1
"-*__vanessaparadis";0;1;1;1
"-*ivanacerovaz";1;0,032;1;1
"*a_0156";0,861;1;1;0,228
"*postLikes_668";0,861;1;1;0,228
"*postDate_16-2-2022";0,861;1;1;0,228
"*commentDate_12-3-2022";0,146;0,236;1;1
"-*diane_c_b";0,341;0,485;1;1
"*commentDate_17-2-2022";1;1;1;0,406
"-*gogogeiger";1;1;1;0,24
"*commentDate_16-2-2022";1;1;1;0,096
"-*elisabeth_poget";0,38;1;1;0,361
"-*maeva_et_au_coeur_des_saveurs";1;1;1;0,406
"-*edgar_gng";1;1;1;0,406
"-*viktor_pige";1;1;1;0,406
"*a_0157";1;1;1;0,007
"*postDate_18-2-2022";1;1;1;0,007
"*commentDate_20-2-2022";1;0;1;1
"-*monvilclau";1;1;1;0,406
"*commentDate_18-2-2022";1;1;1;0,003
"-*sylviane8785";0,597;1;1;0,484
"-*zoetele";1;1;1;0,019
"-*_ivone_23";1;1;1;0,15
"*a_0158";1;0;1;1
"*postLikes_898";1;0;1;1
"*postComments_52";1;0,816;1;0
"*postDate_20-2-2022";1;0;1;1
"*commentDate_22-2-2022";0,341;0,485;1;1
"-*sebmiyu";0,014;1;1;1
"-*marc_longo84";1;0,032;1;1
"*commentDate_21-2-2022";1;0;1;1
"-*delhy_ame";1;0,032;1;1
"-*mikpozz91";1;0,032;1;1
"-*chaptclosed";1;0,236;1;1
"-*karl_berggipfel";1;0,901;1;0,342
"-*charmillotgabriel";1;0,236;1;1
"-*didibulle7";1;0,147;1;1
"-*nyah_nour";1;0,901;0,378;0,968
"*a_0159";0,404;0;1;1
"*postDate_21-2-2022";0,404;0;1;1
"*commentDate_24-2-2022";1;0,032;1;1
"-*ziedbenamor";1;0,032;1;1
"*commentDate_23-2-2022";0,122;0,002;1;1
"-*maryyailes";1;0,032;1;1
"-*sofjoller";0,014;1;1;1
"-*floecuyer";1;0,032;1;1
"-*lefeusacre_by_sophie";0,014;1;1;1
"-*davidn_ch12";1;0,236;1;1
"-*elise_zuch";1;0,032;1;1
"-*marionslgr";1;0,032;1;1
"-*remyy73210";1;0,032;1;1
"-*clement___rich";1;0,002;1;1
"-*clemouchh";1;0,032;1;1
"-*fiauxroulin";1;1;1;0,361
"-*jessybarraud";1;0,032;1;1
"-*ilema_t";1;0,032;1;1
"-*mike_mercier08";1;0,032;1;1
"-*gregoire_dromelet";1;0,002;1;1
"-*lesida_desmouches";0,014;1;1;1
"-*francoisgenoud";1;0,032;1;1
"-*greg_1511";1;1;1;0,15
"-*thefrenchiewanderer";1;0,032;1;1
"-*_oui_lou_";1;0,032;1;1
"*a_0160";0,597;0,008;1;1
"*postLikes_776";0,597;0,008;1;1
"*postDate_23-2-2022";0,597;0,008;1;1
"-*adrien_ruffy";1;0,032;1;1
"-*sforsainath";1;0,63;0,732;0,864
"-*marieariley";1;0,032;1;1
"-*rtscouleur3";0,009;1;1;1
"*a_0161";1;1;0,001;1
"*postDate_24-2-2022";1;1;0,001;1
"*commentDate_25-2-2022";0,703;0,416;0,274;1
"*a_0162";0;0,496;1;1
"*postComments_43";1;1;1;0
"*postDate_25-2-2022";0;0,496;1;1
"*commentDate_1-3-2022";0,014;1;1;1
"-*jpbonzon";0,146;0,236;1;1
"*commentDate_28-2-2022";0,489;0,733;1;1
"-*starembergaurelie";0,014;1;1;1
"-*isabel_rodrigues_nunes";1;1;1;0,406
"-*beatrice_bb_bzn";0,993;0,46;1;1
"-*ornifeld71";1;0,032;1;1
"*commentDate_27-2-2022";1;0,053;1;0,86
"-*naaaaaake";1;0,032;1;1
"*commentDate_26-2-2022";0;1;1;1
"-*ph_loup_75";0,014;1;1;1
"-*bornandsylvie";0,009;0,485;1;1
"-*e_chaulmontet_fiduciaire";0,146;1;1;1
"-*jo_denereaz";0,146;1;1;1
"-*peha_off";1;1;1;0,1
"-*ultragourmande";0,146;0,236;1;1
"-*galam_ph";1;1;1;0,406
"-*sandra_chocolat";0,146;1;1;1
"-*sandracaro6";0,014;1;1;1
"-*francois_amir";1;1;1;0,406
"-*anna_rosini";1;1;1;0,406
"-*nathalieporret";1;0,032;1;1
"-*ispromo_guitar03";1;1;0,001;1
"-*kavya21_aky";1;1;1;0,406
"*a_0163";1;0,214;1;0,336
"*postLikes_764";1;0,214;1;0,336
"*postDate_27-2-2022";1;0,214;1;0,336
"*commentDate_23-4-2022";1;1;1;0,406
"-*mi_lne67";0,059;1;1;1
"-*guissepe_jm";1;0,032;1;1
"-*mads_rh_";1;0,236;1;1
"-*fredeco26";1;1;1;0,24
"-*apariciovincent";1;0,236;1;1
"*a_0164";1;1;1;0,24
"*postLikes_474";1;1;1;0,24
"*postDate_28-2-2022";1;1;1;0,24
"*commentDate_23-3-2022";1;0,002;1;1
"-*danradoo";1;1;1;0,406
"*a_0165";1;1;1;0,406
"*postLikes_396";1;1;1;0,406
"*postDate_2-3-2022";1;1;1;0,406
"*commentDate_2-3-2022";1;1;1;0,406
"*a_0166";1;1;1;0,406
"*postLikes_320";0,178;1;1;0,707
"*postDate_4-3-2022";1;1;1;0,406
"*commentDate_4-3-2022";1;1;1;0,406
"-*bbtjls";1;1;1;0,24
"*a_0167";1;0,093;1;1
"*postLikes_409";1;0,093;1;1
"*postDate_6-3-2022";1;0,093;1;1
"*commentDate_6-3-2022";1;0,093;1;1
"*a_0168";0,178;0,323;1;1
"*postLikes_833";0,178;0,323;1;1
"*postDate_7-3-2022";0,178;0,323;1;1
"*commentDate_15-3-2022";1;0,032;1;1
"-*christinecognee";1;0,032;1;1
"*commentDate_8-3-2022";0;1;1;1
"*commentDate_7-3-2022";0,04;0,71;1;1
"-*allo_c_mami";1;0,032;1;1
"-*malcolmbilel";0,341;0,485;1;1
"-*95_p5";0,014;1;1;1
"*a_0169";0,011;1;1;1
"*postLikes_2600";1;1;1;0
"*postComments_51";1;0,609;0,226;1
"*postDate_8-3-2022";0,011;1;1;1
"*commentDate_11-3-2022";0,535;1;1;0,518
"-*lalefavre";0,014;1;1;1
"*commentDate_10-3-2022";0,535;1;1;0,518
"-*didypetitefumeeimg";1;1;1;0,406
"-*clovisfahrni";0,014;1;1;1
"-*pascal_messerli";0,146;1;1;1
"*commentDate_9-3-2022";1;0,979;0,975;0,359
"-*anitaschmi";1;1;1;0,24
"-*rik_scabon";1;1;1;0,406
"-*dominovolery";1;0,032;1;1
"-*daniele_roggo";1;1;1;0,406
"-*mathilda_1990yo";1;1;1;0,15
"-*seb_iam";0,014;1;1;1
"-*eloday52";1;0,002;1;1
"-*kalala_yan";1;1;1;0,406
"-*gab_lfvr";1;1;0,134;0,791
"-*rpage61";1;0,236;1;1
"-*brouquetsylvie";1;1;1;1
"-*1234_jgm";1;1;1;0,406
"-*stella_levander";0,014;1;1;1
"-*mtl_typiquementypique";0,014;1;1;1
"-*s_sch_e";1;1;1;0,406
"-*vinetsimon";1;1;1;0,042
"-*syl_vie555";1;1;1;0,406
"-*mumu_bonvin";0,014;1;1;1
"-*tel_chriss";0,014;1;1;1
"-*moulesfripes";0,014;1;1;1
"-*olivya_victoria";0,146;1;1;1
"*a_0170";1;1;1;0,15
"*postLikes_274";1;1;1;0,15
"*postDate_11-3-2022";1;1;1;0,15
"-*m_perreard";1;1;1;0,24
"-*tefa1986";1;1;1;0,406
"*a_0171";0,993;0,084;1;1
"*postLikes_635";0,993;0,084;1;1
"*postDate_13-3-2022";0,993;0,084;1;1
"*commentDate_14-3-2022";0,146;1;1;1
"*commentDate_13-3-2022";1;0,014;1;1
"-*bryan_popof";0,709;1;1;0,342
"-*yoghi78";0,535;0,71;1;1
"-*sabri_alice_martinez";1;0,032;1;1
"-*cosevino";1;1;1;0,406
"-*laurentbleuze";1;0,236;1;1
"*a_0173";1;0,236;1;1
"*postLikes_187";1;0,236;1;1
"*postDate_16-3-2022";1;0,236;1;1
"*commentDate_19-3-2022";0,709;0,197;1;1
"-*bashirem_diouf";1;0,032;1;1
"*commentDate_16-3-2022";1;1;1;0,406
"*a_0174";0,012;1;1;1
"*postDate_18-3-2022";0,012;1;1;1
"*commentDate_12-2-2023";0,019;1;1;1
"-*70overjournaliste";1;1;1;0,406
"*commentDate_9-4-2022";0,146;1;1;1
"-*incognito933";0,014;1;1;1
"*commentDate_2-4-2022";1;1;1;0,24
"-*halyn__levy";1;1;1;0,406
"*commentDate_31-3-2022";0,04;0,093;1;1
"-*ynardfabienne";0,014;1;1;1
"-*marie_chipy";0,014;1;1;1
"-*marthabenoit71";1;1;1;0,406
"-*romain54130";1;0,032;1;1
"*commentDate_18-3-2022";0,151;1;1;0,955
"-*mon_manege_a_moi";1;1;1;0,406
"-*mangeot_beverley";1;0,032;1;1
"-*porte_os";1;1;1;0,406
"-*christinecamerlengo";0,009;0,485;1;1
"-*photographyasmine";1;1;1;0,24
"-*evelyn_perriard";0,014;1;1;1
"-*rosie_acn";0,146;1;1;1
"*a_0176";0;1;1;1
"*postLikes_335";0,004;1;1;1
"*postDate_21-3-2022";0;1;1;1
"*commentDate_22-3-2022";0,014;1;1;1
"-*johanne_gadart7";0,014;1;1;1
"*commentDate_21-3-2022";0,001;1;1;1
"-*elenatzonis";0,001;1;1;1
"*a_0177";1;0;1;1
"*postLikes_390";1;0;1;1
"*postDate_23-3-2022";1;0;1;1
"*commentDate_24-3-2022";1;0,236;1;1
"-*mimosa6983";1;0,032;1;1
"-*arlettedelatour";1;0,236;1;1
"-*sebabarthe";1;0,032;1;1
"*a_0178";1;0,236;1;1
"*postLikes_157";1;0,236;1;1
"*postDate_25-3-2022";1;0,236;1;1
"*commentDate_25-3-2022";1;0,236;1;1
"*a_0179";0,019;1;1;1
"*postLikes_557";0,021;0,728;1;1
"*postDate_27-3-2022";0,019;1;1;1
"*commentDate_30-3-2022";0,146;1;1;1
"-*604swiss";1;1;1;0,406
"*commentDate_29-3-2022";0,001;1;1;1
"-*e_cher_vaz";0,014;1;1;1
"*commentDate_28-3-2022";1;1;1;0,406
"*commentDate_27-3-2022";0,098;1;1;0,968
"-*guillemette1212";1;1;1;0,406
"-*cmondin";1;0,197;1;0,968
"*commentDate_12-11-2025";1;1;1;0
"-*diogene_de_sinope5743";1;0,032;1;1
"-*celia_5455";0,341;0,485;1;1
"-*alex_energy54";0,014;1;1;1
"*a_0180";0,014;1;1;1
"*postLikes_352";0,014;1;1;1
"*postDate_28-3-2022";0,014;1;1;1
"*commentDate_8-5-2022";0,005;1;1;0,673
"-*danieleobrecht";0;1;1;0,803
"*a_0181";0,146;0,236;1;1
"*postLikes_111";0,146;0,236;1;1
"*postDate_30-3-2022";0,146;0,236;1;1
"*a_0182";0,098;1;1;0,968
"*postLikes_652";0,098;1;1;0,968
"*postDate_1-4-2022";0,098;1;1;0,968
"-*perrine_rmd";1;1;1;0,406
"*commentDate_1-4-2022";0,04;1;1;1
"-*sasha_zipt";1;1;1;0,24
"-*vodun_blue";0,014;1;1;1
"-*melune_reve";1;1;1;0,103
"-*octocanon";0,014;1;1;1
"*a_0183";0,178;1;1;1
"*postDate_3-4-2022";0,178;1;1;1
"*commentDate_4-4-2022";0;1;1;1
"*commentDate_3-4-2022";0,098;0,901;1;1
"-*david_lamon";0,146;1;1;1
"-*gffy_hy";1;0,032;1;1
"-*luiscarbono";1;1;1;0,406
"*a_0184";0;1;1;1
"*postLikes_7000";0,719;0,002;1;1
"*postComments_66";0,1;1;1;0,004
"*postReposts_13";0;1;1;1
"*postDate_4-4-2022";0;1;1;1
"*commentDate_1-9-2025";0;1;1;1
"-*krazy__stones";0,014;1;1;1
"*commentDate_11-10-2022";1;1;1;0,15
"-*armellarosepaola";0,709;0,901;1;0,968
"*commentDate_2-5-2022";1;0,485;0,134;1
"-*stephou87";1;0,014;0,378;1
"*commentDate_30-4-2022";0,341;0,485;1;1
"-*mx_mry";0,014;1;1;1
"-*nguibert33";1;1;1;0,406
"*commentDate_28-4-2022";0,009;1;1;1
"-*virge_796";0,014;1;1;1
"*commentDate_21-4-2022";0,009;1;0,134;1
"-*bubu_aubrac";1;1;0,04;1
"*commentDate_17-4-2022";0,535;0,093;1;1
"-*valerie_fnt";1;1;1;0,406
"*commentDate_15-4-2022";1;0,093;1;1
"-*josianeraggini";1;1;1;0,406
"-*maria_cerqueira91";1;1;1;0,406
"*commentDate_14-4-2022";0,035;0,979;1;1
"-*matt_071234";0,146;0,236;1;1
"-*sylviej24";1;1;1;0,406
"-*vince_l_italiano";1;1;1;0,406
"-*laparisienne_enprovence";0,014;1;1;1
"-*shahyarghanbari";0,014;1;1;1
"*commentDate_24-5-2022";1;0,109;1;1
"-*cedric_gdi";1;1;1;0,406
"*commentDate_13-4-2022";1;1;1;0,088
"-*skx_1984";0,014;1;1;1
"-*romu06160";1;1;1;0,406
"-*germaine_routard";1;0,485;1;0,791
"*commentDate_12-4-2022";1;0,71;1;0,518
"-*fabrice_henain";1;1;1;0,406
"-*lcaubere";1;1;1;0,406
"-*maxgoaz";1;1;1;0,406
"*commentDate_16-4-2022";1;0,728;1;0,349
"-*flo_hgrt";1;1;1;0,15
"*commentDate_11-4-2022";0;0,599;1;1
"-*popi13000";0,014;1;1;1
"-*saisonniersanonymes";0,04;0,093;1;1
"-*shuh_duh_fuh_cup";0,014;1;1;1
"*commentDate_10-4-2022";0,009;1;0,134;1
"-*veronique_plon";0,014;1;1;1
"-*salabistouille93";1;1;0,001;1
"*commentDate_26-4-2022";0,178;0,04;1;1
"-*christophe_vosges";1;0,236;1;1
"*commentDate_6-4-2022";0,146;1;1;1
"-*laura_ferilli";1;1;1;0,406
"*commentDate_5-4-2022";1;1;1;0,406
"-*bourgeoisjacqueline639";1;1;1;0,406
"-*biancoiorillo";0,001;1;1;1
"*commentDate_4-9-2024";1;0,007;1;1
"-*le_regard_de_soaz";1;1;1;0,406
"*a_0185";0,014;1;1;1
"*postLikes_458";0,014;1;1;1
"*postDate_6-4-2022";0,014;1;1;1
"*a_0186";0,709;0,014;1;1
"*postDate_7-4-2022";0,709;0,014;1;1
"*commentDate_8-4-2022";0,098;0,197;0,378;1
"-*rude_stone";1;1;1;0,406
"-*grange_patricia";0;0,362;1;1
"*a_0187";0,098;0,901;0,378;1
"*postLikes_610";0,013;0,543;1;1
"*postDate_8-4-2022";0,098;0,901;0,378;1
"-*capuano_ch";1;0,032;1;1
"-*parveenarora7_002";1;1;0,001;1
"*a_0188";0,146;0,236;1;1
"*postLikes_331";0,146;0,236;1;1
"*postDate_10-4-2022";0,146;0,236;1;1
"*commentDate_24-4-2022";0,518;0;1;1
"-*planeteactions";1;0,032;1;1
"-*asra_aka_arazcut";0,014;1;1;1
"*a_0189";0,151;0;1;1
"*postDate_11-4-2022";0,151;0;1;1
"*commentDate_9-5-2022";0,703;1;0,975;0,761
"-*la_boetienne_shop";1;0,032;1;1
"-*margauxnya";1;0,032;1;1
"-*leaalebowski";1;0,032;1;1
"*commentDate_7-5-2022";0,014;1;1;1
"-*arielle_burgelin_de_hugo_";0,014;1;1;1
"*commentDate_5-5-2022";0,275;1;1;1
"-*kiki__74800";1;0,032;1;1
"-*sysy_du_74";1;0,032;1;1
"-*cathydeleze";0,009;1;1;1
"*a_0190";1;1;1;0,072
"*postLikes_407";1;1;1;0,072
"*postDate_13-4-2022";1;1;1;0,072
"-*sailorbit";1;1;1;0,406
"*commentDate_27-4-2022";0,002;0,081;1;1
"-*whacky_tattoo";1;0,032;1;1
"-*jamesp91007";1;1;0,001;1
"-*mayerpaulette";1;1;1;0,24
"-*dixhuitmois_ch";1;0,093;1;1
"-*jacqueline_ariane";0,003;1;1;1
"-*cookingpeter52";1;1;1;0,096
"-*au_andrea92";0,341;1;1;0,791
"-*catherineschaefermartinruch";1;1;1;0,24
"-*vince_ntime";1;1;1;0,15
"-*vamplus_lk";1;1;1;0,406
"*a_0191";1;0,002;1;1
"*postLikes_163";1;0,002;1;1
"*postDate_14-4-2022";1;0,002;1;1
"-*amandinerosset";1;0,485;1;0,791
"*a_0192";1;0,025;1;1
"*postLikes_500";1;0,025;1;1
"*postDate_15-4-2022";1;0,025;1;1
"-*apis_apidae";0;1;1;1
"-*kikisierro_";1;1;1;0,406
"-*cocobleu_fvr";1;1;1;0,15
"-*coaching_relations_amoureuses";1;1;1;0,406
"-*hawasabaly2014";0,535;0,71;1;1
"-*chouchinlou";1;0,027;1;1
"-*seandres";1;0,236;1;1
"*a_0193";0,04;0,093;1;1
"*postLikes_322";0,04;0,093;1;1
